,Time,Observed rainfall - 01/08/2022 00:00,Urban net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Rural net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Sewer loss m3/s (Observed rainfall - 01/08/2022) - urbanised model,Total net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Direct runoff m3/s (Observed rainfall - 01/08/2022) - urbanised model,Baseflow m3/s (Observed rainfall - 01/08/2022) - urbanised model,Total flow m3/s (Observed rainfall - 01/08/2022)- urbanised model
0,01/08/2022 00:00,0.065674252336,0.004803443156471,0.0063653660989273,0,0.0111688092553984,0.0,0.147322084171302,0.147322084171302
1,01/08/2022 00:01,0.065674252336,0.0048047964234151,0.0063740064862899,0,0.0111788029097051,1.21508890776957e-05,0.147273080122333,0.14728523101141
2,01/08/2022 00:02,0.065674252336,0.0048061496903592,0.0063826468736525,0,0.0111887965640118,4.86125615243968e-05,0.14722410865492,0.147272721216444
3,01/08/2022 00:03,0.065674252336,0.0048075029573034,0.006391287261015,0,0.0111987902183185,0.0001094030277673,0.147175186054225,0.147284589081993
4,01/08/2022 00:04,0.065674252336,0.0048088562242475,0.0063999276483776,0,0.0112087838726252,0.0001945402982337,0.147126328622086,0.147320868920319
5,01/08/2022 00:05,0.065674252336,0.0048102094911916,0.0064085680357402,0,0.0112187775269319,0.0003040423833508,0.147077552677004,0.147381595060354
6,01/08/2022 00:06,0.065674252336,0.0048115627581357,0.0064172084231028,0,0.0112287711812386,0.0004379272935458,0.147028874554144,0.14746680184769
7,01/08/2022 00:07,0.065674252336,0.0048907460298119,0.0064258488104654,0,0.0113165948402773,0.0005962130392459,0.146980310605328,0.147576523644574
8,01/08/2022 00:08,0.065674252336,0.0050158246429191,0.006434489197828,0,0.0114503138407472,0.0007790304300301,0.146931877242039,0.147710907672069
9,01/08/2022 00:09,0.065674252336,0.005017448563252,0.0064431295851905,0,0.0114605781484427,0.0009866895908213,0.146883591046787,0.147870280637608
10,01/08/2022 00:10,0.065674252336,0.005019072483585,0.0064517699725531,0,0.0114708424561382,0.0012193882396493,0.146835468798554,0.148054857038203
11,01/08/2022 00:11,0.065674252336,0.0050206964039179,0.0064604103599157,0,0.0114811067638337,0.0014771451714581,0.146787527361649,0.148264672533107
12,01/08/2022 00:12,0.065674252336,0.0050223203242509,0.0064690507472783,0,0.0114913710715292,0.0017599791811917,0.146739783617458,0.14849976279865
13,01/08/2022 00:13,0.065674252336,0.0050239442445838,0.0064776911346409,0,0.0115016353792247,0.0020679090637942,0.146692254464442,0.148760163528236
14,01/08/2022 00:14,0.065674252336,0.0050255681649167,0.0064863315220034,0,0.0115118996869203,0.0024009536142095,0.146644956818126,0.149045910432336
15,01/08/2022 00:15,0.065674252336,0.0050271920852497,0.006494971909366,0,0.0115221639946158,0.0027591316273818,0.146597907611099,0.149357039238481
16,01/08/2022 00:16,0.065674252336,0.0050288160055826,0.0065036122967286,0,0.0115324283023113,0.0031424618982549,0.146551123793005,0.14969358569126
17,01/08/2022 00:17,0.065674252336,0.0050304399259155,0.0065122526840912,0,0.0115426926100068,0.0035509632217729,0.146504622330538,0.150055585552311
18,01/08/2022 00:18,0.065674252336,0.0050320638462485,0.0065208930714538,0,0.0115529569177023,0.0039846543928799,0.146458420207436,0.150443074600316
19,01/08/2022 00:19,0.065674252336,0.0050336877665814,0.0065295334588163,0,0.0115632212253979,0.0044435542065198,0.146412534424477,0.150856088630996
20,01/08/2022 00:20,0.065674252336,0.0050353116869143,0.0065381738461789,0,0.0115734855330934,0.0049276814576367,0.14636698199947,0.151294663457107
21,01/08/2022 00:21,0.065674252336,0.0050369356072473,0.0065468142335415,0,0.0115837498407889,0.0054370549411745,0.146321779967254,0.151758834908429
22,01/08/2022 00:22,0.065674252336,0.0050385595275802,0.0065554546209041,0,0.0115940141484844,0.0059716934520773,0.146276945379688,0.152248638831766
23,01/08/2022 00:23,0.065674252336,0.0050401834479132,0.0065640950082667,0,0.0116042784561799,0.0065316157852892,0.146232495305648,0.152764111090937
24,01/08/2022 00:24,0.065674252336,0.0050418073682461,0.0065727353956293,0,0.0116145427638754,0.007116840735754,0.14618844683102,0.153305287566774
25,01/08/2022 00:25,0.065674252336,0.005043431288579,0.0065813757829918,0,0.011624807071571,0.0077273870984159,0.146144817058694,0.15387220415711
26,01/08/2022 00:26,0.065674252336,0.005045055208912,0.0065900161703544,0,0.0116350713792665,0.0083632736682188,0.146101623108561,0.154464896776779
27,01/08/2022 00:27,0.065674252336,0.0050466791292449,0.006598656557717,0,0.011645335686962,0.0090245192401068,0.146058882117503,0.15508340135761
28,01/08/2022 00:28,0.065674252336,0.0050483030495778,0.0066072969450796,0,0.0116555999946575,0.0097111426090239,0.146016611239394,0.155727753848418
29,01/08/2022 00:29,0.065674252336,0.0050499269699108,0.0066159373324422,0,0.011665864302353,0.0104231625699141,0.145974827645084,0.156397990214999
30,01/08/2022 00:30,0.063547075361,0.0048879066369888,0.006409873465806,0,0.0112977801027949,0.0111605979177214,0.145933548522406,0.157094146440127
31,01/08/2022 00:31,0.063547075361,0.0048894270640141,0.0064179631966803,0,0.0113073902606944,0.0119230552436966,0.145892790935204,0.157815846178901
32,01/08/2022 00:32,0.063547075361,0.0048909474910393,0.0064260529275545,0,0.0113170004185939,0.0127101405401844,0.145852571682084,0.158562712222268
33,01/08/2022 00:33,0.063547075361,0.0048924679180646,0.0064341426584288,0,0.0113266105764934,0.0135218714043173,0.145812907436725,0.159334778841042
