,Time,Observed rainfall - 01/08/2022 00:00,Urban net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Rural net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Sewer loss m3/s (Observed rainfall - 01/08/2022) - urbanised model,Total net rain mm (Observed rainfall - 01/08/2022) - urbanised model,Direct runoff m3/s (Observed rainfall - 01/08/2022) - urbanised model,Baseflow m3/s (Observed rainfall - 01/08/2022) - urbanised model,Total flow m3/s (Observed rainfall - 01/08/2022)- urbanised model
0,01/08/2022 00:00,0.162818974600333,0.0119111314106388,0.0157967973879426,0,0.0277079287985814,0.0,0.147322084171302,0.147322084171302
1,01/08/2022 00:01,0.162818974600333,0.0119194491102038,0.0158499045347031,0,0.0277693536449069,3.0140879244176e-05,0.147273086150846,0.14730322703009
2,01/08/2022 00:02,0.162818974600333,0.0119277668097688,0.0159030116814636,0,0.0278307784912324,0.000120618866486,0.147224144851749,0.147344763718235
3,01/08/2022 00:03,0.162818974600333,0.0124004631581922,0.0159561188282241,0,0.0283565819864162,0.0002715446607442,0.147175300777548,0.147446845438292
4,01/08/2022 00:04,0.162818974600333,0.0124458787146077,0.0160092259749845,0,0.0284551046895922,0.0004837019857638,0.147126594810716,0.14761029679648
5,01/08/2022 00:05,0.162818974600333,0.0124558599540857,0.016062333121745,0,0.0285181930758307,0.0007579283312735,0.147078068489642,0.147835996820915
6,01/08/2022 00:06,0.162818974600333,0.0124658411935637,0.0161154402685055,0,0.0285812814620692,0.001094390573247,0.147029763773198,0.148124154346445
7,01/08/2022 00:07,0.162818974600333,0.0124758224330417,0.016168547415266,0,0.0286443698483077,0.0014932042326452,0.146981722765332,0.148474926997977
8,01/08/2022 00:08,0.162818974600333,0.0124858036725197,0.0162216545620265,0,0.0287074582345461,0.0019544848304289,0.146933987695437,0.148888472525866
9,01/08/2022 00:09,0.162818974600333,0.0124957849119977,0.0162747617087869,0,0.0287705466207846,0.0024783478875589,0.146886600918312,0.149364948805871
10,01/08/2022 00:10,0.162818974600333,0.0125057661514757,0.0163278688555474,0,0.0288336350070231,0.0030649089249961,0.146839604914117,0.149904513839113
11,01/08/2022 00:11,0.162818974600333,0.0125157473909537,0.0163809760023079,0,0.0288967233932616,0.0037142834637014,0.146793042288336,0.150507325752037
12,01/08/2022 00:12,0.162818974600333,0.0125257286304317,0.0164340831490684,0,0.0289598117795,0.0044265870246355,0.146746955771729,0.151173542796365
13,01/08/2022 00:13,0.162818974600333,0.0125357098699097,0.0164871902958289,0,0.0290229001657385,0.0052019351287594,0.146701388220298,0.151903323349057
14,01/08/2022 00:14,0.162818974600333,0.0125456911093877,0.0165402974425893,0,0.029085988551977,0.0060404432970338,0.146656382615237,0.152696825912271
15,01/08/2022 00:15,0.162818974600333,0.0125556723488657,0.0165934045893498,0,0.0291490769382155,0.0069422270504196,0.146611982062898,0.153554209113318
16,01/08/2022 00:16,0.162818974600333,0.0125656535883437,0.0166465117361103,0,0.029212165324454,0.0079074019098776,0.146568229794745,0.154475631704622
17,01/08/2022 00:17,0.162818974600333,0.0125756348278217,0.0166996188828708,0,0.0292752537106924,0.0089360833963688,0.146525169167311,0.15546125256368
18,01/08/2022 00:18,0.162818974600333,0.0125856160672997,0.0167527260296313,0,0.0293383420969309,0.0100283870308539,0.146482843662162,0.156511230693016
19,01/08/2022 00:19,0.162818974600333,0.0125955973067777,0.0168058331763917,0,0.0294014304831694,0.0111844283342938,0.146441296885851,0.157625725220145
20,01/08/2022 00:20,0.162818974600333,0.0126055785462556,0.0168589403231522,0,0.0294645188694079,0.0124043228276493,0.146400572569876,0.158804895397525
21,01/08/2022 00:21,0.162818974600333,0.0126155597857336,0.0169120474699127,0,0.0295276072556464,0.0136881860318812,0.146360714570642,0.160048900602523
22,01/08/2022 00:22,0.162818974600333,0.0126255410252116,0.0169651546166732,0,0.0295906956418848,0.0150361334679505,0.146321766869416,0.161357900337367
23,01/08/2022 00:23,0.162818974600333,0.0126355222646896,0.0170182617634337,0,0.0296537840281233,0.0164482806568179,0.146283773572288,0.162732054229106
24,01/08/2022 00:24,0.162818974600333,0.0126455035041676,0.0170713689101941,0,0.0297168724143618,0.0179247431194443,0.146246778910128,0.164171522029572
25,01/08/2022 00:25,0.162818974600333,0.0126554847436456,0.0171244760569546,0,0.0297799608006003,0.0194656363767906,0.146210827238544,0.165676463615335
26,01/08/2022 00:26,0.162818974600333,0.0126654659831236,0.0171775832037151,0,0.0298430491868387,0.0210710759498175,0.146175963037842,0.16724703898766
27,01/08/2022 00:27,0.162818974600333,0.0126754472226016,0.0172306903504756,0,0.0299061375730772,0.022741177359486,0.146142230912985,0.168883408272471
28,01/08/2022 00:28,0.162818974600333,0.0126854284620796,0.0172837974972361,0,0.0299692259593157,0.0244760561267568,0.146109675593548,0.170585731720305
29,01/08/2022 00:29,0.162818974600333,0.0126954097015576,0.0173369046439966,0,0.0300323143455542,0.0262758277725909,0.146078341933681,0.172354169706272
30,01/08/2022 00:30,0.244584052687333,0.0190895993158586,0.026143028137465,0,0.0452326274533236,0.028140607817949,0.146048274912065,0.174188882730014
31,01/08/2022 00:31,0.244584052687333,0.0191121225482961,0.0262628674232788,0,0.0453749899715749,0.030086900167722,0.146019525378268,0.17610642554599
32,01/08/2022 00:32,0.244584052687333,0.0191346457807336,0.0263827067090926,0,0.0455173524898262,0.0321312813061171,0.145992155840365,0.178123437146483
33,01/08/2022 00:33,0.244584052687333,0.0191571690131711,0.0265025459949064,0,0.0456597150080776,0.0342740119127281,0.145966234802277,0.180240246715005
34,01/08/2022 00:34,0.244584052687333,0.0191796922456087,0.0266223852807203,0,0.0458020775263289,0.0365153526671487,0.145941831059815,0.182457183726964
35,01/08/2022 00:35,0.244584052687333,0.0192022154780462,0.0267422245665341,0,0.0459444400445802,0.0388555642489728,0.145919013700592,0.184774577949565
36,01/08/2022 00:36,0.244584052687333,0.0192247387104837,0.0268620638523479,0,0.0460868025628316,0.0412949073377942,0.145897852103919,0.187192759441713
37,01/08/2022 00:37,0.244584052687333,0.0192472619429212,0.0269819031381617,0,0.0462291650810829,0.0438336426132065,0.145878415940709,0.189712058553916
38,01/08/2022 00:38,0.244584052687333,0.0192697851753587,0.0271017424239755,0,0.0463715275993342,0.0464720307548036,0.145860775173385,0.192332805928188
39,01/08/2022 00:39,0.244584052687333,0.0192923084077963,0.0272215817097893,0,0.0465138901175856,0.0492103324421792,0.145845000055775,0.195055332497954
40,01/08/2022 00:40,0.244584052687333,0.0193148316402338,0.0273414209956031,0,0.0466562526358369,0.0520488083549271,0.145831161133021,0.197879969487948
41,01/08/2022 00:41,0.244584052687333,0.0193373548726713,0.0274612602814169,0,0.0467986151540882,0.0549877191726411,0.145819329241481,0.200807048414122
42,01/08/2022 00:42,0.244584052687333,0.0193598781051088,0.0275810995672307,0,0.0469409776723395,0.058027325574915,0.14580957550863,0.203836901083545
43,01/08/2022 00:43,0.244584052687333,0.0193824013375463,0.0277009388530445,0,0.0470833401905909,0.0611678882413425,0.145801971352966,0.206969859594309
44,01/08/2022 00:44,0.244584052687333,0.0194049245699838,0.0278207781388583,0,0.0472257027088422,0.0644096678515175,0.145796588483911,0.210206256335429
45,01/08/2022 00:45,0.244584052687333,0.0194274478024214,0.0279406174246722,0,0.0473680652270935,0.0677529250850336,0.145793498901716,0.213546423986749
46,01/08/2022 00:46,0.244584052687333,0.0194499710348589,0.028060456710486,0,0.0475104277453449,0.0711979206214847,0.145792774897361,0.216990695518846
47,01/08/2022 00:47,0.244584052687333,0.0194724942672964,0.0281802959962998,0,0.0476527902635962,0.0747449151404645,0.145794489052463,0.220539404192928
48,01/08/2022 00:48,0.244584052687333,0.0194950174997339,0.0283001352821136,0,0.0477951527818475,0.0783941693215667,0.145798714239176,0.224192883560743
49,01/08/2022 00:49,0.244584052687333,0.0195175407321714,0.0284199745679274,0,0.0479375153000988,0.0821459438443853,0.145805523620095,0.22795146746448
50,01/08/2022 00:50,0.244584052687333,0.019540063964609,0.0285398138537412,0,0.0480798778183502,0.086000499388514,0.145814990648159,0.231815490036673
51,01/08/2022 00:51,0.244584052687333,0.0195625871970465,0.028659653139555,0,0.0482222403366015,0.0899580966335464,0.145827189066557,0.235785285700104
52,01/08/2022 00:52,0.244584052687333,0.019585110429484,0.0287794924253688,0,0.0483646028548528,0.0940189962590765,0.145842192908628,0.239861189167705
53,01/08/2022 00:53,0.244584052687333,0.0196076336619215,0.0288993317111826,0,0.0485069653731042,0.098183458944698,0.145860076497767,0.244043535442465
54,01/08/2022 00:54,0.244584052687333,0.019630156894359,0.0290191709969964,0,0.0486493278913555,0.102451745370005,0.145880914447325,0.248332659817329
55,01/08/2022 00:55,0.244584052687333,0.0196526801267966,0.0291390102828103,0,0.0487916904096068,0.10682411621459,0.145904781660517,0.252728897875107
56,01/08/2022 00:56,0.244584052687333,0.0196752033592341,0.0292588495686241,0,0.0489340529278582,0.111300832158048,0.145931753330325,0.257232585488373
57,01/08/2022 00:57,0.244584052687333,0.0196977265916716,0.0293786888544379,0,0.0490764154461095,0.115882153879973,0.145961904939396,0.261844058819369
58,01/08/2022 00:58,0.244584052687333,0.0197202498241091,0.0294985281402517,0,0.0492187779643608,0.120568342059958,0.145995312259955,0.266563654319913
59,01/08/2022 00:59,0.244584052687333,0.0197427730565466,0.0296183674260655,0,0.0493611404826121,0.125359657377597,0.146032051353699,0.271391708731296
60,01/08/2022 01:00,0.545554211612667,0.0441181701219582,0.0664966882732325,0,0.110614858395191,0.130256360512484,0.146072198571707,0.276328559084191
61,01/08/2022 01:01,0.545554211612667,0.044230230032303,0.0670929250550235,0,0.111323155087326,0.135323973499903,0.146115854686466,0.281439828186369
62,01/08/2022 01:02,0.545554211612667,0.0443422899426477,0.0676891618368145,0,0.112031451779462,0.140628536515349,0.146163169325948,0.286791705841298
63,01/08/2022 01:03,0.545554211612667,0.0444543498529925,0.0682853986186055,0,0.112739748471598,0.14617134651884,0.146214317450718,0.292385663969558
64,01/08/2022 01:04,0.545554211612667,0.0445664097633373,0.0688816354003964,0,0.113448045163734,0.151953700470391,0.146269475528781,0.298223175999172
65,01/08/2022 01:05,0.545554211612667,0.0446784696736821,0.0694778721821874,0,0.114156341855869,0.157976895330018,0.146328821535081,0.304305716865098
66,01/08/2022 01:06,0.545554211612667,0.0447905295840268,0.0700741089639784,0,0.114864638548005,0.164242228057737,0.146392534950998,0.310634763008735
67,01/08/2022 01:07,0.545554211612667,0.0449025894943716,0.0706703457457694,0,0.115572935240141,0.170750995613566,0.14646079676385,0.317211792377415
68,01/08/2022 01:08,0.545554211612667,0.0450146494047164,0.0712665825275603,0,0.116281231932277,0.177504494957519,0.14653378946639,0.324038284423909
69,01/08/2022 01:09,0.545554211612667,0.0451267093150611,0.0718628193093513,0,0.116989528624412,0.184504023049613,0.146611697056307,0.33111572010592
70,01/08/2022 01:10,0.545554211612667,0.0452387692254059,0.0724590560911423,0,0.117697825316548,0.191750876849865,0.146694705035722,0.338445581885587
71,01/08/2022 01:11,0.545554211612667,0.0453508291357507,0.0730552928729333,0,0.118406122008684,0.19924635331829,0.14678300041069,0.34602935372898
72,01/08/2022 01:12,0.545554211612667,0.0454628890460954,0.0736515296547243,0,0.11911441870082,0.206991749414905,0.1468767716907,0.353868521105605
73,01/08/2022 01:13,0.545554211612667,0.0455749489564402,0.0742477664365152,0,0.119822715392955,0.214988362099726,0.146976208888174,0.3619645709879
74,01/08/2022 01:14,0.545554211612667,0.045687008866785,0.0748440032183062,0,0.120531012085091,0.223237488332769,0.147081503517966,0.370318991850735
75,01/08/2022 01:15,0.545554211612667,0.0457990687771298,0.0754402400000972,0,0.121239308777227,0.23174042507405,0.147192848596865,0.378933273670916
76,01/08/2022 01:16,0.545554211612667,0.0459111286874745,0.0760364767818882,0,0.121947605469363,0.240498469283586,0.147310438643093,0.38780890792668
77,01/08/2022 01:17,0.545554211612667,0.0460231885978193,0.0766327135636792,0,0.122655902161498,0.249512917921393,0.147434469675807,0.3969473875972
78,01/08/2022 01:18,0.545554211612667,0.0461352485081641,0.0772289503454701,0,0.123364198853634,0.258785067947487,0.147565139214597,0.406350207162083
79,01/08/2022 01:19,0.545554211612667,0.0462473084185088,0.0778251871272611,0,0.12407249554577,0.268316216321883,0.14770264627899,0.416018862600874
