Time,100 year design rainfall - FEH 2013 model,Urban net rain mm (100 year) - as 100% rural model,Rural net rain mm (100 year) - as 100% rural model,Sewer loss m3/s (100 year) - as 100% rural model,Total net rain mm (100 year) - as 100% rural model,Direct runoff m3/s (100 year) - as 100% rural model,Baseflow m3/s (100 year) - as 100% rural model,Total flow m3/s (100 year) - as 100% rural model
02:53:00,0.543749233201088,0,0.133239024874386,0,0.133239024874386,0.407880882760488,0.323148595785839,0.731029478546327
02:54:00,0.577437104289263,0,0.142311574953114,0,0.142311574953114,0.41655668246764,0.323437571834755,0.739994254302395
02:55:00,0.613143333727045,0,0.15203357490428,0,0.15203357490428,0.425457119885221,0.323734904220481,0.749192024105702
02:56:00,0.650984744104789,0,0.16245608799848,0,0.16245608799848,0.434597516934833,0.324040813589768,0.758638330524601
02:57:00,0.691084683051525,0,0.17363471406842,0,0.17363471406842,0.443994296071337,0.324355535781957,0.768349831853293
02:58:00,0.733573374518289,0,0.185630040608277,0,0.185630040608277,0.453665067238052,0.324679322924238,0.77834439016229
02:59:00,0.778588288267016,0,0.198508142200757,0,0.198508142200757,0.463628722586399,0.325012444613926,0.788641167200326
03:00:00,0.826274528472063,0,0.212341133633845,0,0.212341133633845,0.473905539734898,0.325355189195539,0.799260728930436
03:01:00,0.778588288267016,0,0.201664715772663,0,0.201664715772663,0.484517294425586,0.325707865141291,0.810225159566877
03:02:00,0.733573374518289,0,0.191406396027045,0,0.191406396027045,0.495466559998753,0.326070792529811,0.821537352528564
03:03:00,0.691084683051525,0,0.181563709650407,0,0.181563709650407,0.50673626978306,0.326444284362844,0.833180554145904
03:04:00,0.650984744104789,0,0.172132075567844,0,0.172132075567844,0.518310036791885,0.326828637450073,0.845138674241958
03:05:00,0.613143333727045,0,0.163105149762427,0,0.163105149762427,0.530172147979347,0.327224133065465,0.857396281044812
03:06:00,0.577437104289263,0,0.154475134795188,0,0.154475134795188,0.542307555333815,0.327631037596359,0.869938592930174
03:07:00,0.543749233201088,0,0.14623305035456,0,0.14623305035456,0.554701864349339,0.328049603182506,0.882751467531845
03:08:00,0.519877486589788,0,0.140511550816803,0,0.140511550816803,0.567341320347893,0.328480068342777,0.89582138869067
03:09:00,0.501459566490727,0,0.136180500452973,0,0.136180500452973,0.58021453976676,0.32892265942771,0.90913719919447
03:10:00,0.483661351936507,0,0.131948896513239,0,0.131948896513239,0.593313327443982,0.329377593297165,0.922690920741147
03:11:00,0.466463099276315,0,0.127816803489977,0,0.127816803489977,0.6066307028284,0.329845079440855,0.936475782269256
03:12:00,0.449845658470656,0,0.123784063581327,0,0.123784063581327,0.620159847565285,0.330325320642874,0.950485168208159
03:13:00,0.433790456312661,0,0.119850317620006,0,0.119850317620006,0.633894105420255,0.330818513139892,0.964712618560148
03:14:00,0.418279480093322,0,0.116015024499956,0,0.116015024499956,0.647826981857835,0.331324846779067,0.979151828636902
03:15:00,0.40440484538657,0,0.112586954294244,0,0.112586954294244,0.66195214330752,0.331844505175331,0.993796648482851
03:16:00,0.393954228385525,0,0.110074754381024,0,0.110074754381024,0.676263668441945,0.332377665989132,1.00864133443108
03:17:00,0.383754537574083,0,0.107601832039309,0,0.107601832039309,0.690756714561875,0.332924501645395,1.02368121620727
03:18:00,0.373800209308006,0,0.105168393877111,0,0.105168393877111,0.705427217635331,0.333485180228437,1.03891239786377
03:19:00,0.364085793036672,0,0.102774589031986,0,0.102774589031986,0.720271177839447,0.33405986588873,1.05433104372818
03:20:00,0.354605949213661,0,0.100420512772022,0,0.100420512772022,0.735284659850482,0.334648718906107,1.06993337875659
03:21:00,0.345355447242059,0,0.0981062099204806,0,0.0981062099204806,0.750463793043072,0.335251895753184,1.08571568879626
03:22:00,0.336329163453965,0,0.0958316781118278,0,0.0958316781118278,0.765804771604435,0.335869549158903,1.10167432076334
03:23:00,0.328829447582516,0,0.0939710241203051,0,0.0939710241203051,0.781303854568985,0.336501828172135,1.11780568274112
03:24:00,0.321628678510672,0,0.0921774785104512,0,0.0921774785104512,0.796957670800272,0.337148878371949,1.13410654917222
03:25:00,0.314572120785312,0,0.0904078845139396,0,0.0904078845139396,0.812763241277265,0.337810842235189,1.15057408351245
03:26:00,0.307657157106792,0,0.0886623278239585,0,0.0886623278239585,0.828717661213971,0.338487859361763,1.16720552057573
03:27:00,0.300881212742363,0,0.0869408710576931,0,0.0869408710576931,0.844818064946506,0.339180066530116,1.18399813147662
03:28:00,0.294241754914439,0,0.08524355495182,0,0.08524355495182,0.861061626054004,0.339887597735856,1.20094922378986
03:29:00,0.287736292196493,0,0.083570399510257,0,0.083570399510257,0.877445557442877,0.340610584230459,1.21805614167334
03:30:00,0.281759306691168,0,0.0820371172279431,0,0.0820371172279431,0.893967111396325,0.341349154560037,1.23531626595636
03:31:00,0.276239763203617,0,0.0806247426733959,0,0.0806247426733959,0.910623673923201,0.342103434649482,1.25272710857268
