Time,Total net rain mm (Observed rainfall - 01/08/2022) - urbanised model
2022-08-01 00:00:00,0.008549169327452344
2022-08-01 00:01:00,0.008619469308229455
2022-08-01 00:02:00,0.008690420836005651
2022-08-01 00:03:00,0.008762030915317152
2022-08-01 00:04:00,0.008834306640523724
2022-08-01 00:05:00,0.00890725519722692
2022-08-01 00:06:00,0.008980883863660534
2022-08-01 00:07:00,0.009055200012172566
2022-08-01 00:08:00,0.009130211110695547
2022-08-01 00:09:00,0.009205924724264474
2022-08-01 00:10:00,0.00928234851655571
2022-08-01 00:11:00,0.009359490251437412
2022-08-01 00:12:00,0.009437357794609774
2022-08-01 00:13:00,0.0095159591151881
2022-08-01 00:14:00,0.009595302287413038
2022-08-01 00:15:00,0.00967539549231547
2022-08-01 00:16:00,0.009756247019449493
2022-08-01 00:17:00,0.009837865268678025
2022-08-01 00:18:00,0.00992025875194677
2022-08-01 00:19:00,0.01000343609513979
2022-08-01 00:20:00,0.010087406039930247
2022-08-01 00:21:00,0.010172177445717662
2022-08-01 00:22:00,0.010257759291560253
2022-08-01 00:23:00,0.01034416067815766
2022-08-01 00:24:00,0.010431390829904325
2022-08-01 00:25:00,0.010519459096929307
2022-08-01 00:26:00,0.010608374957244093
2022-08-01 00:27:00,0.010698148018869202
2022-08-01 00:28:00,0.010788788022065066
2022-08-01 00:29:00,0.010880304841551502
2022-08-01 00:30:00,0.01097270848882892
2022-08-01 00:31:00,0.011066009114517938
2022-08-01 00:32:00,0.011160217010736162
2022-08-01 00:33:00,0.01125534261356248
2022-08-01 00:34:00,0.011351396505527134
2022-08-01 00:35:00,0.011448389418161509
2022-08-01 00:36:00,0.011546332234612378
2022-08-01 00:37:00,0.011645235992282232
2022-08-01 00:38:00,0.011745111885589743
2022-08-01 00:39:00,0.011845971268697741
2022-08-01 00:40:00,0.011947825658395916
2022-08-01 00:41:00,0.012050686736997496
2022-08-01 00:42:00,0.01215456635528489
2022-08-01 00:43:00,0.01225947653556203
2022-08-01 00:44:00,0.012365429474759493
2022-08-01 00:45:00,0.012472437547597914
2022-08-01 00:46:00,0.012580513309828956
2022-08-01 00:47:00,0.012689669501566303
2022-08-01 00:48:00,0.012799919050660469
2022-08-01 00:49:00,0.012911275076187168
2022-08-01 00:50:00,0.01302375089198149
2022-08-01 00:51:00,0.013137360010291976
2022-08-01 00:52:00,0.013252116145470061
2022-08-01 00:53:00,0.013368033217800779
2022-08-01 00:54:00,0.013485125357387884
2022-08-01 00:55:00,0.013603406908131999
2022-08-01 00:56:00,0.013722892431824785
2022-08-01 00:57:00,0.013843596712309392
2022-08-01 00:58:00,0.013965534759781684
2022-08-01 00:59:00,0.014088721815159189
2022-08-01 01:00:00,0.014213173354564956
2022-08-01 01:01:00,0.014338905093929655
2022-08-01 01:02:00,0.014465932993715236
2022-08-01 01:03:00,0.014594273263715318
2022-08-01 01:04:00,0.014723942368018994
2022-08-01 01:05:00,0.014854957030076332
2022-08-01 01:06:00,0.014987334237890337
2022-08-01 01:07:00,0.015121091249358898
2022-08-01 01:08:00,0.015256245597704887
2022-08-01 01:09:00,0.015392815097116319
2022-08-01 01:10:00,0.015530817848456002
2022-08-01 01:11:00,0.01567027224517925
2022-08-01 01:12:00,0.015811196979367392
2022-08-01 01:13:00,0.015953611047917815
2022-08-01 01:14:00,0.016097533758942295
2022-08-01 01:15:00,0.016242984738265798
2022-08-01 01:16:00,0.0163899839361481
2022-08-01 01:17:00,0.01653855163416096
2022-08-01 01:18:00,0.01668870845226833
2022-08-01 01:19:00,0.01684047535607258
2022-08-01 01:20:00,0.01699387366427707
2022-08-01 01:21:00,0.01714892505634613
2022-08-01 01:22:00,0.01730565158036912
2022-08-01 01:23:00,0.017464075661161038
2022-08-01 01:24:00,0.017624220108564348
2022-08-01 01:25:00,0.01778610812599113
2022-08-01 01:26:00,0.01794976331921405
2022-08-01 01:27:00,0.018115209705414692
2022-08-01 01:28:00,0.018282471722427918
2022-08-01 01:29:00,0.018451574238365742
2022-08-01 01:30:00,0.01862254256139262
2022-08-01 01:31:00,0.018795402449884424
2022-08-01 01:32:00,0.01897018012281193
2022-08-01 01:33:00,0.019146902270498867
2022-08-01 01:34:00,0.0193255960656169
2022-08-01 01:35:00,0.01950628917459385
2022-08-01 01:36:00,0.01968900976929855
2022-08-01 01:37:00,0.019873786539111205
2022-08-01 01:38:00,0.020060648703358774
2022-08-01 01:39:00,0.020249626024110734
2022-08-01 01:40:00,0.020440748819399834
2022-08-01 01:41:00,0.02063404797683166
2022-08-01 01:42:00,0.02082955496761718
2022-08-01 01:43:00,0.021027301861075376
2022-08-01 01:44:00,0.021227321339553074
2022-08-01 01:45:00,0.021429646713856387
2022-08-01 01:46:00,0.021634311939176865
2022-08-01 01:47:00,0.021841351631485928
2022-08-01 01:48:00,0.022050801084542826
2022-08-01 01:49:00,0.022262696287391748
2022-08-01 01:50:00,0.022477073942477777
2022-08-01 01:51:00,0.022693971484341047
2022-08-01 01:52:00,0.02291342709897548
2022-08-01 01:53:00,0.02313547974379926
2022-08-01 01:54:00,0.02336016916834116
2022-08-01 01:55:00,0.023587535935607695
2022-08-01 01:56:00,0.023817621444226056
2022-08-01 01:57:00,0.024050467951324928
2022-08-01 01:58:00,0.02428611859624974
2022-08-01 01:59:00,0.024524617425093043
2022-08-01 02:00:00,0.024766009416112844
2022-08-01 02:01:00,0.025010340506088635
2022-08-01 02:02:00,0.025257657617572038
2022-08-01 02:03:00,0.02550800868723413
2022-08-01 02:04:00,0.02576144269513847
