lamp_type_lupvalue,lamp_rating_w,Latitude,Longitude
3.0,36.0,-37.81776072,144.9493817
13.0,70.0,-37.82431098,144.945139
9.0,,-37.81972071,144.9676332
1.0,,-37.81482481,144.9420855
9.0,,-37.81813977,144.9734958
,70.0,-37.82008486,144.9654979
5.0,35.0,-37.82395896,144.9476059
5.0,70.0,-37.81570034,144.9453997
13.0,14.0,-37.81188287,144.9674441
1.0,,-37.8165254,144.9442778
9.0,,-37.81896112,144.972771
,,-37.81957193,144.9651132
1.0,,-37.8191746,144.9470445
2.0,14.0,-37.82276218,144.951662
5.0,70.0,-37.81519269,144.941578
2.0,14.0,-37.82297617,144.9513951
9.0,,-37.82098138,144.9615888
9.0,,-37.81470229,144.9416547
2.0,125.0,-37.81984261,144.9668429
9.0,10.0,-37.82408457,144.9435781
9.0,,-37.8128707,144.9654428
,80.0,-37.82034413,144.9640333
12.0,,-37.8229681,144.9471491
9.0,,-37.78670249,144.9420822
1.0,20.0,-37.8114972,144.98217
1.0,,-37.8153377,144.9406208
13.0,14.0,-37.81553067,144.9669546
1.0,,-37.82138767,144.9333806
,50.0,-37.81975249,144.9603349
5.0,70.0,-37.8164938,144.9454603
5.0,70.0,-37.82445256,144.946451
13.0,70.0,-37.81991734,144.9665311
,,-37.8200102,144.9670448
,,-37.81964325,144.9651466
,,-37.81920238,144.9434476
13.0,100.0,-37.8194654,144.9610215
13.0,70.0,-37.81510768,144.9415643
12.0,,-37.82396375,144.9473541
1.0,,-37.81487572,144.9442677
9.0,,-37.81823934,144.9735127
,,-37.82034003,144.9452451
2.0,80.0,-37.820365,144.9639579
9.0,,-37.82268351,144.9464341
,,-37.81929708,144.9645973
9.0,,-37.81603373,144.9669074
2.0,14.0,-37.81599895,144.9393654
9.0,,-37.81903804,144.9742927
9.0,,-37.82258715,144.9457908
13.0,70.0,-37.82434928,144.9442204
9.0,,-37.81825358,144.9735252
5.0,70.0,-37.82360506,144.9432204
,,-37.81678294,144.98538
9.0,,-37.78699293,144.9415238
1.0,,-37.82109068,144.9327972
2.0,14.0,-37.8159036,144.9395813
1.0,,-37.82111419,144.9335504
,,-37.82018273,144.9450469
13.0,14.0,-37.82123034,144.9617068
13.0,100.0,-37.8199898,144.9591172
3.0,14.0,-37.8236128,144.9433146
9.0,,-37.78664644,144.942176
13.0,35.0,-37.82359998,144.9473661
1.0,20.0,-37.82412925,144.9439032
1.0,,-37.82440098,144.9436985
13.0,14.0,-37.81092507,144.9672416
9.0,200.0,-37.82040084,144.9595222
9.0,,-37.81855969,144.9738666
9.0,,-37.80231276,144.96317
2.0,14.0,-37.82272404,144.951544
9.0,,-37.82269501,144.9464358
9.0,,-37.78682844,144.9416762
,,-37.81505196,144.9415981
12.0,,-37.82293346,144.9471386
13.0,14.0,-37.81072482,144.9672925
3.0,,-37.81902468,144.9427356
9.0,,-37.81926142,144.9744288
1.0,,-37.81727334,144.9454377
5.0,70.0,-37.81639146,144.9457061
1.0,50.0,-37.81852216,144.944176
13.0,35.0,-37.81730047,144.9453395
9.0,,-37.81943661,144.9746464
9.0,,-37.81480116,144.9417018
9.0,,-37.81482162,144.9417126
5.0,35.0,-37.8183062,144.9458322
9.0,,-37.81195428,144.9667969
9.0,,-37.81482257,144.9420918
13.0,35.0,-37.8232316,144.9473142
9.0,,-37.807903,144.9629078
,,-37.81419997,144.9436527
3.0,14.0,-37.82235676,144.9513328
9.0,,-37.82269337,144.9464356
9.0,,-37.82242326,144.9454012
9.0,,-37.82260117,144.94637
,,-37.81426223,144.943479
,,-37.82039847,144.9452368
,,-37.82490543,144.9456526
,,-37.82108841,144.9639915
1.0,20.0,-37.81396133,144.9399347
,,-37.82425726,144.9521476
9.0,,-37.81488024,144.9411787
5.0,70.0,-37.82399081,144.9436351
9.0,,-37.81937848,144.9745948
3.0,36.0,-37.81781876,144.9487822
1.0,,-37.81828203,144.9453776
13.0,14.0,-37.82154709,144.961562
9.0,,-37.8196774,144.9748602
9.0,3.0,-37.8123207,144.9658725
,,-37.81937084,144.964214
1.0,18.0,-37.82411804,144.9473811
,,-37.81996111,144.9649912
13.0,35.0,-37.82397237,144.9473667
9.0,,-37.82263506,144.9463474
,70.0,-37.81994327,144.9663786
1.0,,-37.81535306,144.9406709
9.0,,-37.81852404,144.973764
5.0,70.0,-37.81575688,144.9454225
9.0,8.0,-37.82455246,144.9469788
13.0,14.0,-37.81085938,144.9673529
13.0,70.0,-37.82418018,144.9439289
9.0,,-37.82263763,144.9460312
13.0,35.0,-37.82021015,144.9750589
5.0,70.0,-37.82403456,144.9479777
5.0,70.0,-37.81464361,144.9408008
12.0,,-37.82379702,144.9472683
13.0,14.0,-37.81851991,144.9441554
12.0,,-37.82380479,144.9472623
1.0,150.0,-37.81341776,144.9500643
13.0,14.0,-37.82100893,144.9617028
13.0,70.0,-37.81987912,144.9668227
13.0,70.0,-37.81021412,144.9725524
16.0,,-37.82316664,144.9482903
3.0,36.0,-37.81778913,144.9490802
9.0,,-37.81498996,144.9412227
13.0,70.0,-37.8197027,144.9605186
9.0,,-37.82357788,144.9707687
12.0,,-37.82385288,144.9473233
12.0,,-37.82380834,144.9474449
9.0,,-37.80716578,144.9625625
9.0,,-37.81470912,144.9424064
1.0,,-37.82438633,144.9436724
5.0,70.0,-37.82349661,144.9431182
13.0,35.0,-37.81125988,144.9693538
1.0,500.0,-37.8159998,144.9437841
13.0,35.0,-37.82345242,144.9472545
5.0,70.0,-37.82021287,144.9498164
16.0,,-37.82315645,144.9485625
1.0,,-37.82092685,144.9543601
5.0,70.0,-37.8233831,144.9430218
9.0,,-37.82263653,144.9463464
10.0,14.0,-37.82459586,144.9455118
3.0,36.0,-37.81771092,144.9498875
1.0,18.0,-37.82454629,144.9470379
,70.0,-37.82148306,144.9617842
13.0,70.0,-37.82070891,144.952407
1.0,,-37.81739381,144.9519933
12.0,,-37.82361606,144.9472796
12.0,,-37.82349317,144.9473127
1.0,,-37.8173584,144.9521232
,,-37.81800952,144.9454929
12.0,,-37.82400095,144.9473072
9.0,,-37.80237422,144.966166
3.0,21.0,-37.82457858,144.9454578
,,-37.8195001,144.9651753
9.0,,-37.8221438,144.9445702
9.0,,-37.80242826,144.9632746
13.0,35.0,-37.81865177,144.9720789
9.0,,-37.81602139,144.9666588
9.0,8.0,-37.82394759,144.9474174
1.0,18.0,-37.82335454,144.9430767
13.0,100.0,-37.81967516,144.9601351
5.0,35.0,-37.81526255,144.9405063
13.0,70.0,-37.82437147,144.9447998
5.0,70.0,-37.82437009,144.9456783
1.0,,-37.82456557,144.9434403
9.0,,-37.82278548,144.9467896
13.0,35.0,-37.82373385,144.9472399
,,-37.81838899,144.9444985
1.0,50.0,-37.81400055,144.9398307
13.0,14.0,-37.81083289,144.9671705
13.0,14.0,-37.81073647,144.9671464
1.0,,-37.82482483,144.9473246
9.0,,-37.81964737,144.9747688
9.0,,-37.80973521,144.9735595
,,-37.8249617,144.9459747
13.0,35.0,-37.82367884,144.9473675
5.0,35.0,-37.81512718,144.9410867
9.0,,-37.81451654,144.9427884
1.0,50.0,-37.81476243,144.9417807
9.0,,-37.81030422,144.9642675
13.0,100.0,-37.82006395,144.9591467
9.0,,-37.81019427,144.9642173
9.0,,-37.81546499,144.939647
9.0,,-37.82263372,144.9460126
5.0,70.0,-37.82435494,144.9443252
9.0,25.0,-37.8142074,144.9433297
13.0,70.0,-37.82516516,144.9469345
9.0,,-37.81296303,144.9654852
9.0,,-37.81855257,144.9738603
1.0,,-37.81519531,144.9410036
9.0,3.0,-37.81218321,144.9663412
13.0,14.0,-37.82019539,144.9447916
3.0,36.0,-37.817634,144.9488025
13.0,35.0,-37.82447697,144.9435077
1.0,,-37.81472443,144.9422464
9.0,,-37.81903634,144.9729533
9.0,,-37.81806273,144.9506401
,,-37.8142554,144.943183
9.0,,-37.8186308,144.9738583
,125.0,-37.81924554,144.9650881
9.0,,-37.80229474,144.9631713
9.0,,-37.81863798,144.9739357
,,-37.82497276,144.9455862
13.0,14.0,-37.81251328,144.9653774
9.0,,-37.81420157,144.9437163
,,-37.81920049,144.9435677
9.0,25.0,-37.81405695,144.9439318
,,-37.82050294,144.9448065
9.0,,-37.82242159,144.9454009
9.0,,-37.80802155,144.962981
13.0,14.0,-37.82023134,144.9463338
9.0,,-37.82242095,144.9453208
1.0,20.0,-37.82381858,144.9474698
12.0,,-37.82385946,144.9471719
9.0,,-37.80790348,144.9631569
9.0,,-37.81449218,144.9433281
13.0,70.0,-37.81807651,144.9711335
9.0,,-37.81968022,144.9747977
9.0,10.0,-37.82343997,144.9430683
9.0,,-37.81920048,144.9435677
,35.0,-37.81946868,144.9651612
13.0,14.0,-37.81176527,144.9678223
13.0,70.0,-37.82516023,144.9472096
13.0,150.0,-37.82180963,144.9697727
,70.0,-37.82092679,144.9619733
9.0,3.0,-37.82382036,144.9478247
5.0,70.0,-37.82510409,144.9467987
9.0,40.0,-37.82377432,144.9431911
,,-37.81959582,144.9651087
12.0,,-37.82350228,144.9473133
13.0,35.0,-37.8199792,144.9595986
9.0,,-37.8226158,144.9459272
1.0,,-37.82117565,144.9335357
5.0,150.0,-37.81782025,144.9487663
,70.0,-37.82116248,144.961897
12.0,,-37.82387363,144.947346
13.0,35.0,-37.82382449,144.9472992
12.0,,-37.82289656,144.9471677
9.0,,-37.82260816,144.9458909
1.0,,-37.81552679,144.9399123
1.0,,-37.81492495,144.941711
13.0,35.0,-37.82402912,144.9472575
1.0,50.0,-37.82493509,144.9456228
1.0,,-37.82142955,144.9334353
12.0,,-37.82351117,144.9473497
9.0,25.0,-37.81415337,144.9436811
1.0,50.0,-37.81715944,144.9451331
13.0,35.0,-37.82383523,144.947406
9.0,,-37.81182586,144.966762
5.0,70.0,-37.81971787,144.9523051
13.0,35.0,-37.81915287,144.973534
16.0,,-37.81486735,144.9417558
1.0,18.0,-37.82447194,144.9471759
,,-37.81424674,144.9435842
13.0,14.0,-37.81944633,144.9652568
2.0,14.0,-37.81962931,144.9633708
5.0,35.0,-37.81528057,144.9406586
13.0,70.0,-37.81764868,144.9455047
13.0,35.0,-37.81980334,144.9597113
1.0,4.0,-37.81497832,144.9420507
,70.0,-37.82104976,144.9617316
,,-37.82497583,144.9471727
3.0,36.0,-37.81793157,144.9510409
9.0,,-37.81914646,144.9743275
1.0,35.0,-37.8238697,144.9482751
3.0,,-37.82024441,144.944776
13.0,150.0,-37.82267021,144.9695355
,,-37.82019546,144.9448524
9.0,,-37.81826076,144.9736026
13.0,70.0,-37.82055358,144.9494111
13.0,70.0,-37.81490824,144.9412394
1.0,14.0,-37.81878738,144.9676694
13.0,14.0,-37.8109558,144.9671115
1.0,,-37.81608486,144.9443254
13.0,70.0,-37.81884776,144.9729493
1.0,50.0,-37.81529457,144.9443182
1.0,,-37.81241157,144.9739283
1.0,18.0,-37.82429234,144.9438373
9.0,25.0,-37.81420316,144.9432868
,,-37.81942857,144.9651404
9.0,,-37.8152074,144.9416811
1.0,,-37.81491853,144.9412027
3.0,36.0,-37.81495459,144.9413038
9.0,,-37.81485701,144.9423708
3.0,36.0,-37.81751496,144.9498409
13.0,100.0,-37.81991882,144.9592714
4.0,250.0,-37.82010527,144.9503571
5.0,70.0,-37.81950014,144.9530583
12.0,,-37.82380976,144.9474559
13.0,35.0,-37.82344161,144.9472533
13.0,35.0,-37.82286894,144.9470998
3.0,36.0,-37.81490289,144.9414425
1.0,,-37.81759333,144.951304
4.0,150.0,-37.82114781,144.9546669
13.0,70.0,-37.82405458,144.9520911
16.0,,-37.81488095,144.9419308
9.0,3.0,-37.81236326,144.9658919
3.0,14.0,-37.81999192,144.9670136
13.0,100.0,-37.81975885,144.9602263
9.0,,-37.81473771,144.9417686
9.0,,-37.81961098,144.9748012
9.0,,-37.81821799,144.9734938
13.0,70.0,-37.81827646,144.9448398
,,-37.82506988,144.947
3.0,36.0,-37.81772756,144.9505663
9.0,,-37.8148085,144.9420755
16.0,,-37.8230563,144.9480487
13.0,14.0,-37.81727335,144.9454377
9.0,,-37.82063283,144.9640101
13.0,14.0,-37.82149518,144.9615768
13.0,14.0,-37.81249739,144.9654257
5.0,35.0,-37.82385898,144.948161
1.0,,-37.81740647,144.9519501
9.0,,-37.8185241,144.9738352
9.0,,-37.82256424,144.9456816
1.0,4.0,-37.81479548,144.9425298
2.0,14.0,-37.82276536,144.951544
9.0,,-37.81504071,144.9411411
9.0,,-37.82097397,144.9615902
9.0,,-37.82263097,144.9464261
13.0,35.0,-37.81912872,144.9434781
13.0,70.0,-37.81822226,144.9449354
1.0,35.0,-37.82380836,144.9477409
13.0,70.0,-37.81950036,144.9608284
5.0,35.0,-37.81487645,144.9410309
13.0,35.0,-37.81726597,144.9453194
13.0,14.0,-37.8125101,144.9654029
5.0,70.0,-37.81873563,144.9465786
9.0,,-37.81499732,144.9412623
5.0,70.0,-37.82419003,144.9440201
1.0,,-37.82126014,144.9323419
3.0,36.0,-37.81760483,144.9490995
13.0,14.0,-37.81637718,144.9671987
2.0,80.0,-37.82034413,144.9640333
2.0,14.0,-37.81597776,144.9394123
3.0,,-37.81842506,144.9447982
2.0,14.0,-37.8228893,144.9517331
,,-37.82346948,144.9519615
1.0,50.0,-37.81047477,144.9807774
1.0,,-37.82448845,144.9434409
13.0,14.0,-37.82107461,144.961625
9.0,,-37.82357258,144.9707942
9.0,10.0,-37.82350745,144.9432116
5.0,35.0,-37.82397427,144.9476741
9.0,8.0,-37.82411814,144.9473664
13.0,70.0,-37.82447186,144.9453678
9.0,,-37.81818952,144.9734687
,,-37.81928348,144.965213
5.0,70.0,-37.82444106,144.9463446
3.0,36.0,-37.81756977,144.9502174
12.0,,-37.82384665,144.9473518
13.0,14.0,-37.81085832,144.9672952
1.0,20.0,-37.81349105,144.9411691
1.0,,-37.81733938,144.9525841
13.0,14.0,-37.82021015,144.9462734
13.0,14.0,-37.82039498,144.9452295
3.0,36.0,-37.8149243,144.9413859
13.0,35.0,-37.8155602,144.9398148
9.0,8.0,-37.82439992,144.9472377
12.0,,-37.82347351,144.9472803
13.0,150.0,-37.82320552,144.9697862
13.0,70.0,-37.80703651,144.962545
1.0,20.0,-37.81504531,144.9413442
,,-37.82057245,144.963984
,,-37.82327379,144.9518704
,,-37.82122036,144.9639405
13.0,70.0,-37.82010724,144.9653639
1.0,500.0,-37.81587844,144.9441167
,,-37.81816499,144.945112
9.0,,-37.82245222,144.9453018
12.0,,-37.82305302,144.9472491
9.0,,-37.81427055,144.9434297
13.0,14.0,-37.81636128,144.9671638
2.0,80.0,-37.81924254,144.9651647
1.0,,-37.81926093,144.9425532
9.0,,-37.8225165,144.9454541
13.0,70.0,-37.81848414,144.9442491
9.0,,-37.81925313,144.9433317
9.0,,-37.78697849,144.9415499
9.0,,-37.82019966,144.9448402
13.0,14.0,-37.81188287,144.9674602
1.0,,-37.8155371,144.9400262
,,-37.84464911,144.9823503
1.0,150.0,-37.814453,144.9474702
9.0,,-37.81201609,144.9799681
9.0,3.0,-37.82377352,144.9477274
13.0,70.0,-37.81951704,144.9522273
13.0,70.0,-37.82453314,144.9461937
12.0,,-37.82299151,144.9471959
,,-37.81942543,144.9652502
1.0,,-37.81552097,144.9453675
2.0,14.0,-37.78682439,144.9418451
13.0,35.0,-37.8236042,144.9472563
9.0,,-37.81529214,144.9416928
5.0,70.0,-37.81811858,144.9458905
5.0,70.0,-37.81800661,144.9462651
3.0,14.0,-37.82208719,144.9445834
13.0,35.0,-37.81887929,144.9431797
5.0,70.0,-37.81881895,144.9461073
9.0,,-37.81861663,144.9739169
9.0,,-37.81479056,144.9418017
13.0,14.0,-37.81250162,144.9653707
1.0,18.0,-37.82404391,144.943903
5.0,35.0,-37.82399711,144.9476227
13.0,150.0,-37.82168316,144.9697121
9.0,,-37.81817529,144.9734561
5.0,150.0,-37.81760361,144.9491143
9.0,10.0,-37.82398908,144.9436835
13.0,35.0,-37.82386518,144.9473072
,,-37.82002207,144.9670228
9.0,,-37.80978607,144.9734013
13.0,14.0,-37.81638353,144.9671303
13.0,14.0,-37.81554233,144.9670994
5.0,35.0,-37.81728471,144.9453629
12.0,,-37.8231317,144.9472714
5.0,70.0,-37.81973955,144.9514482
9.0,,-37.82278236,144.9467208
9.0,200.0,-37.82020803,144.9599554
9.0,,-37.82273737,144.9465065
9.0,,-37.82259822,144.9463719
12.0,,-37.82393167,144.9471377
3.0,14.0,-37.82245555,144.950982
9.0,,-37.81971012,144.9678344
5.0,70.0,-37.81518261,144.9416593
9.0,,-37.81148336,144.9665752
3.0,14.0,-37.81985525,144.9649402
3.0,14.0,-37.81127259,144.969268
1.0,20.0,-37.81400051,144.9398307
9.0,10.0,-37.82353646,144.9431541
13.0,150.0,-37.82383738,144.9479736
9.0,,-37.81130892,144.9694548
,70.0,-37.820061,144.9656348
9.0,,-37.81432799,144.978506
13.0,35.0,-37.82489404,144.9455058
9.0,,-37.81934527,144.9745654
9.0,,-37.81165719,144.968279
9.0,,-37.81481663,144.9420923
,,-37.81650852,144.9393882
13.0,70.0,-37.81454653,144.9416526
9.0,,-37.82245506,144.945406
,,-37.82496584,144.9460207
,,-37.82342828,144.9519424
12.0,,-37.82281025,144.9471421
9.0,,-37.81549889,144.9396242
1.0,,-37.81484012,144.9442263
1.0,,-37.82003229,144.9508949
13.0,70.0,-37.8243861,144.945829
9.0,,-37.81490591,144.9410648
9.0,,-37.80930206,144.9638012
5.0,70.0,-37.82441349,144.9451616
13.0,14.0,-37.81246666,144.9654123
5.0,70.0,-37.82441591,144.9461051
9.0,,-37.81830347,144.9736403
5.0,35.0,-37.81831513,144.9458052
13.0,14.0,-37.81115287,144.9698514
13.0,35.0,-37.82347604,144.9473636
9.0,,-37.82241,144.9453275
,70.0,-37.82113721,144.962249
1.0,,-37.81676974,144.937598
5.0,70.0,-37.82396332,144.9436386
3.0,36.0,-37.81777989,144.9491737
5.0,400.0,-37.81975671,144.9506674
13.0,70.0,-37.81960418,144.9608794
1.0,150.0,-37.81422413,144.9472752
13.0,14.0,-37.81251222,144.9653909
9.0,,-37.81973872,144.9673475
9.0,,-37.82265889,144.9464303
12.0,,-37.82379062,144.9473628
9.0,,-37.81870197,144.9739212
13.0,70.0,-37.80543547,144.9712448
9.0,,-37.80241978,144.9632746
13.0,70.0,-37.8181746,144.9450602
9.0,,-37.82278699,144.946789
9.0,,-37.81274814,144.9653866
1.0,18.0,-37.82458535,144.9465133
2.0,250.0,-37.81999552,144.939213
13.0,70.0,-37.80717744,144.9626108
9.0,8.0,-37.82451539,144.9470767
13.0,35.0,-37.82388849,144.9471197
1.0,,-37.8152074,144.9416811
,,-37.82315972,144.9532699
13.0,35.0,-37.81831512,144.9458052
9.0,,-37.82057245,144.963984
5.0,70.0,-37.82475897,144.9456551
,,-37.82424195,144.9523212
5.0,70.0,-37.82484747,144.9455327
1.0,,-37.81741938,144.9519071
9.0,,-37.81479584,144.9421346
3.0,36.0,-37.81781676,144.9502043
,,-37.81913208,144.9434805
13.0,100.0,-37.81975037,144.9599124
9.0,,-37.82095914,144.961676
13.0,14.0,-37.81087209,144.9673583
16.0,,-37.82310411,144.9481458
1.0,,-37.81479583,144.9421346
9.0,,-37.81551796,144.9398991
1.0,,-37.81720782,144.9526394
13.0,70.0,-37.83227668,144.9729587
3.0,21.0,-37.8246457,144.9455095
9.0,,-37.80982167,144.9638291
13.0,70.0,-37.80236468,144.9656215
13.0,,-37.81505445,144.9411385
9.0,,-37.82243971,144.9453094
16.0,,-37.82284648,144.947836
1.0,18.0,-37.82326445,144.9430045
13.0,35.0,-37.82384568,144.9471604
9.0,,-37.81890519,144.9741748
3.0,36.0,-37.81755227,144.9496358
9.0,,-37.81870909,144.9739275
1.0,,-37.82102835,144.9335106
13.0,70.0,-37.82339409,144.9517814
2.0,250.0,-37.81909833,144.9351159
13.0,70.0,-37.8251623,144.9468893
13.0,70.0,-37.8112069,144.9694893
13.0,14.0,-37.81087845,144.967149
13.0,14.0,-37.81076932,144.9671155
9.0,,-37.82244753,144.9453047
5.0,70.0,-37.81458195,144.9415715
1.0,,-37.81736799,144.9520791
9.0,,-37.82265569,144.9463336
5.0,70.0,-37.81514734,144.9416316
13.0,14.0,-37.82156298,144.9615593
9.0,25.0,-37.81421164,144.9434477
3.0,36.0,-37.81759575,144.950298
13.0,70.0,-37.81945692,144.9612844
,,-37.81830197,144.9447718
,,-37.81804371,144.9454033
13.0,35.0,-37.81879062,144.9429535
13.0,70.0,-37.81836523,144.9445609
13.0,14.0,-37.82151107,144.9615674
1.0,20.0,-37.81369563,144.9406381
13.0,14.0,-37.81115499,144.9699023
,,-37.82324289,144.951856
5.0,70.0,-37.81582221,144.9452991
12.0,,-37.82395739,144.9471462
,,-37.81931022,144.9651647
,125.0,-37.82008318,144.9649994
13.0,14.0,-37.81086785,144.9671638
5.0,70.0,-37.82391336,144.943571
1.0,18.0,-37.8244408,144.9472156
13.0,35.0,-37.81596876,144.9388658
9.0,,-37.80249396,144.9632142
4.0,150.0,-37.82111766,144.9547445
9.0,10.0,-37.82405662,144.9435983
9.0,,-37.81460672,144.942627
12.0,,-37.82382057,144.9472178
,,-37.82363428,144.9520383
9.0,,-37.81932077,144.9645397
12.0,,-37.82302679,144.9472417
1.0,,-37.81462363,144.9426384
13.0,35.0,-37.81887293,144.943177
,,-37.81984856,144.9650957
1.0,,-37.82444027,144.9436297
1.0,,-37.81427214,144.9478817
13.0,70.0,-37.82228865,144.9718121
,,-37.81627158,144.9399918
12.0,,-37.82383455,144.9472039
13.0,,-37.81523146,144.9407994
12.0,,-37.823843,144.9473893
,,-37.81425195,144.9435225
9.0,,-37.82244283,144.9453075
9.0,,-37.81183625,144.9826214
5.0,70.0,-37.81518121,144.9416467
13.0,14.0,-37.82121656,144.961727
13.0,35.0,-37.82298515,144.947134
,,-37.81887682,144.9431809
13.0,14.0,-37.81118465,144.9698634
1.0,50.0,-37.81731519,144.9452019
1.0,,-37.81519896,144.9390067
13.0,14.0,-37.81116346,144.9698903
13.0,70.0,-37.81987114,144.9648839
9.0,,-37.8144773,144.9428636
5.0,70.0,-37.82494065,144.9460238
,70.0,-37.8199686,144.9662382
9.0,,-37.81462299,144.9418148
12.0,,-37.81180438,144.9450465
,,-37.82356218,144.9520047
13.0,70.0,-37.81989996,144.9509119
9.0,,-37.81833187,144.9735944
9.0,,-37.82266501,144.9461617
13.0,35.0,-37.81862529,144.9718697
2.0,14.0,-37.81593856,144.9395035
1.0,14.0,-37.81878949,144.967656
13.0,70.0,-37.82402915,144.952075
9.0,,-37.8221416,144.9445615
16.0,,-37.82299598,144.9479635
12.0,,-37.82356255,144.9472822
16.0,,-37.82312296,144.9481978
16.0,,-37.81520978,144.9410646
9.0,,-37.81527505,144.9408391
9.0,,-37.81970694,144.9678437
,,-37.8249351,144.9456228
13.0,35.0,-37.82304854,144.9471527
,70.0,-37.82106659,144.9624015
,,-37.81847228,144.9442802
12.0,,-37.82379258,144.9474055
,,-37.81426086,144.9432268
,,-37.81973918,144.9650816
,,-37.82373515,144.9519062
9.0,,-37.81499874,144.9419981
9.0,,-37.80978819,144.9734563
9.0,,-37.81833905,144.9736718
3.0,36.0,-37.81757064,144.9494482
13.0,14.0,-37.81635917,144.9671048
13.0,150.0,-37.82123882,144.9688715
13.0,35.0,-37.82384571,144.9474025
9.0,,-37.78694449,144.9414703
9.0,,-37.80972674,144.9735448
,,-37.82506568,144.9460876
9.0,,-37.81463301,144.9429555
5.0,70.0,-37.81871115,144.9460624
,,-37.81609389,144.9399021
,14.0,-37.78685354,144.9418196
,,-37.8203951,144.9452344
13.0,70.0,-37.8251642,144.9470756
9.0,,-37.81335369,144.9654391
16.0,,-37.82300525,144.9489404
9.0,,-37.81818959,144.9735398
3.0,36.0,-37.81781123,144.9488599
5.0,70.0,-37.81862914,144.946384
1.0,50.0,-37.81380589,144.9403455
5.0,35.0,-37.82403471,144.9476389
13.0,14.0,-37.81637188,144.9671088
9.0,,-37.8189384,144.9742042
13.0,14.0,-37.81080534,144.9673301
9.0,,-37.81898222,144.9741828
3.0,,-37.81797586,144.9507688
16.0,,-37.82303327,144.9488957
4.0,,-37.8176633,144.9503338
13.0,14.0,-37.81093778,144.9671035
2.0,14.0,-37.81589831,144.9395934
9.0,,-37.82193557,144.9444757
13.0,14.0,-37.81250586,144.9654311
,,-37.8197626,144.9651226
,,-37.82501657,144.9470541
1.0,,-37.81501723,144.9411407
1.0,,-37.82116187,144.9322376
2.0,125.0,-37.81983752,144.9668873
1.0,,-37.82107596,144.9326907
1.0,,-37.81642532,144.9445347
1.0,,-37.81525879,144.9409284
1.0,50.0,-37.81521461,144.9442841
9.0,,-37.81972071,144.9676439
1.0,4.0,-37.8144515,144.9434369
1.0,,-37.8175553,144.951433
,,-37.81826312,144.9448736
9.0,,-37.81427322,144.9434073
1.0,14.0,-37.81909778,144.9655518
5.0,35.0,-37.82387377,144.9483206
13.0,70.0,-37.81968681,144.9605602
1.0,,-37.8124709,144.9739538
13.0,70.0,-37.80541534,144.9706212
9.0,,-37.81972919,144.967479
9.0,,-37.81494299,144.9410931
13.0,14.0,-37.81089646,144.9672054
1.0,,-37.82437819,144.9436437
9.0,3.0,-37.82386493,144.9482049
1.0,,-37.8151219,144.9404193
1.0,,-37.82124379,144.9328756
12.0,,-37.82334906,144.947286
13.0,70.0,-37.81507386,144.9414804
5.0,70.0,-37.82343996,144.9430683
13.0,70.0,-37.82451288,144.9474711
,,-37.82509059,144.9471696
12.0,,-37.8234129,144.9473413
3.0,36.0,-37.81489344,144.9414677
,,-37.82379908,144.9519358
3.0,36.0,-37.81758487,144.9493037
1.0,,-37.81469866,144.942399
9.0,,-37.80815695,144.9632738
9.0,,-37.81909719,144.9742841
3.0,14.0,-37.82328714,144.9430223
1.0,4.0,-37.81553222,144.9405968
1.0,,-37.81495203,144.9410926
5.0,70.0,-37.81523381,144.9452285
1.0,4.0,-37.81463306,144.9429556
13.0,35.0,-37.82395231,144.9471212
1.0,,-37.81768101,144.9510021
9.0,,-37.81127306,144.9665025
5.0,70.0,-37.82429662,144.9475193
13.0,70.0,-37.81939865,144.9653171
13.0,14.0,-37.81185638,144.9674776
5.0,70.0,-37.81566758,144.9452351
12.0,,-37.82380838,144.9474337
,,-37.8195001,144.9651753
3.0,,-37.8185825,144.9442205
13.0,35.0,-37.82344237,144.94736
,,-37.81587658,144.939358
,,-37.81902546,144.9434248
5.0,70.0,-37.82495376,144.9458252
9.0,,-37.80249608,144.9632719
,,-37.81577568,144.9395226
9.0,,-37.82238655,144.9453418
9.0,,-37.82249931,144.9453723
12.0,,-37.82337618,144.9472663
,,-37.84414707,144.9822837
,,-37.81957167,144.9651609
9.0,,-37.81853122,144.9738415
,,-37.82390206,144.952163
3.0,18.0,-37.8223718,144.9512821
3.0,21.0,-37.82463603,144.9455132
1.0,150.0,-37.81423009,144.9472867
5.0,35.0,-37.82073269,144.95237
13.0,70.0,-37.81881379,144.9459842
1.0,,-37.82444898,144.9435677
13.0,14.0,-37.81250268,144.9654029
3.0,14.0,-37.82337682,144.9430951
,,-37.82411874,144.9520836
12.0,,-37.823716,144.9473465
9.0,,-37.80787967,144.9629159
5.0,70.0,-37.81865211,144.9463839
9.0,8.0,-37.82454611,144.9467683
12.0,,-37.8234664,144.947348
13.0,70.0,-37.81955748,144.9520861
3.0,14.0,-37.82381278,144.9435371
13.0,70.0,-37.80571521,144.9732578
,,-37.82335619,144.9519088
1.0,,-37.81497456,144.9415781
5.0,35.0,-37.81536111,144.9406372
13.0,70.0,-37.82435122,144.9455031
12.0,,-37.8236427,144.9472774
13.0,70.0,-37.81925626,144.9531147
9.0,,-37.81319626,144.9655923
,,-37.82358278,144.9520143
9.0,,-37.81425746,144.9435007
9.0,,-37.82275693,144.9465997
