lamp_type_lupvalue,lamp_rating_w,Latitude,Longitude
13.0,70.0,-37.82425764,144.9446441
2.0,14.0,-37.82272828,144.9515882
13.0,14.0,-37.81190088,144.9674964
9.0,,-37.81902574,144.9728407
5.0,70.0,-37.82371271,144.9433308
12.0,,-37.82293972,144.9471806
1.0,4.0,-37.81545136,144.9408101
12.0,,-37.82343962,144.9473451
13.0,70.0,-37.81121644,144.9694946
13.0,35.0,-37.82392787,144.947278
13.0,35.0,-37.8240182,144.94731
13.0,35.0,-37.81913168,144.9734844
13.0,14.0,-37.81719095,144.9453432
9.0,,-37.82267859,144.9464333
13.0,14.0,-37.81114227,144.9698648
1.0,4.0,-37.8144716,144.9433809
13.0,70.0,-37.81953955,144.9606796
,,-37.82419333,144.9521181
13.0,14.0,-37.81078945,144.967031
13.0,70.0,-37.82444106,144.9463446
,35.0,-37.81872169,144.9740343
12.0,,-37.82376546,144.9472538
16.0,,-37.82309341,144.9481206
,,-37.81439709,144.9429134
13.0,35.0,-37.82289007,144.947106
13.0,150.0,-37.82242026,144.9700477
5.0,70.0,-37.81914711,144.9534975
,,-37.82339418,144.9517485
9.0,,-37.81913768,144.9743811
13.0,35.0,-37.82366919,144.94725
1.0,,-37.81472824,144.9416704
9.0,,-37.8101941,144.9640005
,,-37.81855131,144.9441183
13.0,150.0,-37.8216109,144.9696852
5.0,70.0,-37.81876765,144.9464408
13.0,150.0,-37.82387379,144.9483206
1.0,,-37.82143846,144.9332706
,125.0,-37.81911895,144.9654648
9.0,,-37.81162338,144.9682631
1.0,,-37.81445742,144.94284
1.0,50.0,-37.82497862,144.9471355
1.0,,-37.81471036,144.9423716
9.0,10.0,-37.82379852,144.9476473
9.0,,-37.82256997,144.9457089
9.0,,-37.82256806,144.9456998
5.0,70.0,-37.81806725,144.9458926
9.0,,-37.81501935,144.9419454
9.0,,-37.81917109,144.9743492
9.0,,-37.81971224,144.9678022
9.0,,-37.81133521,144.9692358
9.0,,-37.81122367,144.9664998
3.0,36.0,-37.81776205,144.949366
13.0,70.0,-37.81871116,144.9460624
3.0,36.0,-37.81777456,144.9501254
13.0,70.0,-37.82397335,144.9477091
9.0,,-37.82266053,144.9464306
,,-37.8196914,144.9650906
9.0,25.0,-37.8147623,144.9418297
1.0,18.0,-37.82379853,144.9476473
9.0,,-37.80238058,144.9630426
2.0,14.0,-37.81961344,144.9634433
1.0,18.0,-37.82390694,144.9436561
2.0,14.0,-37.82297829,144.9514675
1.0,,-37.81498997,144.9412227
,,-37.82019546,144.9448524
1.0,,-37.81505547,144.9411643
,35.0,-37.8178625,144.9732692
9.0,,-37.8225757,144.9457362
2.0,14.0,-37.81588983,144.9396148
9.0,10.0,-37.82456136,144.9469851
9.0,,-37.81800129,144.9507272
1.0,20.0,-37.81323814,144.9418366
13.0,70.0,-37.83236354,144.9730566
13.0,70.0,-37.81950013,144.9530583
5.0,150.0,-37.8177508,144.9494744
,,-37.8163395,144.9393881
,,-37.82088606,144.9641195
9.0,,-37.81494008,144.9421432
9.0,,-37.81845293,144.9737723
1.0,,-37.8124603,144.9739927
9.0,,-37.82022047,144.9451546
12.0,,-37.82306919,144.947219
16.0,,-37.8230978,144.9487781
1.0,,-37.8153582,144.9405336
3.0,,-37.81886683,144.9426953
9.0,,-37.81922235,144.94338
1.0,4.0,-37.81485703,144.9423708
9.0,3.0,-37.81211447,144.9665755
13.0,35.0,-37.82317532,144.9471901
5.0,70.0,-37.82063114,144.9491453
9.0,,-37.81180235,144.9826173
9.0,,-37.81032114,144.9726355
9.0,,-37.82195769,144.944486
13.0,35.0,-37.82398172,144.9473598
1.0,,-37.81858927,144.9445447
5.0,70.0,-37.81866471,144.9461789
,,-37.81973918,144.9650816
13.0,70.0,-37.82436714,144.9456515
13.0,100.0,-37.81946434,144.9608539
9.0,,-37.78707952,144.9413674
9.0,,-37.82353974,144.9707888
1.0,20.0,-37.81380585,144.9403455
13.0,,-37.81159752,144.9751819
5.0,35.0,-37.81505445,144.9411385
9.0,,-37.8227628,144.9466276
,35.0,-37.81973872,144.9749201
1.0,150.0,-37.82525691,144.9759682
13.0,150.0,-37.82222832,144.9699579
,,-37.81925311,144.9433317
12.0,,-37.82359336,144.9473137
9.0,,-37.80972038,144.9735354
,,-37.82488335,144.9456729
13.0,35.0,-37.82376625,144.947342
13.0,14.0,-37.81637082,144.9671786
5.0,70.0,-37.81569168,144.9452453
2.0,14.0,-37.82297617,144.951371
1.0,,-37.81751682,144.951973
13.0,35.0,-37.82310019,144.9417859
1.0,,-37.81616906,144.9399399
9.0,,-37.81432479,144.9785161
13.0,35.0,-37.8190255,144.9434248
,,-37.81901881,144.943425
13.0,14.0,-37.8124709,144.9653614
12.0,,-37.82357514,144.947315
1.0,,-37.81630508,144.9392987
,,-37.81506583,144.9415983
9.0,,-37.80984329,144.9735032
1.0,,-37.81414001,144.9438809
,,-37.81937103,144.964194
13.0,14.0,-37.81246242,144.9653868
5.0,70.0,-37.82407243,144.9483382
5.0,70.0,-37.81493711,144.9412561
2.0,14.0,-37.81595763,144.9394619
,,-37.82344746,144.9517732
13.0,35.0,-37.82393129,144.9471144
13.0,35.0,-37.81642803,144.983536
1.0,50.0,-37.81845081,144.9443634
1.0,,-37.82141443,144.9327917
9.0,,-37.81153578,144.966589
9.0,,-37.81410507,144.9439699
3.0,35.0,-37.81122279,144.9693887
9.0,,-37.78652634,144.9423769
,,-37.82375646,144.951916
,,-37.81437581,144.9429606
,70.0,-37.82108042,144.9620238
9.0,,-37.81905329,144.9728943
,,-37.84386323,144.9822802
1.0,18.0,-37.82431846,144.9445244
9.0,10.0,-37.82432895,144.9444214
1.0,20.0,-37.81146423,144.9814877
,125.0,-37.81924254,144.9651647
13.0,35.0,-37.82285791,144.9472081
1.0,,-37.82133102,144.9328635
,35.0,-37.8189055,144.9741885
13.0,35.0,-37.81553713,144.9400262
,35.0,-37.81947341,144.96519
9.0,,-37.81149522,144.9750892
13.0,14.0,-37.811173,144.9698688
,,-37.81837926,144.9445506
9.0,,-37.81490064,144.9411911
13.0,14.0,-37.81094732,144.967133
5.0,70.0,-37.81802386,144.9464509
12.0,,-37.82387266,144.947157
13.0,70.0,-37.81955333,144.9604744
9.0,,-37.81430169,144.9438138
9.0,,-37.81902144,144.9742779
9.0,,-37.81522833,144.9404297
9.0,,-37.81879456,144.974074
9.0,,-37.82240375,144.9453313
9.0,,-37.81898443,144.9731572
5.0,150.0,-37.8176129,144.9490187
9.0,,-37.78700252,144.9413674
5.0,70.0,-37.8156248,144.9452163
9.0,,-37.81972601,144.9675889
1.0,,-37.81467763,144.9417306
,35.0,-37.82006766,144.9752212
1.0,150.0,-37.81342086,144.9500615
9.0,,-37.81543111,144.9408634
9.0,,-37.82244836,144.945405
5.0,70.0,-37.8186797,144.9464006
9.0,,-37.82278627,144.9467394
3.0,35.0,-37.81642379,144.9834971
9.0,25.0,-37.8148086,144.9418592
3.0,36.0,-37.81780841,144.9488902
9.0,,-37.82264832,144.9463385
13.0,70.0,-37.80578938,144.9723244
13.0,70.0,-37.81846036,144.9443114
16.0,,-37.82308654,144.9488029
1.0,,-37.81518539,144.9416788
13.0,14.0,-37.81249739,144.9654016
,,-37.82418015,144.9522925
,,-37.82071253,144.9642415
13.0,70.0,-37.83246734,144.9729493
9.0,25.0,-37.81408238,144.9438688
13.0,70.0,-37.82337268,144.9518925
3.0,36.0,-37.81487156,144.9415242
9.0,,-37.82268848,144.9462735
5.0,70.0,-37.82433165,144.945331
1.0,18.0,-37.82437015,144.9472824
,,-37.82370318,144.9518914
9.0,,-37.82277062,144.9466649
9.0,10.0,-37.82399323,144.943661
13.0,14.0,-37.81091977,144.9672
9.0,,-37.82217686,144.9447019
5.0,70.0,-37.81871282,144.9464112
,,-37.82369607,144.9520671
9.0,10.0,-37.82364611,144.9432614
,,-37.81802209,144.9454863
9.0,,-37.81458791,144.9426903
,,-37.8184745,144.9443009
3.0,36.0,-37.81754837,144.9501349
9.0,3.0,-37.82383512,144.947932
,70.0,-37.82112489,144.9620684
1.0,4.0,-37.81503919,144.9418924
12.0,,-37.8237419,144.947338
13.0,70.0,-37.8199686,144.9662382
13.0,70.0,-37.81954909,144.9606366
9.0,,-37.82356516,144.9708304
13.0,14.0,-37.81083607,144.9672858
12.0,,-37.82368067,144.9473525
13.0,70.0,-37.8198271,144.9511632
9.0,,-37.81480507,144.9418223
,,-37.81414631,144.9438998
13.0,70.0,-37.82473839,144.9469516
1.0,20.0,-37.8244408,144.9472156
13.0,35.0,-37.816868,144.9452002
9.0,,-37.81472338,144.9417581
1.0,,-37.81766961,144.9510452
12.0,,-37.82298288,144.9471934
,,-37.81586706,144.9393816
13.0,70.0,-37.82516239,144.9469771
13.0,35.0,-37.82480794,144.9453128
,,-37.81887433,144.9431799
,35.0,-37.81972837,144.9651234
,,-37.82032068,144.9452613
9.0,,-37.81822511,144.9735001
3.0,36.0,-37.81772948,144.9500559
5.0,70.0,-37.81490826,144.9412394
13.0,70.0,-37.82443209,144.9462592
9.0,10.0,-37.8236989,144.9433169
13.0,35.0,-37.81879165,144.9429452
1.0,50.0,-37.81482582,144.941731
,,-37.82343858,144.9519472
,,-37.8203881,144.9447161
9.0,,-37.82260264,144.946369
13.0,150.0,-37.82145999,144.9694283
9.0,,-37.82356834,144.970821
9.0,,-37.79956518,144.9503816
5.0,70.0,-37.81476235,144.9418298
,,-37.81928348,144.965213
13.0,35.0,-37.82293233,144.9471185
13.0,14.0,-37.81077779,144.9672872
13.0,14.0,-37.81559318,144.9671236
9.0,32.0,-37.82011494,144.9609756
1.0,,-37.82115131,144.9333208
9.0,,-37.82265232,144.9464293
,,-37.82020214,144.9447962
1.0,,-37.81453451,144.9428432
13.0,100.0,-37.81964443,144.9601136
1.0,,-37.81501475,144.9411479
1.0,,-37.81447728,144.9428636
13.0,14.0,-37.81189347,144.9674951
3.0,36.0,-37.81793685,144.9510116
1.0,,-37.81526731,144.9408049
13.0,70.0,-37.82427415,144.9447946
9.0,,-37.78715306,144.9411963
,35.0,-37.81791336,144.9733175
10.0,35.0,-37.82482483,144.9473246
5.0,70.0,-37.82443212,144.9462592
,,-37.81959556,144.9651562
2.0,80.0,-37.81924904,144.9651285
9.0,,-37.8224444,144.9453066
9.0,,-37.82196767,144.9444568
13.0,35.0,-37.82364506,144.9473671
13.0,70.0,-37.81396391,144.9423997
13.0,70.0,-37.81506583,144.9415983
9.0,,-37.82252414,144.9454905
3.0,,-37.81890709,144.9427034
3.0,36.0,-37.81775195,144.9500888
,,-37.823245,144.9516795
9.0,,-37.80996521,144.963877
9.0,,-37.82238811,144.9453408
1.0,18.0,-37.8245917,144.9465361
,,-37.81918398,144.9435117
3.0,,-37.81814113,144.9505435
13.0,35.0,-37.82296782,144.9472393
13.0,14.0,-37.81635175,144.9671303
,,-37.81593242,144.9392808
,,-37.82389498,144.9519801
9.0,,-37.81898972,144.9731465
13.0,70.0,-37.80546408,144.971517
13.0,70.0,-37.82447878,144.947485
9.0,,-37.8225997,144.946371
9.0,,-37.81425198,144.9435225
,80.0,-37.820365,144.9639579
,,-37.81939873,144.9425412
,14.0,-37.78678941,144.941953
1.0,20.0,-37.8136195,144.9408356
12.0,,-37.82386164,144.9473211
13.0,35.0,-37.82384314,144.9473131
,,-37.81928717,144.9651557
5.0,70.0,-37.81525504,144.9450726
3.0,,-37.81885412,144.9426913
13.0,70.0,-37.81964337,144.9602893
,70.0,-37.82090239,144.9622243
9.0,200.0,-37.82002476,144.9603832
,14.0,-37.78675603,144.9420087
13.0,150.0,-37.82177881,144.9697619
,,-37.82413895,144.9522733
5.0,150.0,-37.81773224,144.9496654
13.0,70.0,-37.80554037,144.9712904
12.0,,-37.81980599,144.9608318
9.0,,-37.8190321,144.9730459
9.0,,-37.8227139,144.9463947
13.0,35.0,-37.81546374,144.9402404
13.0,14.0,-37.81636023,144.9671316
13.0,35.0,-37.81978004,144.9596992
13.0,70.0,-37.81714783,144.9453146
,,-37.81938766,144.9641601
9.0,,-37.81897807,144.9731813
5.0,35.0,-37.8207187,144.9523732
5.0,70.0,-37.82419168,144.9440405
13.0,100.0,-37.8199845,144.9593036
3.0,36.0,-37.8176401,144.9487396
,,-37.81851988,144.9441555
1.0,20.0,-37.8239483,144.9474325
1.0,20.0,-37.82457061,144.9468743
9.0,,-37.81491041,144.9422191
,14.0,-37.78684559,144.9418323
13.0,70.0,-37.81993365,144.9593344
13.0,35.0,-37.8199114,144.9595584
9.0,,-37.82263754,144.9464271
,,-37.82496239,144.9450693
9.0,,-37.81322752,144.9655886
5.0,70.0,-37.82432984,144.9453114
9.0,,-37.78700014,144.9415108
5.0,70.0,-37.81978275,144.9513096
13.0,35.0,-37.81984996,144.9594793
,14.0,-37.78679789,144.9419302
13.0,14.0,-37.81633904,144.9671356
,70.0,-37.82005627,144.9656377
13.0,14.0,-37.81087421,144.9671879
12.0,,-37.82384365,144.9472321
9.0,,-37.81199774,144.966802
13.0,14.0,-37.81086785,144.9670672
9.0,,-37.81897992,144.9742411
1.0,50.0,-37.81461904,144.9426151
5.0,70.0,-37.81929284,144.952993
13.0,35.0,-37.82315419,144.9471838
1.0,,-37.814613,144.9425008
13.0,14.0,-37.82133098,144.9615969
,,-37.82020265,144.944833
9.0,,-37.78708673,144.9413543
2.0,250.0,-37.81896068,144.934492
9.0,,-37.78689475,144.9415586
13.0,14.0,-37.81636446,144.9671195
2.0,250.0,-37.81979248,144.9382888
13.0,35.0,-37.82392642,144.9472528
1.0,150.0,-37.81445656,144.9474644
9.0,,-37.81877314,144.973984
1.0,18.0,-37.82397556,144.9437719
9.0,,-37.80687228,144.9624592
,,-37.81942543,144.9652502
9.0,3.0,-37.81190824,144.9672786
13.0,150.0,-37.8217524,144.9691008
5.0,35.0,-37.82480795,144.9453127
,35.0,-37.81835725,144.9737138
13.0,35.0,-37.82378494,144.9472171
13.0,14.0,-37.81090812,144.9672966
12.0,,-37.82381257,144.9472562
12.0,,-37.82314919,144.9472764
9.0,,-37.82266748,144.9463258
9.0,,-37.80977548,144.9734335
9.0,,-37.81522719,144.9416838
,125.0,-37.81988382,144.9664843
13.0,35.0,-37.82307047,144.9415778
9.0,,-37.81944208,144.9745879
13.0,35.0,-37.82392047,144.9471132
9.0,,-37.8117409,144.9676225
13.0,70.0,-37.81865057,144.9459104
9.0,,-37.81903149,144.9742262
13.0,150.0,-37.82310204,144.9697506
13.0,14.0,-37.8119083,144.9675165
13.0,35.0,-37.82402612,144.9472846
13.0,70.0,-37.81994631,144.9663827
9.0,10.0,-37.82386517,144.9435081
13.0,70.0,-37.82428258,144.9448804
9.0,,-37.82075256,144.9620984
5.0,35.0,-37.81518726,144.9404051
9.0,,-37.7867777,144.9417846
13.0,14.0,-37.81119737,144.9698541
1.0,,-37.81758184,144.9513457
13.0,70.0,-37.81834135,144.9446233
9.0,,-37.82267283,144.946199
9.0,,-37.82077268,144.962022
13.0,100.0,-37.81972283,144.9602035
9.0,,-37.82215041,144.9445966
9.0,,-37.8183034,144.9735692
9.0,,-37.82274715,144.9465531
5.0,70.0,-37.81435017,144.9414351
,,-37.82511099,144.9464068
,,-37.82046966,144.944804
4.0,70.0,-37.81882387,144.9681193
2.0,125.0,-37.81996331,144.9658455
9.0,,-37.81284863,144.9654147
9.0,,-37.8151219,144.9404194
12.0,,-37.82390512,144.9471393
13.0,150.0,-37.82265743,144.9697053
3.0,,-37.8182618,144.9450941
9.0,,-37.8024272,144.9632625
9.0,,-37.81471959,144.9416653
9.0,,-37.82240151,144.9453979
5.0,35.0,-37.8153379,144.9444529
13.0,14.0,-37.81087527,144.9672617
9.0,,-37.81161355,144.9684263
12.0,,-37.82305471,144.9471753
9.0,,-37.82245691,144.945299
,,-37.82039847,144.9452368
5.0,70.0,-37.8193983,144.9535984
10.0,14.0,-37.82462983,144.9455374
4.0,150.0,-37.82113105,144.9545482
9.0,10.0,-37.82396333,144.9436385
13.0,70.0,-37.8194596,144.9531995
1.0,50.0,-37.82500241,144.9455571
1.0,50.0,-37.81806965,144.9453616
3.0,35.0,-37.81639942,144.9835038
9.0,,-37.78655036,144.9423367
9.0,,-37.82352173,144.9708129
5.0,70.0,-37.81520798,144.9415422
13.0,35.0,-37.81690318,144.9452175
13.0,70.0,-37.82399674,144.9476602
1.0,,-37.8155103,144.9396414
9.0,,-37.82099727,144.9615861
9.0,,-37.81287063,144.9652354
1.0,150.0,-37.81422446,144.9472882
1.0,,-37.81433488,144.9427733
13.0,70.0,-37.81938488,144.9612764
13.0,70.0,-37.81987538,144.9649014
5.0,70.0,-37.81859048,144.9466906
1.0,,-37.81730321,144.9527123
5.0,150.0,-37.81775567,144.9494282
9.0,,-37.81839593,144.9736509
5.0,70.0,-37.82455967,144.9459059
9.0,,-37.80933033,144.9638143
9.0,10.0,-37.82359174,144.9432078
9.0,,-37.81180341,144.9826656
,,-37.82407716,144.9522445
9.0,,-37.81309119,144.9653366
2.0,14.0,-37.81595234,144.9394767
,,-37.81922419,144.9435902
1.0,150.0,-37.8134251,144.9500629
12.0,,-37.82382932,144.9473584
5.0,70.0,-37.81714781,144.9453146
9.0,,-37.82100681,144.9615888
,,-37.82360729,144.9518471
3.0,36.0,-37.8148534,144.941567
9.0,,-37.81501478,144.9411479
3.0,,-37.82050295,144.9448065
9.0,,-37.80257343,144.9631231
9.0,,-37.82239481,144.9453969
13.0,35.0,-37.82278442,144.9470749
9.0,,-37.8100342,144.9641437
13.0,14.0,-37.81552432,144.9670404
13.0,14.0,-37.81084878,144.9673207
,14.0,-37.78685195,144.941825
9.0,,-37.81832475,144.9735881
9.0,,-37.81453257,144.9432208
12.0,,-37.82357145,144.9472819
,,-37.82019885,144.9447987
13.0,70.0,-37.81888303,144.946275
13.0,70.0,-37.81805559,144.9453721
1.0,50.0,-37.81735421,144.945219
13.0,70.0,-37.81422155,144.941456
3.0,,-37.82310435,144.9518014
9.0,,-37.82264936,144.9460872
13.0,70.0,-37.81996965,144.966231
9.0,,-37.81582433,144.9394387
1.0,50.0,-37.82490539,144.9456525
9.0,,-37.78651032,144.9424037
9.0,3.0,-37.82387625,144.948348
9.0,200.0,-37.82028537,144.959777
13.0,14.0,-37.81635281,144.9671236
9.0,,-37.82354292,144.9708223
9.0,,-37.82191901,144.9443464
5.0,70.0,-37.81955374,144.9536685
9.0,,-37.81467766,144.9417305
9.0,,-37.81947493,144.965179
,,-37.82416137,144.9521033
9.0,,-37.82094854,144.9616143
5.0,150.0,-37.81756174,144.9495412
9.0,,-37.81899714,144.973125
5.0,150.0,-37.81757064,144.9494482
,,-37.82333559,144.9518992
9.0,,-37.82254705,144.9455997
12.0,,-37.82384086,144.947196
3.0,36.0,-37.81760658,144.9490842
13.0,70.0,-37.81811514,144.9452161
3.0,36.0,-37.81782571,144.9487154
1.0,150.0,-37.81363786,144.950316
3.0,36.0,-37.81780237,144.9501755
13.0,70.0,-37.82402172,144.9478578
1.0,,-37.81639893,144.9445983
9.0,,-37.82277453,144.9466835
9.0,,-37.81935996,144.9745156
1.0,,-37.81472912,144.9422296
,,-37.8204435,144.9447673
13.0,35.0,-37.82320962,144.9473079
13.0,70.0,-37.81963914,144.9603242
9.0,,-37.81900138,144.9731545
3.0,,-37.8204609,144.9447361
12.0,,-37.82326258,144.9472383
1.0,,-37.81478702,144.9418118
3.0,36.0,-37.81774365,144.9500774
,14.0,-37.78674861,144.9420349
,70.0,-37.82099713,144.9618249
13.0,14.0,-37.81079581,144.9671544
3.0,36.0,-37.81772425,144.9497431
13.0,70.0,-37.81514529,144.9415611
9.0,,-37.8147012,144.9423659
1.0,150.0,-37.81363833,144.9502976
1.0,,-37.81781584,144.9509284
3.0,36.0,-37.81756653,144.9494933
1.0,50.0,-37.81696484,144.9450485
1.0,,-37.81774159,144.9507916
13.0,70.0,-37.82113181,144.9624901
9.0,,-37.80248442,144.9632183
16.0,,-37.81484952,144.942025
3.0,14.0,-37.82304397,144.9518524
9.0,,-37.82260799,144.9464226
5.0,150.0,-37.81794628,144.9509397
1.0,,-37.81580357,144.9390302
3.0,36.0,-37.8149273,144.9413753
9.0,,-37.78702739,144.9413233
,,-37.81427978,144.9434624
9.0,10.0,-37.82408457,144.9435781
1.0,50.0,-37.81478962,144.9421655
1.0,,-37.81724594,144.9525102
12.0,,-37.82380563,144.9472299
2.0,80.0,-37.81875136,144.967597
1.0,,-37.8174926,144.9516483
1.0,50.0,-37.81338168,144.9414627
1.0,14.0,-37.81878949,144.9677861
9.0,,-37.78686989,144.9416027
9.0,,-37.82262032,144.9463572
1.0,,-37.82125265,144.933527
,125.0,-37.82009056,144.9649621
,,-37.82401536,144.9522157
3.0,,-37.82042944,144.9452904
,,-37.82494748,144.9450927
1.0,,-37.82127842,144.9330903
12.0,,-37.82390615,144.9471869
12.0,,-37.82378862,144.947462
9.0,3.0,-37.8121914,144.9664778
1.0,,-37.81854795,144.9446668
,,-37.81514526,144.9415611
5.0,70.0,-37.81479976,144.9419085
4.0,150.0,-37.81163835,144.9457202
13.0,70.0,-37.81963172,144.9605186
13.0,14.0,-37.81186274,144.9674508
1.0,,-37.81917194,144.9428241
,,-37.81579218,144.9395061
13.0,70.0,-37.82403462,144.9482
3.0,36.0,-37.81758922,144.9492566
1.0,4.0,-37.81455275,144.9431686
9.0,5.0,-37.82031822,144.9605717
9.0,,-37.81553067,144.9400091
13.0,70.0,-37.8193323,144.9528593
12.0,,-37.82371165,144.9473034
3.0,14.0,-37.8112567,144.9693176
3.0,14.0,-37.81126306,144.9693015
,,-37.81964325,144.9651466
,,-37.82416985,144.9522877
9.0,,-37.81146359,144.9665766
13.0,70.0,-37.82126,144.9624512
16.0,,-37.82297906,144.9479442
5.0,70.0,-37.82437278,144.9446426
16.0,,-37.81532259,144.9407597
9.0,,-37.81937638,144.9745301
9.0,,-37.80247912,144.9632491
5.0,35.0,-37.81522585,144.9404807
9.0,40.0,-37.82404493,144.9434837
13.0,70.0,-37.8223289,144.9718067
9.0,8.0,-37.82424844,144.9473315
9.0,,-37.80248018,144.9632625
9.0,,-37.81525286,144.9404771
5.0,70.0,-37.82497131,144.9453928
5.0,70.0,-37.82375265,144.9433748
13.0,150.0,-37.82234698,144.9695711
9.0,,-37.81499876,144.9414943
1.0,,-37.82137073,144.9326354
13.0,35.0,-37.82305574,144.9472643
5.0,70.0,-37.82423521,144.9444522
9.0,,-37.80248866,144.9630573
13.0,14.0,-37.81635493,144.9671544
9.0,,-37.81434883,144.9437016
,,-37.81879634,144.9429472
13.0,100.0,-37.8198436,144.95995
9.0,,-37.8186451,144.973942
5.0,70.0,-37.82510282,144.9460426
9.0,,-37.81922902,144.9744622
9.0,,-37.81610983,144.9669425
9.0,,-37.81526284,144.940914
9.0,,-37.81531601,144.9416972
13.0,,-37.81530153,144.940601
3.0,36.0,-37.81759588,144.9491954
9.0,,-37.80977018,144.9735796
1.0,18.0,-37.8243299,144.9444025
9.0,,-37.81139795,144.9665645
9.0,,-37.82259861,144.9458454
,,-37.81961972,144.9651042
5.0,70.0,-37.82381594,144.9434495
13.0,70.0,-37.80235196,144.9661607
12.0,,-37.82329732,144.9472483
13.0,35.0,-37.82375648,144.9474554
13.0,35.0,-37.81887678,144.9431809
12.0,,-37.82375036,144.9473345
3.0,,-37.8181263,144.9505877
12.0,,-37.82286067,144.9471945
2.0,14.0,-37.82297617,144.9515842
,,-37.82495566,144.9459233
9.0,,-37.82067628,144.9623345
5.0,70.0,-37.8157659,144.9451361
9.0,,-37.80979561,144.9734053
9.0,10.0,-37.82385201,144.9434925
13.0,35.0,-37.82324736,144.9472269
3.0,36.0,-37.81777205,144.9492537
5.0,70.0,-37.81390932,144.9424559
12.0,,-37.81197833,144.9445973
9.0,,-37.82217245,144.9446843
9.0,,-37.82279001,144.946788
13.0,35.0,-37.81945162,144.9743052
2.0,14.0,-37.82292744,144.951379
,,-37.81912543,144.9434807
5.0,70.0,-37.81483703,144.9416464
13.0,14.0,-37.81078097,144.9670766
9.0,,-37.818154,144.9735084
9.0,10.0,-37.82365913,144.9432743
9.0,,-37.82255851,144.9456543
12.0,,-37.82294835,144.9471831
9.0,,-37.81861219,144.9439539
10.0,14.0,-37.82458782,144.9454541
,,-37.81976307,144.9650769
9.0,,-37.81266834,144.9651425
9.0,,-37.80777556,144.9628499
9.0,10.0,-37.82432993,144.9444025
9.0,,-37.81939281,144.9745445
3.0,36.0,-37.81781702,144.948798
3.0,14.0,-37.82385082,144.9435842
9.0,,-37.82352491,144.9708009
13.0,35.0,-37.81960947,144.9743709
12.0,,-37.8237485,144.9472606
,,-37.81861564,144.9441681
13.0,70.0,-37.81487572,144.9442676
12.0,,-37.82392121,144.9472978
13.0,35.0,-37.82330222,144.9472267
9.0,,-37.82275981,144.9467981
9.0,,-37.82264243,144.9463425
9.0,,-37.81907956,144.9743295
9.0,,-37.82264154,144.9460499
,,-37.81515991,144.9415253
5.0,35.0,-37.81532545,144.9407351
1.0,,-37.82136487,144.9331803
3.0,36.0,-37.81766245,144.9504543
9.0,,-37.81906434,144.9742552
13.0,150.0,-37.82127614,144.969357
13.0,70.0,-37.82438775,144.945846
13.0,35.0,-37.81728903,144.9453139
,,-37.81846038,144.9443114
9.0,,-37.81900985,144.9730875
12.0,,-37.82399208,144.9471804
5.0,35.0,-37.8246891,144.9456536
,,-37.82380974,144.9519407
13.0,70.0,-37.81942726,144.9610484
,,-37.79840701,144.9219215
12.0,,-37.82401181,144.9472533
1.0,,-37.81460126,144.942699
13.0,70.0,-37.81509978,144.9415351
13.0,35.0,-37.8196741,144.9744514
9.0,,-37.81848845,144.9737326
9.0,,-37.79956874,144.9505637
13.0,14.0,-37.81092189,144.9671504
2.0,14.0,-37.82293803,144.9512891
5.0,70.0,-37.81448649,144.9426863
3.0,36.0,-37.81763303,144.9488168
13.0,35.0,-37.82334487,144.9472369
13.0,70.0,-37.81948235,144.961334
1.0,,-37.81728945,144.9527545
,,-37.79861268,144.9230664
5.0,35.0,-37.82476917,144.9453337
9.0,,-37.81948643,144.9746906
13.0,100.0,-37.82000463,144.9590743
,,-37.81986627,144.9649681
1.0,,-37.81772866,144.9512337
9.0,,-37.7864863,144.9424439
9.0,,-37.81182036,144.9826469
1.0,18.0,-37.82420509,144.9473578
3.0,14.0,-37.82000672,144.9669946
5.0,35.0,-37.82074913,144.9524013
5.0,35.0,-37.81535932,144.9444664
1.0,150.0,-37.81446773,144.947486
9.0,,-37.8191866,144.9435623
9.0,,-37.81802142,144.9506816
1.0,20.0,-37.81166124,144.982184
13.0,14.0,-37.8214242,144.9616103
12.0,,-37.82327914,144.947243
9.0,,-37.81895759,144.9741611
13.0,35.0,-37.81828538,144.9458313
9.0,,-37.8224333,144.9454027
,,-37.82407612,144.9520639
9.0,,-37.81956116,144.974757
3.0,14.0,-37.82200756,144.9443379
12.0,,-37.82366284,144.9473533
,125.0,-37.81261128,144.9675078
5.0,70.0,-37.81937599,144.9539956
16.0,,-37.82292601,144.949026
3.0,36.0,-37.81795286,144.9508563
,,-37.81914878,144.9435648
13.0,35.0,-37.82312169,144.947283
1.0,,-37.814947,144.9412207
3.0,36.0,-37.81762921,144.9488464
1.0,,-37.81240733,144.9739565
9.0,,-37.81909485,144.9426679
1.0,,-37.81481482,144.9420795
12.0,,-37.8228122,144.9471019
9.0,,-37.82216584,144.944658
9.0,,-37.80229898,144.9631727
9.0,,-37.82262474,144.9463543
,,-37.8190189,144.9434298
3.0,21.0,-37.82458933,144.9454938
5.0,70.0,-37.82421696,144.9442762
,,-37.81850798,144.9441866
12.0,,-37.82397523,144.9472485
9.0,,-37.82260963,144.9464228
13.0,14.0,-37.82039498,144.9452295
9.0,,-37.81296762,144.9654693
9.0,,-37.81919573,144.9743709
9.0,,-37.81972389,144.9675782
