feature,condition_rating,Latitude,Longitude
Bollard,3.03,-37.81703535558589,144.98126190469597
Bollard,3.03,-37.81701761066817,144.98126238813143
Bollard,3.03,-37.81699235337178,144.98127148257507
Bollard,3.03,-37.81697231320632,144.98127475491918
Bollard,3.03,-37.816900314392875,144.98128557713724
Bollard,3.03,-37.816880624795886,144.9812882719264
Bollard,3.03,-37.818441519916576,144.9810234285637
Bollard,3.03,-37.81842234547683,144.98102463264146
Bollard,1.0,-37.81134311369509,144.96655819262736
Seat,3.0,-37.8177593173085,144.97367832808015
Bollard,3.14,-37.803211774867705,144.95008032340309
Bollard,3.14,-37.803206317481234,144.95003084091599
Bicycle Rails,3.14,-37.80328041622907,144.94970600425316
Bollard,3.14,-37.79422765035101,144.93041144791843
Bollard,3.17,-37.80018843089531,144.9670280402557
Bollard,3.17,-37.81382201576891,144.971895213889
Bollard,3.17,-37.81371874794326,144.97224620582136
Litter Bin,3.3,-37.820979388432065,144.94720799942138
Seat,3.3,-37.82136314587239,144.94479779437347
Litter Bin,3.3,-37.82134962093956,144.94475090975791
Litter Bin,3.3,-37.821355087027115,144.94476461796984
Bicycle Rails,2.95,-37.82131575611159,144.9445713304736
Bicycle Rails,2.95,-37.82131777278195,144.94458876973178
Bicycle Rails,2.21,-37.79608371266071,144.95428674386145
Bicycle Rails,2.21,-37.79617413408483,144.95420566114163
Bicycle Rails,2.95,-37.82132444750775,144.94460460289412
Litter Bin,3.3,-37.821523151021914,144.94452172484085
Seat,3.3,-37.82152438565978,144.9445356640706
Bicycle Rails,2.95,-37.81829108772541,144.948732706629
Bicycle Rails,2.95,-37.81828778254892,144.94874472620032
Bicycle Rails,2.95,-37.81828409729438,144.948755620286
Bicycle Rails,2.95,-37.81828104255599,144.94876649691557
Bicycle Rails,2.95,-37.81827770374817,144.94877658620373
Seat,3.3,-37.81823763692016,144.94890276964964
Seat,3.3,-37.81823021373319,144.94893705531197
Bicycle Rails,2.95,-37.818193882364056,144.94906040878303
Bicycle Rails,2.95,-37.81820908679868,144.94901238929737
Bicycle Rails,2.21,-37.795942879589035,144.95413231733946
Seat,3.14,-37.80330178470176,144.9497014380655
Bicycle Rails,2.95,-37.818202137846505,144.94903768736643
Bicycle Rails,2.95,-37.81820532726762,144.94902419421877
Bicycle Rails,2.95,-37.81821707311825,144.94898456329614
Bicycle Rails,2.95,-37.81821382131834,144.94899964858206
Bicycle Rails,2.95,-37.81818682750492,144.9490848009698
Seat,3.3,-37.8181761536919,144.94911872216286
Litter Bin,3.3,-37.81797331322956,144.94982843056104
Litter Bin,3.3,-37.817970516748716,144.949838618355
Bicycle Rails,2.95,-37.8179390556884,144.94994672739344
Bicycle Rails,2.95,-37.81793493267677,144.94996354068843
Bicycle Rails,2.95,-37.81794553161511,144.94992530499033
Bicycle Rails,2.95,-37.817925964077574,144.9499970736641
Bicycle Rails,2.21,-37.794604061864895,144.9553293135266
Bicycle Rails,2.21,-37.79461178011159,144.955322286855
Bicycle Rails,2.21,-37.79450391601259,144.95541611227355
Bicycle Rails,2.21,-37.79451169929705,144.95541283145008
Bicycle Rails,2.95,-37.817916580934096,144.95002232529188
Bicycle Rails,2.95,-37.817913277599146,144.95003445829562
Bollard,2.96,-37.82516512094906,144.9466738082714
Bollard,2.56,-37.82487009579539,144.94446964451768
Bicycle Rails,2.96,-37.82327969642201,144.94149281744313
Bollard,2.35,-37.81826545155268,144.98104572067734
Bollard,2.35,-37.818236374626586,144.98104753536788
Bollard,2.35,-37.81811839533897,144.98106767656728
Bollard,2.35,-37.81790568354291,144.98111300538608
Bicycle Rails,2.21,-37.795199884339134,144.95507292194443
Bicycle Rails,5.0,-37.82020827977266,144.9446679449349
Bollard,2.35,-37.81787808286881,144.98111682462329
Bollard,2.35,-37.81774859865676,144.98114398147635
Bollard,2.35,-37.81771621423352,144.98114736302662
Bollard,2.35,-37.81752027307991,144.98118269199628
Bollard,2.35,-37.8174895080696,144.9811859157936
Bollard,2.35,-37.817407837555294,144.98120029609746
Bollard,2.35,-37.81737682178453,144.98120466271075
Bollard,2.35,-37.81725655108767,144.98122781938272
Bollard,2.35,-37.817225655115934,144.98122866112098
Bollard,2.35,-37.817201283007115,144.98123682269213
Bollard,2.35,-37.817169920557646,144.9812419939156
Bollard,2.35,-37.817145696028874,144.9812429946871
Bollard,2.35,-37.81712542899148,144.98124354684157
Bollard,2.35,-37.81709375880048,144.98125179362347
Bicycle Rails,2.21,-37.79348511276155,144.95632862688126
Bicycle Rails,2.21,-37.793398556979454,144.95640925673263
Bicycle Rails,2.21,-37.79340627529864,144.95640223029054
Bicycle Rails,2.21,-37.79329920711396,144.95649523567596
Bollard,2.35,-37.817061062734254,144.9812580235579
Bollard,2.35,-37.81703535558589,144.98126190469597
Bollard,2.35,-37.81701761066817,144.98126238813143
Bollard,2.35,-37.81699845321367,144.98126983960393
Bollard,2.35,-37.816968890328724,144.98127484816993
Bollard,2.35,-37.81690619462239,144.98128689372973
Bollard,2.35,-37.81687452495352,144.98128991489293
Bollard,2.36,-37.803206317481234,144.95003084091599
Bicycle Rails,2.36,-37.80327477035762,144.94970263948875
Seat,2.36,-37.80330178470176,144.9497014380655
Bollard,2.36,-37.794147027775715,144.93039791258371
Bollard,2.36,-37.79413835481551,144.9303966783018
Bollard,2.36,-37.794223720729896,144.9304185985163
Bollard,2.36,-37.80017377999501,144.96703025914218
Bollard,2.36,-37.80018843089531,144.9670280402557
Bicycle Rails,2.2,-37.80455580307766,144.95779360922918
Bicycle Rails,2.2,-37.804866237940104,144.957937936247
Bicycle Rails,2.2,-37.80486819153475,144.95793106761795
Bicycle Rails,2.2,-37.80497400350875,144.9579890319428
Bicycle Rails,2.2,-37.804975947262875,144.957981595674
Bicycle Rails,2.2,-37.805304820611056,144.95813427565542
Bollard,2.36,-37.81371874794326,144.97224620582136
Litter Bin,3.22,-37.820979388432065,144.94720799942138
Litter Bin,3.24,-37.82134962093956,144.94475090975791
Litter Bin,3.24,-37.821355087027115,144.94476461796984
Bicycle Rails,1.82,-37.78692353900808,144.94110589557388
Bicycle Rails,2.36,-37.82131575611159,144.9445713304736
Bicycle Rails,2.36,-37.82131777278195,144.94458876973178
Bicycle Rails,2.36,-37.82132444750775,144.94460460289412
Bicycle Rails,2.36,-37.82143371207313,144.9441786185792
Bicycle Rails,2.36,-37.82146342064107,144.94429560306233
Bicycle Rails,2.36,-37.82146835737616,144.9443151198274
Litter Bin,3.24,-37.821496435692985,144.94443680748034
Litter Bin,3.24,-37.82150196327204,144.94445403576026
Seat,3.24,-37.821510680474105,144.94448878440514
Bicycle Rails,2.36,-37.82153006325349,144.94457697258343
Bicycle Rails,2.36,-37.82153664592607,144.9445926947375
Bicycle Rails,2.36,-37.821539382311784,144.94461522633225
Litter Bin,3.24,-37.82155351846146,144.94468163424855
Litter Bin,3.24,-37.8215612482911,144.94469596132515
Seat,4.45,-37.815280537733955,144.9669237359272
Seat,3.45,-37.81514352075236,144.9673913081977
Bollard,2.36,-37.81382201576891,144.971895213889
Seat,3.24,-37.821568729055365,144.94472699534222
Seat,3.24,-37.81826868681811,144.9488228440838
Seat,3.24,-37.818261952890225,144.94883461776323
Litter Bin,3.24,-37.8179859271296,144.9498024078951
Litter Bin,3.24,-37.81798913443464,144.9497899367258
Bollard,2.36,-37.82516512094906,144.9466738082714
Bollard,2.36,-37.82485334898908,144.94738376914427
Bollard,2.36,-37.82485587205494,144.9473992639021
Bollard,2.36,-37.82487009579539,144.94446964451768
Bicycle Rails,2.36,-37.82327969642201,144.94149281744313
Seat,3.0,-37.796409008921266,144.92588205827337
Seat,3.0,-37.79643893246534,144.92591301997493
Seat,3.0,-37.79610937635111,144.92676274146157
Litter Bin,2.03,-37.824006383300514,144.98462670058206
Seat,3.44,-37.816865506083666,144.9672722792471
Bollard,3.0,-37.793816790602754,144.96966397889557
Bollard,4.0,-37.82949176802022,144.9740890920238
Seat,3.0,-37.79641795035707,144.92596505257058
Seat,3.0,-37.7963809930301,144.92593894382398
Seat,3.0,-37.796618025125184,144.9265799867159
Seat,3.0,-37.79625805770352,144.92593295629518
Seat,4.0,-37.796878934681224,144.92648899203792
Seat,4.0,-37.7967680595297,144.92638999547682
Seat,3.0,-37.7972510254286,144.92692899782926
Seat,3.0,-37.77698424536121,144.93930045018556
Seat,3.0,-37.777121420240114,144.93912622121172
Bicycle Rails,2.23,-37.794271675012425,144.94036077426418
Litter Bin,3.0,-37.82024220062534,144.94456680556362
Bollard,2.82,-37.79516111001436,144.9463142512542
Bollard,3.18,-37.79289030083326,144.9258162610193
Seat,4.0,-37.77773900494902,144.94031677617113
Seat,4.0,-37.778082279945195,144.94044655992454
Seat,4.0,-37.77809579555824,144.94078146512726
Seat,4.0,-37.7784010357894,144.94067387439367
Seat,4.0,-37.77804687807068,144.93895848119763
Seat,4.0,-37.779215415377955,144.94014737923882
Seat,4.0,-37.775992258189355,144.94238471800915
Seat,3.0,-37.77611778651525,144.94236375287787
Seat,4.0,-37.7756774253045,144.94045846708957
Bollard,2.89,-37.81342155221734,144.96237533581572
Bollard,2.89,-37.813436612201244,144.9623394805792
Bicycle Rails,2.23,-37.79436879249949,144.94021998338587
Bollard,2.89,-37.81346364387599,144.96239655641978
Bollard,2.89,-37.8135140833132,144.96242106892882
Bollard,2.89,-37.81364449156984,144.9624788240382
Bollard,2.89,-37.813706713699275,144.9625124410004
Bollard,2.89,-37.81378608145292,144.96254740413335
Bollard,2.89,-37.813884918016875,144.96259818964418
Bollard,2.89,-37.81400833121128,144.9626475044638
Bollard,2.89,-37.81400748055196,144.96259834149947
Bollard,2.89,-37.81395842173762,144.96257549467765
Bollard,2.89,-37.813920139977874,144.96257654715512
Bollard,2.89,-37.813890520513745,144.96256781956973
Bollard,2.89,-37.813872854253226,144.96253638531567
Bollard,2.89,-37.813815327637336,144.96253455909385
Bollard,2.89,-37.81382735382971,144.96252127872987
Bollard,2.89,-37.8137632070342,144.96249100885174
Bollard,2.89,-37.81373612673626,144.96247278320874
Bollard,2.89,-37.81367468413611,144.96244255264997
Bollard,2.89,-37.81362856693205,144.96242825827133
Bollard,2.89,-37.81360523923944,144.9624237879393
Bollard,2.89,-37.81359395148048,144.96240683204897
Bollard,2.2,-37.7966205672241,144.95532072959813
Bollard,2.2,-37.79662796516527,144.95532120701523
Bollard,2.2,-37.796632590661105,144.95544748017062
Bollard,2.2,-37.79663852573067,144.95544674869134
Bollard,2.2,-37.79644154405085,144.95534383665992
Bollard,2.2,-37.7964510077953,144.95534391641644
Bollard,2.2,-37.79587957050752,144.95541134523978
Bollard,2.2,-37.795887935621245,144.95541043320097
Bollard,2.2,-37.79570497809691,144.9554301276602
Bollard,2.2,-37.79569460769293,144.9554297321884
Bollard,2.2,-37.79572608371631,144.95556094181558
Bollard,2.2,-37.795733988606,144.95555947465357
Bicycle Rails,2.23,-37.79490724455912,144.93997267431044
Bicycle Rails,2.23,-37.794914746492246,144.9399739422541
Bollard,3.0,-37.79388842489544,144.96958502161473
Bollard,2.2,-37.79585419174519,144.95554310056627
Bollard,2.2,-37.7958616561143,144.9555422133762
Bollard,2.2,-37.79601489355445,144.9555287897239
Bollard,2.2,-37.796021819446146,144.95552803094228
Bollard,2.2,-37.79617423520446,144.95550361388496
Bollard,2.2,-37.79618413355761,144.95550277314572
Bollard,2.2,-37.79632940106177,144.95548707058614
Bollard,2.2,-37.79651780722322,144.9554593896528
Bollard,2.2,-37.796525261736896,144.955457934878
Bicycle Rails,2.2,-37.79461121358956,144.95594895120814
Bicycle Rails,2.2,-37.7946180375915,144.95594751390774
Bicycle Rails,2.2,-37.7947031418234,144.95593903566987
Drinking Fountain,4.0,-37.82012801999004,144.94484546150136
Bollard,5.0,-37.784672957492276,144.95683859095917
Bollard,2.79,-37.789131676588944,144.93445053488492
Bicycle Rails,2.2,-37.7946962159261,144.95593979439403
Bicycle Rails,2.2,-37.79466432348958,144.955810528478
Bicycle Rails,2.2,-37.7946583884145,144.95581125990154
Bicycle Rails,2.2,-37.79482730834404,144.95592255325724
Bicycle Rails,2.2,-37.79483474316588,144.95591996346462
Bicycle Rails,2.2,-37.79495126121549,144.9559041460639
Bicycle Rails,2.2,-37.794958647336365,144.95590394247208
Bicycle Rails,2.2,-37.79507514567773,144.9558869899021
Bicycle Rails,2.2,-37.79528146418971,144.95586846991355
Bicycle Rails,2.2,-37.79540127163436,144.95585006318603
Bicycle Rails,2.2,-37.795407645260354,144.95584863827258
Bollard,3.06,-37.83640789776236,144.97643494604557
Bollard,3.06,-37.8364387076433,144.97642910439714
Bollard,3.06,-37.83647678823219,144.9764215868701
Bicycle Rails,2.2,-37.79538652280383,144.95572202698102
Bicycle Rails,2.2,-37.79539192728151,144.9557218779958
Bicycle Rails,2.2,-37.79526662277681,144.9557350988854
Bicycle Rails,2.2,-37.79527398722227,144.95573364665157
Bicycle Rails,2.2,-37.79503346655705,144.95575981017936
Bicycle Rails,2.2,-37.795039850034065,144.9557589528208
Bicycle Rails,2.2,-37.79490527232805,144.95577788029715
Bicycle Rails,2.2,-37.79491111732789,144.9557771513506
Bicycle Rails,2.2,-37.794787263848015,144.95579089984886
Bicycle Rails,2.2,-37.79479419959538,144.95579070866174
Bollard,2.98,-37.79638072631179,144.9572399279325
Seat,4.44,-37.81461124651708,144.96629823959574
Seat,3.44,-37.81471822953468,144.9663511926045
Bollard,2.98,-37.79671015542631,144.95715442183896
Bicycle Rails,2.2,-37.79309888576973,144.95627771931157
Bicycle Rails,2.2,-37.793161810029034,144.95621148192984
Bicycle Rails,2.2,-37.79324010530448,144.95612222190923
Bollard,2.38,-37.79539534610672,144.95251571207942
Bollard,2.38,-37.795388382183965,144.95252464890675
Bollard,2.38,-37.79537963847971,144.95253488409367
Bollard,2.38,-37.79535689658337,144.9525641305173
Bollard,2.38,-37.79537187375264,144.9525444108552
Bollard,2.38,-37.795366767842204,144.95255136576301
Bollard,2.38,-37.79536076710718,144.9525586860723
Bicycle Rails,2.21,-37.7933250638147,144.95674413361206
Bicycle Rails,2.21,-37.793329607451255,144.95675150355615
Litter Bin,2.97,-37.82719149419466,144.9568731530936
Bicycle Rails,1.25,-37.82405538211218,144.95124474567783
Bicycle Rails,1.25,-37.82405267776125,144.95121880387995
Bicycle Rails,1.25,-37.82405447907739,144.95119285108143
Seat,2.11,-37.824050579501474,144.95108787009116
Litter Bin,2.97,-37.82755255485176,144.9566891355812
Bicycle Rails,3.17,-37.816984718883354,144.96105355655257
Bicycle Rails,3.17,-37.816989857919154,144.9610380792937
Seat,3.45,-37.81707697385486,144.9607398702854
Seat,3.45,-37.81708941520883,144.96070374419125
Bicycle Rails,3.17,-37.81721354944478,144.96025876764813
Bollard,1.7,-37.81461077413741,144.93872622510546
Bollard,1.7,-37.81460228619902,144.93875099768718
Bollard,1.0,-37.81571839823829,144.97205948858925
Bollard,2.45,-37.80317835348278,144.94844062066045
Picnic Setting,4.0,-37.795773005837276,144.92515303937552
Bollard,3.1,-37.811372218156414,144.96833826414957
Bollard,3.1,-37.81132778748171,144.9683172184016
Bollard,2.38,-37.78672551870166,144.95891445885007
Bollard,2.38,-37.78671555485166,144.95885432311948
Bollard,2.38,-37.78671762508073,144.95888537951944
Bollard,2.38,-37.786720898499574,144.958902662971
Bollard,2.38,-37.786672901383255,144.95884232470166
Bollard,2.38,-37.786673281541205,144.95892146023442
Bollard,2.38,-37.78667652099798,144.95887958383074
Bollard,2.38,-37.786674204961436,144.95886034365714
Bollard,2.38,-37.786675789813835,144.95889459286153
Bollard,2.38,-37.78667604945212,144.95890957462927
Bicycle Rails,3.17,-37.8176448506434,144.95950974528253
Bollard,2.41,-37.79695248334491,144.95323078388014
Bollard,2.41,-37.796959870745994,144.95322546941054
Bicycle Rails,3.11,-37.81603695727945,144.95852096701225
Litter Bin,3.0,-37.79546888967458,144.95021602013566
Litter Bin,3.0,-37.79547767313286,144.95022361338192
Litter Bin,4.33,-37.794931114375714,144.94948362804408
Bicycle Rails,2.02,-37.79569129959864,144.95208075939118
Bicycle Rails,3.0,-37.7957404154979,144.9521067724219
Bicycle Rails,2.02,-37.79570793323525,144.95208893105166
Bicycle Rails,2.02,-37.795716961141935,144.9520950414354
Bicycle Rails,2.02,-37.795724792420096,144.95209970850746
Bicycle Rails,3.0,-37.79573295833501,144.95210288997944
Bollard,1.0,-37.81211797662572,144.96639823740352
Bollard,2.4,-37.81972898192053,144.96954360438187
Bollard,2.0,-37.811776700838,144.9667008936947
Bollard,2.0,-37.8118130131525,144.9667162545738
Bollard,3.0,-37.82255763848507,144.97194102263126
Seat,1.79,-37.82365208276182,144.9714159520763
Seat,3.0,-37.82401727874529,144.971643169168
Bicycle Rails,2.91,-37.798247536014166,144.96901115488416
Bicycle Rails,2.91,-37.797919199460054,144.969071708783
Bicycle Rails,2.91,-37.7979105718041,144.96907308078633
Seat,3.0,-37.82466190616891,144.97200509258576
Seat,3.0,-37.82516390620271,144.97238444583184
Bollard,2.21,-37.81979036413643,144.96955475940436
Bollard,2.4,-37.819754054109055,144.9695499606929
Bollard,2.4,-37.819772233599565,144.9695537794188
Litter Bin,3.44,-37.807628897877684,144.96667735342797
Litter Bin,3.02,-37.82492102766636,144.96315314093678
Seat,4.41,-37.809032661361165,144.96089783096812
Bicycle Rails,4.12,-37.809069988764286,144.96091452359482
Bicycle Rails,4.12,-37.80908207683068,144.9609204383173
Bicycle Rails,4.01,-37.809098720437376,144.96111137417293
Bicycle Rails,4.01,-37.809093051421854,144.96113788224758
Bicycle Rails,3.15,-37.798831339070084,144.96410115680314
Bicycle Rails,3.15,-37.79884184645072,144.96409905116082
Bicycle Rails,3.09,-37.81341246463854,144.95469894654244
Litter Bin,2.94,-37.81420326720177,144.9404877064692
Bicycle Rails,2.02,-37.795699217003886,144.95208519694958
Bicycle Rails,4.01,-37.80907716280768,144.96119352246555
Bicycle Rails,3.01,-37.80906768935962,144.96122411070854
Seat,4.0,-37.80612474475646,144.95361452013174
Seat,4.0,-37.80615266841685,144.95360341329237
Seat,4.0,-37.80640112256462,144.95363971569753
Seat,4.0,-37.806515083747215,144.9536479279349
Seat,4.0,-37.80658594123459,144.9536182576307
Bollard,3.09,-37.81506153793605,144.95849569843466
Seat,4.0,-37.806511152432215,144.95375877957957
Seat,4.0,-37.806559935142545,144.95372415320278
Seat,4.0,-37.80671011768701,144.95363868196236
Seat,4.0,-37.80678630935128,144.95362556101887
Seat,4.0,-37.806949187961955,144.95359653046103
Seat,4.0,-37.80700679144616,144.9535872165127
Seat,4.0,-37.820211186637295,144.9451494297501
Seat,4.0,-37.82021891838719,144.9451638701736
Seat,4.0,-37.820203526150266,144.94482928022427
Seat,4.0,-37.82019291880505,144.94485661209842
Bicycle Rails,2.23,-37.79454788609315,144.9409844058002
Bollard,1.0,-37.79351690678954,144.94047735584158
Bollard,2.23,-37.793253287291506,144.94052226579672
Bicycle Rails,2.23,-37.79024420714431,144.94267438555792
Bollard,2.23,-37.790341714724846,144.94256607223997
Bollard,2.23,-37.79034722594481,144.94256171772665
Bollard,1.0,-37.79047185924975,144.94244311274443
Bicycle Rails,1.93,-37.817374978976765,144.95400158490494
Bicycle Rails,1.93,-37.81735150701656,144.95398882829585
Seat,1.93,-37.817247341527626,144.9539427432983
Bollard,2.79,-37.789128972387736,144.93455326453142
Bollard,1.0,-37.79047603125316,144.942439476713
Bollard,2.23,-37.79051304363859,144.9424018842791
Bollard,1.0,-37.79051722158965,144.9423985887521
Bollard,2.23,-37.79056201372106,144.94235237715296
Bollard,1.0,-37.790565825425546,144.94234875110743
Bicycle Rails,2.23,-37.79061370039709,144.9422881455978
Bicycle Rails,2.41,-37.79059681072422,144.9427605615572
Bollard,1.03,-37.817629767990574,144.98104088930376
Bollard,3.03,-37.81760360961652,144.98079247684208
Bollard,3.03,-37.81759456284433,144.9807116128519
Bicycle Rails,3.1,-37.8211267524099,144.957141862026
Bollard,3.17,-37.8141290888699,144.97085150822102
Seat,4.0,-37.82018726356619,144.94509022419146
Bollard,3.03,-37.81759289624633,144.98069325504284
Bollard,3.03,-37.817565863654416,144.9804464570691
Bollard,3.03,-37.81756527987104,144.9804281833614
Bollard,3.03,-37.81754144230083,144.9802258297238
Bollard,3.03,-37.81753904917915,144.98020715094378
Bollard,3.03,-37.81677119880519,144.9801466304774
Bollard,3.03,-37.81678513715985,144.98014488735282
Bollard,2.03,-37.81688980456311,144.98012624400235
Bollard,2.03,-37.817030212518894,144.9801054903411
Bollard,3.03,-37.81704809277459,144.98010239015463
Bollard,3.03,-37.81708879381165,144.9800952599051
Bollard,2.03,-37.817105164207106,144.98009345046452
Litter Bin,3.0,-37.81208792581266,144.9742484641215
Litter Bin,1.15,-37.79993846349437,144.9587043318334
Bollard,3.03,-37.81715724446721,144.980082488426
Bollard,3.03,-37.81717343471086,144.98008068389112
Bollard,1.03,-37.817236799748166,144.98007089100417
Bollard,1.03,-37.817378946860174,144.98004645450644
Bollard,1.03,-37.81739621995806,144.98004473403682
Bollard,1.03,-37.818212033628924,144.97990684825066
Bollard,3.03,-37.818228415705164,144.97990572001797
Litter Bin,3.02,-37.82817153806168,144.96605515642366
Bicycle Rails,3.16,-37.81839650881861,144.94665339241652
Bicycle Rails,3.16,-37.81840334848421,144.94665286207027
Bicycle Rails,3.16,-37.81841189858461,144.9466573963605
Bicycle Rails,3.16,-37.81834611387662,144.946621276769
Bicycle Rails,3.16,-37.81838909205394,144.94664666830516
Bollard,4.0,-37.82946543304175,144.97408265440754
Bicycle Rails,3.16,-37.81838235530946,144.94664276536935
Seat,3.42,-37.81503915929704,144.96928168232034
Litter Bin,3.42,-37.81523120722499,144.9693604808105
Seat,4.42,-37.81541354069375,144.96945079194586
Litter Bin,4.42,-37.815468241708146,144.96947167160295
Seat,3.42,-37.81529412836071,144.9691055501543
Seat,4.42,-37.81497965825832,144.96895638370813
Litter Bin,3.42,-37.81494858229222,144.96893633378542
Seat,3.42,-37.812986363865825,144.9683358166918
Seat,4.12,-37.813080758968184,144.96838002924557
Seat,3.42,-37.81303261885821,144.96805522359398
Seat,1.42,-37.81391794057397,144.96876067911936
Seat,4.12,-37.81434656947134,144.96896089876444
Seat,4.42,-37.81445483789855,144.96901007160335
Seat,4.42,-37.814622476645916,144.96878657885483
Bollard,3.0,-37.79272912463643,144.96978233365084
Bollard,3.0,-37.79275491367675,144.96977799370578
Litter Bin,3.36,-37.805606141977606,144.95454952660964
Bicycle Rails,3.03,-37.805842022784915,144.9546350190645
Bicycle Rails,3.03,-37.80584555257863,144.95467740121822
Bicycle Rails,3.09,-37.81781766094341,144.95437128470869
Bicycle Rails,3.09,-37.81780682977066,144.95441179814156
Bicycle Rails,3.15,-37.814398603413785,144.9445443065908
Bicycle Rails,3.15,-37.814408142415424,144.94454869938843
Bicycle Rails,3.15,-37.81441638184344,144.9445560816941
Picnic Setting,4.0,-37.782196118372475,144.94917776711765
Picnic Setting,4.0,-37.78230284760091,144.94908114185958
Picnic Setting,3.0,-37.78227106811492,144.94888115848102
Seat,3.0,-37.78124517135301,144.95736502341248
Seat,3.0,-37.77847776021332,144.95445829079767
Seat,3.0,-37.77850961654911,144.95445048668125
Bollard,3.0,-37.79296980188111,144.96981208507242
Bollard,3.0,-37.7925631151666,144.96981822107085
Seat,4.0,-37.7793893932523,144.95527313630888
Seat,4.0,-37.77939478310033,144.95508008138495
Seat,4.0,-37.77957623533586,144.95592891208952
Seat,4.0,-37.77956618910947,144.95590046286947
Seat,3.0,-37.78610367714627,144.9446779208684
Seat,3.0,-37.78603719144553,144.94510262739018
Seat,3.0,-37.781640522534786,144.957141810562
Seat,3.0,-37.778977136381265,144.9543875269044
Seat,4.0,-37.7794717968755,144.95634485235516
Seat,3.0,-37.78082097828578,144.95158917195278
Seat,3.0,-37.78307006539079,144.94276411422715
Seat,4.0,-37.78688347153981,144.9462538841697
Seat,3.0,-37.78473174039612,144.94189207879867
Seat,3.0,-37.78303108056763,144.94258045512197
Seat,3.0,-37.78418380876593,144.94189115598866
Seat,3.0,-37.783017118433925,144.9421887663899
Bollard,3.0,-37.79376038052267,144.96960669740076
Bollard,3.0,-37.79378598939794,144.96960236225033
Seat,4.0,-37.79709367874693,144.97396640978926
Bollard,3.17,-37.80017377999501,144.96703025914218
Seat,4.0,-37.79739185167989,144.92353107537815
Seat,4.0,-37.79738799654824,144.92354753714915
Hoop,4.0,-37.819665341787555,144.96973597449602
Hoop,3.0,-37.81964186672825,144.9699947240427
Hoop,4.0,-37.8197107721478,144.97000317403638
Hoop,4.0,-37.819602878098856,144.97058209769247
Hoop,4.0,-37.819668679839246,144.97058824757528
Hoop,4.0,-37.81958815807725,144.97083651730213
Hoop,4.0,-37.81965329406109,144.970840640787
Hoop,4.0,-37.819632907902715,144.9711428153981
Hoop,4.0,-37.819566297528446,144.97113157502983
Hoop,4.0,-37.819553888423016,144.97141558153976
Hoop,4.0,-37.81963002343332,144.9714147466623
Hoop,4.0,-37.8196346090842,144.9716652296313
Bollard,3.0,-37.79307758604466,144.96972339494684
Bollard,3.0,-37.79310337312339,144.96971894144662
Seat,3.24,-37.82136314587239,144.94479779437347
Litter Bin,3.0,-37.818387707178466,144.9711872492127
Seat,3.0,-37.83900343844815,144.9814834051723
Picnic Setting,4.0,-37.80945165237631,144.9549602290813
Seat,4.0,-37.78395103764853,144.94408942875555
Seat,3.0,-37.78184528910504,144.95090710073157
Seat,4.0,-37.781840899690685,144.95093969577636
Seat,4.0,-37.78921033937642,144.95309366793148
Seat,3.0,-37.79189977345039,144.955758178017
Seat,3.0,-37.79208538342699,144.95690399877978
Seat,4.0,-37.80297360845277,144.9658223668362
Seat,4.0,-37.802990024470624,144.96585451315167
Seat,4.0,-37.8031189441283,144.9658000930635
Seat,4.0,-37.80311431592252,144.96583474767212
Seat,4.0,-37.79577205596184,144.92509401178793
Seat,4.0,-37.80296651642554,144.9657613431776
Seat,3.0,-37.80309673813445,144.9657040477776
Seat,4.0,-37.80311178933135,144.96573543652465
Seat,4.0,-37.786573340919134,144.96285652418172
Seat,4.0,-37.78460456318624,144.96001542322318
Seat,3.0,-37.78454664871775,144.96025138115726
Seat,4.0,-37.784270585246645,144.95983327743215
Bollard,3.0,-37.78403648454136,144.96056324529417
Bollard,3.0,-37.78402587009068,144.96057477837402
Bollard,3.0,-37.78366090849613,144.96023224533158
Bollard,4.0,-37.783651746391925,144.9602339733594
Bollard,4.0,-37.783668994436944,144.96030367166102
Bollard,4.0,-37.78365964431944,144.9603049506584
Bollard,4.0,-37.78367357335906,144.96043798635037
Bollard,4.0,-37.783682381062704,144.96043660873354
Bollard,3.0,-37.78281536615057,144.9609576639868
Bollard,3.0,-37.78283273173812,144.96093527223735
Bollard,3.0,-37.782841342967245,144.96092254544754
Bollard,3.0,-37.78284929026657,144.96090790661145
Bollard,3.0,-37.782855230368206,144.96089184683453
Bollard,3.0,-37.78285902634894,144.96087686790506
Bollard,3.0,-37.78286206832351,144.9608599794067
Bollard,3.0,-37.78286211620294,144.9608419241889
Bollard,3.0,-37.78286112837187,144.96082650900902
Seat,3.0,-37.77868914538127,144.96077097010965
Seat,4.0,-37.818425583363876,144.974161657402
Picnic Setting,4.0,-37.81112472341439,144.98670019962398
Picnic Setting,4.0,-37.81124889127986,144.98647271255604
Seat,3.0,-37.78690716918086,144.94144280569907
Seat,3.0,-37.78547330975926,144.96659790735472
Seat,3.0,-37.80581822857166,144.95340558658492
Seat,3.0,-37.79926400132194,144.9424329976194
Seat,3.0,-37.799285016288934,144.94243400444827
Seat,3.0,-37.799755465250925,144.941569726233
Seat,3.0,-37.79975268878371,144.94154493102428
Seat,3.3,-37.82163480380041,144.94937959092402
Seat,3.0,-37.79974291455409,144.9414549125759
Seat,3.0,-37.799740010286214,144.94142796305488
