feature,condition_rating,Latitude,Longitude
Bollard,3.0,-37.799416754229505,144.93556937837155
Bollard,3.0,-37.79940445123821,144.93561810236625
Bollard,1.61,-37.79473733902189,144.94470553535479
Bollard,1.0,-37.79356850877239,144.94493246144503
Bollard,3.0,-37.82586203133778,144.9787513968203
Bollard,3.0,-37.79903592313052,144.93560564879098
Bollard,3.0,-37.799182922347306,144.93552955190853
Bollard,3.0,-37.79922521125135,144.93575710681165
Bollard,3.0,-37.79938219479563,144.93514535635006
Bollard,3.0,-37.79947652883158,144.9355297811578
Bollard,3.0,-37.78553890633797,144.95319543088777
Bollard,3.0,-37.79900617929072,144.9356413431744
Bollard,3.0,-37.799128403520214,144.93553481773728
Bollard,3.0,-37.79944692383556,144.9350388407873
Bollard,3.0,-37.79940980160261,144.93510086252286
Bollard,3.0,-37.799384423981266,144.9352724942634
Bollard,3.0,-37.79940634307523,144.93565405184708
Bollard,1.25,-37.82014352638936,144.9698626039572
Bollard,3.0,-37.78726430824093,144.95040789917272
Bollard,3.0,-37.79891913451013,144.9357960649735
Bollard,3.0,-37.79892709402218,144.93576688284818
Bollard,3.0,-37.79765092640669,144.92602596321666
Bollard,3.0,-37.799142643604554,144.93552976483397
Bollard,3.0,-37.79921022528325,144.9355808072949
Bollard,3.0,-37.79921717528297,144.93559685446598
Bollard,3.0,-37.799231343809815,144.93574194468118
Bollard,3.0,-37.79945785457414,144.9350197970608
Bollard,3.0,-37.799391315618365,144.9351310194891
Bollard,3.0,-37.7993855630372,144.9352912018293
Bollard,3.0,-37.79940804042053,144.935673766025
Bollard,3.0,-37.799409576326646,144.9357253982817
Bollard,3.0,-37.798928581655076,144.93587745932808
Bollard,3.0,-37.798923797057384,144.93584613343197
Bollard,2.48,-37.79965376743014,144.9697499259931
Bollard,2.89,-37.799660191144596,144.96985071601665
Bollard,3.0,-37.82215143535199,144.9727077425727
Bollard,3.0,-37.79908043156553,144.93556397831523
Bollard,3.0,-37.785787303244746,144.95312987144516
Bollard,3.0,-37.78528108904264,144.95354864513357
Bollard,3.0,-37.78563140968957,144.95310453618427
Bollard,3.0,-37.78591248188179,144.95334795563448
Bollard,3.0,-37.78542589733267,144.95336648990346
Bollard,3.0,-37.785470162158,144.95334153664967
Bollard,3.0,-37.78587619363553,144.95334963811743
Bollard,3.0,-37.78548470491791,144.95386732817582
Bollard,3.0,-37.785478729133956,144.95332631163683
Bollard,3.0,-37.781464263147015,144.95198437214663
Bollard,3.0,-37.78548610389011,144.9538907945322
Bollard,3.0,-37.785474559606634,144.9539317639994
Bollard,1.0,-37.80308345539624,144.95126144173884
Bollard,1.0,-37.80451277587322,144.94437162006062
Bollard,3.0,-37.787205660763,144.95033650504215
Bollard,3.0,-37.78548251128787,144.95391224110628
Bollard,3.0,-37.78545732617112,144.9533548355297
Bollard,3.0,-37.78592906812099,144.95333784618174
Bollard,3.0,-37.79625002159041,144.9218579639085
Bollard,3.0,-37.79521667436643,144.92396970127638
Bollard,3.0,-37.79476179244205,144.92345515747846
Bollard,3.0,-37.795970422211006,144.91837489691537
Bollard,3.0,-37.794556708408365,144.92069846114572
Bollard,3.0,-37.79504909527989,144.91969244193484
Bollard,2.0,-37.796769051781,144.92128353180723
Bollard,3.0,-37.796801941399295,144.92123229953037
Bollard,3.0,-37.7970121536817,144.92086299032718
Bollard,3.0,-37.79703130040801,144.9208296324458
Bollard,3.11,-37.808630930964526,144.95798642759092
Bollard,3.06,-37.83778100703306,144.98273542491688
Bollard,3.06,-37.83778297980953,144.98274537071626
Bollard,3.0,-37.79523199753209,144.9209866057015
Bollard,3.0,-37.79543366260021,144.91941398068948
Bollard,3.0,-37.79549972293522,144.91921020833666
Bollard,3.0,-37.79545363852485,144.91928986138365
Bollard,3.0,-37.79775590253262,144.9196338789422
Bollard,3.0,-37.79776550051894,144.91964155946266
Bollard,3.0,-37.79629861049736,144.9205366194903
Bollard,3.0,-37.79472413397226,144.9234761992602
Bollard,3.0,-37.794640440669035,144.9205512058655
Bollard,3.0,-37.79458254421052,144.9206509484541
Bollard,3.0,-37.79445632842637,144.92001523797913
Bollard,3.0,-37.79461490606251,144.92000340853014
Bollard,3.09,-37.81567597412259,144.96229437606544
Bollard,3.09,-37.81571393776921,144.96231139403898
Bollard,3.09,-37.81575189944871,144.96232829848623
Bollard,3.09,-37.81578896430901,144.96234545480473
Bollard,3.09,-37.81582694366827,144.9623633811729
Bollard,3.0,-37.79474267655354,144.92005354056082
Bollard,3.0,-37.79626189934823,144.92082054280826
Bollard,3.0,-37.795703718580434,144.92171428204998
Bollard,3.0,-37.79568846803803,144.9216977882049
Bollard,3.0,-37.79603987128127,144.92096974784556
Bollard,3.0,-37.795249393113,144.9239138199004
Bollard,3.0,-37.79468687387399,144.92346361491835
Bollard,3.0,-37.79625024167967,144.92080849094387
Bollard,3.0,-37.79609889106807,144.91812803202893
Bollard,1.25,-37.79108232901479,144.94384736609481
Bollard,2.86,-37.791308776134066,144.9210293582695
Bollard,3.0,-37.79464479431763,144.92064466043215
Bollard,3.0,-37.79466073447924,144.92061343765351
Bollard,3.0,-37.79451425542521,144.9200244017913
Bollard,3.0,-37.7945958856953,144.92003880610744
Bollard,3.0,-37.795048322453496,144.91949565634926
Bollard,3.0,-37.79505325868831,144.91956592784965
Bollard,3.0,-37.79498785113438,144.9193577822616
Bollard,3.0,-37.79363712403281,144.91780489801823
Bollard,3.0,-37.79672603238204,144.92124589783103
Bollard,3.0,-37.79678151158677,144.92126955445718
Bollard,3.0,-37.796337895039585,144.9205719726827
Bollard,3.0,-37.79660716222229,144.92223624030356
Bollard,3.0,-37.796095569752424,144.92177166661466
Bollard,3.0,-37.796109935516526,144.92178398341045
Bollard,2.86,-37.792206258815064,144.92011093612032
Bollard,3.0,-37.7871958955953,144.95032428403766
Bollard,3.0,-37.7961320728829,144.9217464539802
Bollard,3.0,-37.796236464484416,144.92184551084713
Bollard,3.0,-37.79466711189497,144.92346723451388
Bollard,3.0,-37.79606937965678,144.92099753918043
Bollard,3.0,-37.79488984110741,144.9192119901294
Bollard,3.0,-37.79681081623159,144.92121433424686
Bollard,3.0,-37.79699343927225,144.92089531396218
Bollard,3.0,-37.796548353196656,144.91849779249875
Bollard,3.0,-37.79611032986428,144.91820925133965
Bollard,3.0,-37.79487309010726,144.9199931006261
Bollard,3.0,-37.794784419986506,144.9200444202634
Bollard,3.0,-37.794974865324534,144.9193776796821
Bollard,3.0,-37.79632800685156,144.9205631646531
Bollard,3.0,-37.794592173623144,144.92063489307998
Bollard,3.0,-37.79448836979363,144.91999764542751
Bollard,2.86,-37.791736066534675,144.9216241288395
Bollard,3.14,-37.793533197298075,144.91847658342155
Bollard,3.14,-37.79338676199603,144.9183494159408
Bollard,3.14,-37.793401774438365,144.91835751169668
Bollard,3.14,-37.79341375471955,144.91837250628387
Bollard,3.0,-37.79505458010644,144.91964072978476
Bollard,3.0,-37.795009020993845,144.9193216426244
Bollard,3.0,-37.79466971934798,144.92059660538288
Bollard,3.0,-37.79463089564264,144.92066901212328
Bollard,3.0,-37.794602171608396,144.92072137550352
Bollard,3.0,-37.79374602968616,144.91788894267825
Bollard,3.0,-37.79672170972139,144.92234398571634
Bollard,3.0,-37.79463919000093,144.92065390268607
Bollard,2.8,-37.79461886202335,144.92058463090368
Bollard,1.0,-37.82003082219932,144.98122755051878
Barbeque,4.0,-37.78998719902451,144.94502340388996
Bollard,3.0,-37.78749361013165,144.95080910678308
Bollard,3.0,-37.794631878110586,144.92056643639862
Bollard,3.0,-37.795055008814224,144.91958847808647
Bollard,3.0,-37.79472158165978,144.92005822052886
Bollard,3.0,-37.794820925031644,144.92002954154543
Bollard,3.0,-37.7946121152269,144.92070269935562
Bollard,3.0,-37.794896735639696,144.91924007417305
Bollard,3.0,-37.79702104849531,144.92084616006343
Bollard,3.0,-37.795592775381614,144.9191366189632
Bollard,3.0,-37.79485525014588,144.92000859148854
Bollard,3.0,-37.79461470500317,144.92059928364066
Bollard,3.0,-37.796565936025,144.91851365255752
Bollard,3.0,-37.79465367308496,144.92062692263278
Bollard,2.8,-37.79492968633032,144.91924335149182
Bollard,2.8,-37.79494220493896,144.91925821785296
Litter Bin,4.0,-37.8277139288956,144.9823701958178
Bollard,3.0,-37.79447363554743,144.91998488531743
Bollard,3.0,-37.79455751732757,144.92006043729327
Bollard,3.0,-37.794712668058345,144.92004336652437
Bollard,3.0,-37.794841825602646,144.92001896167451
Bollard,3.0,-37.79503409867617,144.9194862888613
Bollard,3.0,-37.794997834636455,144.91934137600418
Bollard,3.0,-37.79487931057249,144.91926884059342
Bollard,3.0,-37.79373137194918,144.9178907169574
Bollard,3.0,-37.796082296319504,144.92100944218333
Bollard,3.0,-37.796790914838894,144.9212508929664
Bollard,3.0,-37.79558618841557,144.91914634328592
Bollard,3.0,-37.79454391594163,144.92004548767443
Bollard,3.11,-37.807202834121135,144.95806938591036
Bollard,3.17,-37.800265842499385,144.96701240246273
Bollard,3.17,-37.80028487768695,144.96700835975366
Bollard,4.0,-37.781518319103625,144.95388645108054
Bollard,3.0,-37.78419936563977,144.9488269374237
Bollard,3.0,-37.807126084578776,144.97127255254816
Bollard,3.0,-37.79444046446365,144.92004566371313
Bollard,3.0,-37.794502331475655,144.92001258492115
Bollard,3.0,-37.794585623853244,144.9200547657327
Bollard,3.0,-37.79779668448731,144.91966725963044
Bollard,3.0,-37.79599278197597,144.9184162886295
Bollard,3.0,-37.796000541611875,144.9184015343686
Bollard,3.0,-37.7970026123248,144.92087893017512
Bollard,3.0,-37.79534807512667,144.92078790605788
Bollard,3.17,-37.79969384262273,144.96711031262663
Bollard,2.21,-37.821819587525,144.9748579655366
Bollard,3.0,-37.79530500398858,144.92086474793373
Bollard,3.0,-37.79564744840148,144.92166112054687
Bollard,3.0,-37.79611823352889,144.92173332747169
Bollard,3.0,-37.79524762322891,144.92399745319972
Bollard,3.0,-37.79531854019271,144.9240584964412
Bollard,3.0,-37.79542744993765,144.9194244894201
Bollard,3.0,-37.7954789803914,144.91933173725175
Bollard,3.0,-37.794676974913465,144.92058390990076
Bollard,3.0,-37.794832659110675,144.91915828886837
Bollard,3.0,-37.796008289224936,144.92094190110632
Bollard,3.0,-37.796707331995314,144.9223309876473
Bollard,3.0,-37.795445578470904,144.91930292039478
Bollard,3.0,-37.794449387244825,144.92003042305802
Bollard,3.0,-37.794906116695316,144.91922527472468
Bollard,3.0,-37.79620924181722,144.9207729586285
Bollard,1.0,-37.79767794669134,144.9690033606865
Bollard,1.0,-37.797667946639926,144.96893038233117
Bollard,1.25,-37.79745783986251,144.9689854263091
Bollard,3.0,-37.7954870625087,144.91931992683536
Bollard,3.0,-37.794706898057996,144.92346464410397
Bollard,3.0,-37.79488795701283,144.9192532668149
Bollard,3.0,-37.79778645398946,144.9196594832807
Bollard,3.0,-37.796598913854226,144.91854395774035
Bollard,3.0,-37.796236049951695,144.92079582873825
Bollard,3.0,-37.79609400997483,144.92101956185994
Bollard,3.0,-37.79623018802217,144.92189327104438
Bollard,3.0,-37.794622954102906,144.92352343593427
Bollard,3.0,-37.79555994976948,144.919104719719
Bollard,3.0,-37.795553418965,144.91911762229137
Bollard,3.0,-37.79539302515427,144.9193938841983
Bollard,1.25,-37.79762287733645,144.969013386734
Bollard,3.0,-37.795292645395705,144.92403628122756
Bollard,3.0,-37.79457125274862,144.9200727711915
Bollard,3.0,-37.7946061914981,144.92002023327683
Bollard,3.0,-37.79480165965832,144.92003576010947
Bollard,3.0,-37.795055492064535,144.9196158335746
Bollard,3.0,-37.795399395899764,144.9193821218195
Bollard,3.0,-37.79381232359456,144.9176832366065
Bollard,3.0,-37.79460311003099,144.9206163026493
Bollard,2.0,-37.79608157354847,144.91818325705663
Bollard,3.0,-37.79614487395996,144.91812424259712
Bollard,3.0,-37.79611357757611,144.918143178259
Bollard,3.0,-37.794573277090315,144.92066710722938
Bollard,3.0,-37.79456436825425,144.9206831423909
Bollard,3.0,-37.7947626185457,144.9200499150028
Bollard,3.0,-37.79780521764302,144.9196758785839
Bollard,1.0,-37.7756373806459,144.94007526208577
Bollard,1.0,-37.775625358354,144.9400783206469
Bollard,1.0,-37.77560735423457,144.94007427900758
Bollard,3.0,-37.796983431515464,144.92091035833917
Bollard,3.0,-37.795962386341614,144.9183893182295
Bollard,3.0,-37.79703993101105,144.9208131502848
Bollard,3.0,-37.79621599039569,144.9218802680983
Bollard,3.0,-37.793843099728996,144.9177113309146
Bollard,3.0,-37.79565895781883,144.92166988320997
Bollard,3.0,-37.7952382580211,144.92393139349917
Bollard,3.0,-37.795540846694664,144.91922722484537
Bollard,3.0,-37.79462361583135,144.9205833619661
Bollard,3.0,-37.7950499064845,144.91951900619395
Bollard,3.0,-37.79505277141593,144.91953834534672
Bollard,3.0,-37.79058369526175,144.9236398202413
Bollard,3.0,-37.79059438999067,144.92362282785345
Bollard,1.0,-37.823292938845526,144.91825938333645
Bollard,1.0,-37.823196941374505,144.91832433794775
Bollard,1.0,-37.823328962630306,144.91842628345378
Bollard,1.0,-37.823370070167144,144.91843728443098
Bollard,1.0,-37.82260689851071,144.91814324214857
Bollard,1.0,-37.822638878495795,144.91796932029862
Bollard,3.0,-37.79060496862938,144.9236043624599
Bollard,3.0,-37.79366904506623,144.92347133317742
Bollard,3.0,-37.79367720965092,144.92347950818666
Bollard,3.0,-37.79368869685551,144.92351768422006
Bollard,3.0,-37.793682369754364,144.92351150188017
Bollard,3.0,-37.82423109603274,144.97707311041307
Bollard,3.0,-37.824099339429424,144.97694696559773
Bollard,4.0,-37.824055974114074,144.97691440767832
Bollard,1.0,-37.822876933591566,144.91822733460126
Bollard,1.0,-37.82282393022227,144.91821121494698
Bollard,1.0,-37.822770930866604,144.91819532241522
Bollard,1.0,-37.822717911431,144.91817829439958
Bollard,3.0,-37.82755804380768,144.98178239167876
Bollard,3.0,-37.82426622900226,144.97710907438807
Bollard,3.0,-37.779317837191236,144.95487850940282
Bollard,3.0,-37.77929157869287,144.95488173105005
Bollard,3.0,-37.77930120093535,144.954880557511
Bollard,3.0,-37.77928340947063,144.95488354578598
Bollard,3.0,-37.77937042652733,144.95487104223653
Bollard,3.0,-37.77937850567436,144.95486922997935
Bollard,3.0,-37.8021564808004,144.9659354207177
Bollard,3.0,-37.80213005537582,144.96569422846315
Bollard,3.0,-37.80218643631061,144.96617753849984
Bollard,4.0,-37.8026940818717,144.96559913436533
Bollard,4.0,-37.809609938618614,144.97245142123643
Bollard,3.0,-37.82216052593296,144.9726756838463
Bollard,3.0,-37.82215648974358,144.97269249452842
Bollard,1.0,-37.82163837741782,144.98399084836657
Bollard,3.0,-37.779262930161536,144.95563495646823
Bollard,4.0,-37.80971192220172,144.9723554893429
Bollard,4.0,-37.809685926053334,144.9723425699644
Bollard,4.0,-37.80973891113259,144.97236849515897
Bollard,4.0,-37.8100438843907,144.9726415106435
Bollard,4.0,-37.81002591912919,144.97261349135857
Bollard,4.0,-37.81208398102831,144.97399299085941
Bollard,4.0,-37.812111051630716,144.97401599148398
Bollard,4.0,-37.78347950345792,144.94436603906726
Bollard,4.0,-37.78348938982758,144.94436451611296
Bollard,4.0,-37.813082040767355,144.97629391138895
Bollard,4.0,-37.81283700502446,144.97711699391078
Bollard,4.0,-37.81275997903582,144.97734400988435
Bollard,3.04,-37.83430300688968,144.978684420052
Bollard,3.0,-37.784192895242484,144.94885902341701
Bollard,3.0,-37.79921881841951,144.93577284404157
Bollard,3.0,-37.794750701448166,144.9234752282013
Bollard,3.0,-37.79159168726374,144.92130180562077
Bollard,3.0,-37.79162069470661,144.92117868927707
Bollard,3.0,-37.79175254964207,144.92097524234856
Bollard,3.0,-37.791423078252436,144.92204227990618
Bollard,3.0,-37.79144730949339,144.92200594347494
Bollard,3.0,-37.791435193874406,144.92202411169353
Bollard,3.0,-37.7913851621714,144.92210489115612
Bollard,3.0,-37.79137139523101,144.9221265123742
Bollard,3.0,-37.79129644999487,144.92185255065968
Bollard,3.0,-37.79122679096144,144.92197521537315
Bollard,3.0,-37.79101878551576,144.92229616774358
Bollard,3.0,-37.79096369360377,144.9223915102097
Bollard,1.0,-37.82260213882647,144.98644741029594
Bollard,1.0,-37.82266515811971,144.98665450908857
Bollard,1.0,-37.822539048524064,144.98624144986883
Bollard,1.0,-37.82247300284704,144.98603659260704
Barbeque,4.0,-37.82785043366638,144.98340504092684
Bollard,3.0,-37.796175539870354,144.91815120536214
Bollard,3.0,-37.79095082733269,144.9224131060192
Bollard,3.0,-37.790915541165894,144.92247666502936
Bollard,3.0,-37.790938474590874,144.9226681631882
Bollard,3.0,-37.79245839320622,144.92116667821597
Bollard,3.0,-37.792470316600884,144.92115294385115
Drinking Fountain,4.0,-37.798924491881245,144.92595592847908
Drinking Fountain,4.0,-37.7981300933256,144.9217175971122
Drinking Fountain,4.0,-37.79686727949099,144.952046464975
Drinking Fountain,4.0,-37.79634473440512,144.95295625926101
Bollard,1.0,-37.821863174845,144.98449346246895
Bollard,1.0,-37.8218690906566,144.9845073887734
Bollard,1.0,-37.82187409210166,144.98452054470727
Bollard,3.0,-37.77698057676445,144.95027699329768
Bollard,4.0,-37.78546752454622,144.95393661360256
Drinking Fountain,4.0,-37.79332999851195,144.97374160438724
Drinking Fountain,4.0,-37.839918521598555,144.9812959600913
Drinking Fountain,4.0,-37.80696316737549,144.97097533310074
Drinking Fountain,4.0,-37.83210001827241,144.975544260503
Drinking Fountain,4.0,-37.82220232720067,144.956603131736
Drinking Fountain,4.0,-37.81108547106561,144.986823716213
Drinking Fountain,3.0,-37.82072500491043,144.97068041637496
Drinking Fountain,3.0,-37.828673986591355,144.9672264971803
Drinking Fountain,3.0,-37.84105383065132,144.98474159117376
Bollard,1.0,-37.8216168446734,144.98394905911354
Bollard,1.0,-37.82162393347687,144.98396306701525
Bollard,3.0,-37.77925278625647,144.95564761191542
Drinking Fountain,3.0,-37.82087796877212,144.97293196853022
Drinking Fountain,3.0,-37.809792956338455,144.95510199726527
Drinking Fountain,4.0,-37.80225790808832,144.96613628041044
Drinking Fountain,4.0,-37.80262121799853,144.96563804631617
Drinking Fountain,2.69,-37.7989933421049,144.94335952463908
Hoop,4.0,-37.7829506580538,144.96024087246158
Hoop,4.0,-37.78261819212598,144.96045303363658
Hoop,4.0,-37.78771322704399,144.96266806103364
Hoop,4.0,-37.787514706800245,144.96270508142246
Hoop,4.0,-37.78175911034252,144.95326383033918
Hoop,4.0,-37.782500354247695,144.95398619865912
Hoop,4.0,-37.78250072422761,144.95383630790064
Hoop,4.0,-37.78263919708425,144.95403641763622
Hoop,4.0,-37.783298628574926,144.95479103378327
Hoop,4.0,-37.786324170820556,144.96289334453667
Hoop,4.0,-37.78712252394182,144.96276820057838
Bollard,1.0,-37.81891800903748,144.9793654852384
Bollard,1.0,-37.818926073604835,144.9793785567647
Hoop,4.0,-37.78732800553739,144.962732465608
Hoop,4.0,-37.787224756803276,144.96275483242545
Hoop,4.0,-37.78721582365746,144.96275416933898
Hoop,4.0,-37.786266288792056,144.96252713975892
Hoop,4.0,-37.7862569887045,144.96255214948496
Hoop,4.0,-37.782542597817994,144.96039663553577
Hoop,4.0,-37.781821082515044,144.96032200105768
Hoop,4.0,-37.786923314209275,144.96280183268246
Hoop,4.0,-37.78652135033922,144.96286737677494
Hoop,4.0,-37.78627638609019,144.96280869803402
Hoop,4.0,-37.78625416522576,144.962472286581
Hoop,4.0,-37.78742708183233,144.96271895694255
Hoop,4.0,-37.78301683571459,144.9602374633388
Hoop,4.0,-37.786816842143764,144.96282019988115
Hoop,4.0,-37.78672154135514,144.96283837378314
Hoop,4.0,-37.78367810640384,144.9552524766634
Hoop,4.0,-37.78303006454774,144.96019996982534
Hoop,4.0,-37.78701341418632,144.96278516413932
Hoop,4.0,-37.78682422045396,144.9628195430423
Hoop,4.0,-37.78671442541745,144.96283856920346
Bollard,1.0,-37.819062064353865,144.97960455220777
Bollard,1.0,-37.81907003687195,144.9796175126929
Bollard,1.0,-37.81907802497586,144.97963138157522
Bollard,1.0,-37.82002310839557,144.9812139010208
Bollard,3.0,-37.82759607975646,144.98175647351118
Hoop,4.0,-37.78626747622024,144.96246033868667
Hoop,4.0,-37.78369319872567,144.95546257818185
Hoop,3.0,-37.781558162637786,144.95335805196308
Hoop,4.0,-37.782024721510076,144.95327614629636
Hoop,4.0,-37.78251406762771,144.953857400069
Hoop,4.0,-37.783115414804485,144.95458840735364
Hoop,4.0,-37.7833094215502,144.95480538382753
Hoop,4.0,-37.786235834406504,144.96267332246524
Hoop,4.0,-37.781727253716994,144.95283085495143
Hoop,4.0,-37.78201000781556,144.95325917979602
Hoop,4.0,-37.783111986227844,144.95462449622298
Hoop,4.0,-37.783188224899256,144.954676329149
Hoop,4.0,-37.786288236896674,144.96259251054477
Hoop,4.0,-37.78780686936205,144.96265299812484
Hoop,3.0,-37.78166027110919,144.95304718885143
Bollard,1.0,-37.821544274277784,144.98381073012146
Hoop,4.0,-37.78198035222703,144.95324841630412
Hoop,4.0,-37.78243745030115,144.9539342262409
Hoop,4.0,-37.78268218849077,144.9540211523363
Hoop,3.0,-37.783100400297656,144.9546111900252
Hoop,4.0,-37.78390657927452,144.95552380453174
Hoop,4.0,-37.78627950229068,144.96260853414566
Hoop,4.0,-37.787721049837174,144.96266705129747
Hoop,4.0,-37.78761334817922,144.96268726957302
Hoop,4.0,-37.783105945921896,144.9545776543702
Hoop,4.0,-37.78296459603617,144.9602079013532
Hoop,4.0,-37.78276248796746,144.96025626509336
Hoop,3.0,-37.782732965684716,144.9602999972743
Hoop,4.0,-37.78277646742628,144.96035057845955
Hoop,4.0,-37.78180856919679,144.96024990340246
Hoop,4.0,-37.786914670920766,144.96280229715896
Hoop,4.0,-37.787524325207,144.96270368171622
Hoop,4.0,-37.78702157765029,144.96278300954287
Hoop,4.0,-37.781613788615296,144.95306379978172
Hoop,4.0,-37.781738388023854,144.95320706192567
Hoop,4.0,-37.782452538003795,144.95395197747723
Hoop,3.0,-37.78263303690654,144.95398787624737
Hoop,4.0,-37.782693038726784,144.9540387934114
Hoop,4.0,-37.78731919584279,144.96273372954147
Bollard,1.0,-37.82339610092198,144.9176823097513
Bollard,1.0,-37.823463994748174,144.91774038638522
Hoop,3.0,-37.78272544395533,144.96032359461103
Hoop,4.0,-37.78277220652551,144.9602294280401
Hoop,4.0,-37.78186586322806,144.96028511683568
Hoop,4.0,-37.78219312874585,144.96044916296023
Hoop,4.0,-37.786288445652445,144.96279212893782
Hoop,4.0,-37.78741798031625,144.96271897980537
Hoop,4.0,-37.78628060804604,144.96251096276183
Hoop,4.0,-37.786243200078324,144.96256774413604
Hoop,4.0,-37.78264101593975,144.96023065046205
Hoop,4.0,-37.781827299589665,144.96025949396014
Hoop,4.0,-37.78217664631044,144.96047050843458
Hoop,4.0,-37.78653096875058,144.96286597711432
Hoop,4.0,-37.78624657596087,144.96265349655363
Hoop,4.0,-37.787815477306964,144.96265049061614
Hoop,4.0,-37.781714313880556,144.95284336126997
Hoop,4.0,-37.7816432844823,144.95301870364287
Hoop,4.0,-37.78317887113447,144.95466182592176
Hoop,3.0,-37.78395255194293,144.9557789292844
Bollard,1.0,-37.82314394002481,144.91830833171562
Bollard,3.0,-37.78671762189502,144.95886959581995
Bollard,3.0,-37.79526447276175,144.924012653453
Hoop,4.0,-37.78393821016594,144.9557574096841
Hoop,3.0,-37.78392284560613,144.9555419781459
Hoop,4.0,-37.782768647946654,144.96037259434144
Hoop,4.0,-37.78262912412173,144.9602620890639
Hoop,4.0,-37.7822111231057,144.96036941350187
Hoop,4.0,-37.78223225404975,144.9603458963803
Hoop,4.0,-37.7866138374429,144.96285325457256
Hoop,4.0,-37.78631245191375,144.9629087687514
Hoop,4.0,-37.78626602371242,144.96290254929514
Hoop,4.0,-37.7836635883264,144.95523118919857
Hoop,4.0,-37.78711218100552,144.9627693930583
Hoop,4.0,-37.78791020444841,144.96263562497103
Hoop,4.0,-37.78762361478164,144.9626868740441
Hoop,4.0,-37.7816501722422,144.95299500988807
Hoop,4.0,-37.781620002469474,144.95303762665395
Hoop,3.0,-37.78165227088485,144.95306909658373
Hoop,4.0,-37.781725847298645,144.95318549376822
Bollard,1.0,-37.77556045540442,144.93987632692495
Bollard,1.0,-37.82203997580232,144.98491933699273
Bollard,3.0,-37.7882470826335,144.9496387780277
Hoop,4.0,-37.781747083110865,144.95324588143112
Hoop,4.0,-37.78158335745812,144.95328843547412
Hoop,4.0,-37.78264416722881,144.95400607731258
Hoop,4.0,-37.782654171652766,144.95405803262778
Hoop,4.0,-37.819622271957925,144.97028517600208
Hoop,4.0,-37.81960481614488,144.97194982577034
Hoop,4.0,-37.81968752147763,144.970295884877
Hoop,4.0,-37.81966556613699,144.97193998349337
Hoop,4.0,-37.833956077129706,144.98181642593335
Hoop,4.0,-37.78267882613338,144.9418695476665
Hoop,4.0,-37.78268625468223,144.9418666164869
Hoop,4.0,-37.78269360703929,144.94186448224198
Hoop,4.0,-37.7826729308263,144.94187254985755
Hoop,4.0,-37.79026625516207,144.94464422535535
Hoop,4.0,-37.82045999591627,144.97528842715943
Hoop,4.0,-37.820436967185266,144.97526463152747
Hoop,4.0,-37.8204450148802,144.97527145507587
Hoop,4.0,-37.819681449717216,144.96952036869385
Bollard,1.0,-37.7755184012084,144.9395483566414
Bollard,1.0,-37.775516425782186,144.9395333113456
Bollard,1.0,-37.77551443248789,144.9395172447325
Bollard,1.0,-37.77551236896889,144.93950231541928
Bollard,1.0,-37.77551136846973,144.93948633477675
Hoop,3.0,-37.8197097930268,144.97001433397878
Hoop,4.0,-37.81955426820322,144.97142193291037
Hoop,4.0,-37.81966482481471,144.96974780338982
Hoop,3.0,-37.81963530015456,144.9716739581545
Hoop,4.0,-37.8204679750136,144.97529650223638
Hoop,4.0,-37.8196409776828,144.9700058815068
Hoop,4.0,-37.81956916729371,144.97167997189655
Hoop,4.0,-37.83395406689637,144.9817885288927
Hoop,3.0,-37.81966810210952,144.97059655643105
Hoop,4.0,-37.83395008432431,144.98174545981695
Hoop,4.0,-37.82047398612133,144.97530542632666
Hoop,4.0,-37.8195875548901,144.9708433500047
Hoop,4.0,-37.819630401257406,144.97142098448987
Bollard,1.0,-37.82280293187172,144.9171003873262
Bollard,1.0,-37.82277395294334,144.91698032426632
Bollard,1.0,-37.822830937704225,144.91699735354322
Bollard,1.0,-37.82288793853433,144.91701529124984
Hoop,4.0,-37.83033506949395,144.97463798602672
Hoop,4.0,-37.81860595752446,144.97047001398485
Hoop,4.0,-37.81860499205445,144.97048196859146
Hoop,4.0,-37.818600964029805,144.970494007083
Hoop,4.0,-37.8186030278388,144.9705039474891
Hoop,4.0,-37.81860102461254,144.97050797841206
Hoop,4.0,-37.78104553108533,144.955872537677
Hoop,4.0,-37.781156464721874,144.95591399056164
Hoop,4.0,-37.78110762037679,144.95589319519638
Hoop,4.0,-37.78099518894515,144.95585371387384
Litter Bin,3.0,-37.80036965201745,144.97261577354675
Bollard,1.0,-37.823181888680274,144.91721333751798
Bollard,1.0,-37.82322894061861,144.91712226457892
Bollard,1.0,-37.82323696181209,144.9172292847221
Bollard,1.0,-37.82328594344057,144.91714031601592
Bollard,3.0,-37.783913507749475,144.94660282935982
Litter Bin,4.0,-37.79442099634764,144.9190813739934
Litter Bin,5.0,-37.785289243785456,144.94186832264367
Litter Bin,3.0,-37.80076963788256,144.9701333483283
Litter Bin,4.0,-37.793362605904015,144.97374071349503
Litter Bin,4.0,-37.80321647841569,144.9652539468892
Litter Bin,3.0,-37.77779421829549,144.9541367448719
Litter Bin,4.0,-37.778666290089205,144.96171012094499
Bollard,3.14,-37.793431368205454,144.91850226749452
Bollard,3.14,-37.793446661091565,144.9185160335156
Bollard,3.14,-37.7934583970116,144.91852740101086
