Time,163 year design rainfall - FEH 2013 model,Urban net rain mm (163 year) - urbanised model,Rural net rain mm (163 year) - urbanised model,Sewer loss m3/s (163 year) - urbanised model,Total net rain mm (163 year) - urbanised model,Direct runoff m3/s (163 year) - urbanised model,Baseflow m3/s (163 year) - urbanised model,Total flow m3/s (163 year)- urbanised model
00:00:00,0.0383717505838833,0.00309210496600286,0.00554248948529855,0,0.00863459445130141,0,0.297711588705019,0.297711588705019
00:01:00,0.038848853341142,0.00313102188981067,0.00561440798623274,0,0.00874542987604341,8.99980839414803E-06,0.297612554468863,0.297621554277257
00:02:00,0.0393305493578686,0.00317032653821697,0.0056871022343815,0,0.00885742877259847,3.61142662119547E-05,0.297513562833444,0.297549677099656
00:03:00,0.0398168700363334,0.00321002188680747,0.00576057960744795,0,0.00897060149425542,8.15746330681088E-05,0.297414623534365,0.297496198167434
00:04:00,0.0402880476122836,0.00324851434436295,0.00583198067117806,0,0.00908049501554101,0.000145614567592289,0.297315746430231,0.297461360997823
00:05:00,0.0407589907502654,0.00328700576216,0.00590346185382212,0,0.00919046761598212,0.000228465497059135,0.297216941502716,0.297445406999776
00:06:00,0.0412341331681581,0.00332585397959267,0.00597566713144041,0,0.00930152111103309,0.000330355476525816,0.2971182188551,0.297448574331626
00:07:00,0.0417135007302815,0.00336506151189323,0.00604860299186393,0,0.00941366450375716,0.000451513732273887,0.297019588711708,0.297471102443982
00:08:00,0.0421971193893268,0.00340463088942474,0.00612227598682819,0,0.00952690687625293,0.00059217171435092,0.296921061418851,0.297513233133202
00:09:00,0.0426850151864171,0.00344456465780779,0.00619669273275979,0,0.00964125739056758,0.000752563114513364,0.296822647446055,0.297575210560569
00:10:00,0.0431772142511686,0.00348486537804873,0.0062718599115726,0,0.00975672528962133,0.000932923884318285,0.2967243573873,0.297657281271618
00:11:00,0.0436808421387847,0.00352610876486882,0.0063488164391506,0,0.00987492520401942,0.00113349225336565,0.296626201962268,0.297759694215634
00:12:00,0.0441977745344501,0.00373381818566678,0.00642784068801701,0,0.0101616588736838,0.0013545104197992,0.296528192018056,0.297882702437855
00:13:00,0.0447194177139598,0.00381503568977121,0.00650768798239102,0,0.0103227236721622,0.00159646635187053,0.296430338593981,0.298026804945852
00:14:00,0.0452458018555149,0.00386070807923709,0.00658836603159938,0,0.0104490741108365,0.00185990830903003,0.296332653000958,0.298192561309988
00:15:00,0.0457769572493952,0.00390681461179932,0.00666988262459161,0,0.0105766972363909,0.00214515105842796,0.296235146776696,0.298380297835124
00:16:00,0.0463129142980754,0.00395335852864238,0.00675224563094984,0,0.0107056041595922,0.0024524598416927,0.296137831612464,0.298590291454157
00:17:00,0.0468537035163408,0.00400034309280702,0.0068354630019113,0,0.0108358060947183,0.00278210253718991,0.296040719341034,0.298822821878224
00:18:00,0.0474007849262144,0.00404789366844137,0.00691975150789842,0,0.0109676451763398,0.00313434968234676,0.295943821938141,0.299078171620487
00:19:00,0.0479690388643178,0.00409728218058651,0.00700728974970173,0,0.0111045719302882,0.00350947484327188,0.295847151524053,0.299356626367325
00:20:00,0.0485425868406001,0.00414715381755862,0.00709576593100921,0,0.0112429197485678,0.00390775859263242,0.295750720366312,0.299658478958944
00:21:00,0.0491214641050102,0.00419751234817077,0.00718518923384886,0,0.0113827015820196,0.0043294882809411,0.295654540883471,0.299984029164413
00:22:00,0.0497057060490068,0.00424836156811572,0.00727556893962711,0,0.0115239305077428,0.00477495420132235,0.295558625647761,0.300333579849084
00:23:00,0.0502953482057541,0.00429970530022156,0.00736691443042898,0,0.0116666197306505,0.00524444961552753,0.295462987386721,0.300707437002248
00:24:00,0.0508904262503176,0.00435154739471063,0.00745923519033519,0,0.0118107825850458,0.00573827078019157,0.295367638984855,0.301105909765047
00:25:00,0.0514909759998599,0.0044038917294616,0.00755254080675628,0,0.0119564325362179,0.00625671697333382,0.295272593485305,0.301529310458639
00:26:00,0.0521110901298012,0.0044579448573232,0.00764890496063086,0,0.0121068498179541,0.00680009052110612,0.295177864091535,0.301977954612641
00:27:00,0.0527427292035122,0.00451302075126875,0.00774715678104471,0,0.0122601775323135,0.00736870025041934,0.295083464169952,0.302452164420371
00:28:00,0.0533803710525218,0.00456864809246552,0.007846491497392,0,0.0124151395898575,0.00796286297934203,0.294989407253867,0.302952270233209
00:29:00,0.0540240570927133,0.00462483136577971,0.00794692020009802,0,0.0125717515658777,0.00858290022915079,0.294895707046964,0.303478607276115
00:30:00,0.0546738289184234,0.00468157509010173,0.00804845410558757,0,0.0127300291956893,0.00922913690071333,0.29480237742554,0.304031514326253
00:31:00,0.0553297283027503,0.00473888381868397,0.00815110455798712,0,0.0128899883766711,0.00990190130572295,0.294709432440397,0.30461133374612
00:32:00,0.0559917971978632,0.00479676213948297,0.00825488303084992,0,0.0130516451703329,0.0106015251982389,0.29461688631876,0.305218411516999
00:33:00,0.0566677067079297,0.00485586848525336,0.00836092716387947,0,0.0132167956491328,0.0113283438065365,0.294524753466205,0.305853097272741
00:34:00,0.0573645510738599,0.00491681268224332,0.00847029387436865,0,0.013387106556612,0.012082697730818,0.294433048469115,0.306515746199933
00:35:00,0.0580681723249052,0.00497838311065911,0.00858090265803794,0,0.0135592857686971,0.0128649365703761,0.294341786098626,0.307206722669003
00:36:00,0.0587786190256029,0.0050405850840013,0.00869276680966121,0,0.0137333518936625,0.0136754172169525,0.294250981315092,0.307926398532045
00:37:00,0.0594959399648692,0.0051034239584988,0.00880589978216089,0,0.0139093237406597,0.0145145004211805,0.29416064927117,0.30867514969235
00:38:00,0.0602201841564674,0.00516690513355107,0.00892031518881659,0,0.0140872203223677,0.0153825508298541,0.294070805313995,0.309453356143849
00:39:00,0.0609514008394765,0.00523103405217615,0.00903602680550427,0,0.0142670608576804,0.0162799370235818,0.29398146498738,0.310261402010961
00:40:00,0.0616896394787586,0.00529581620146441,0.00915304857296652,0,0.0144488647744309,0.0172070315548287,0.293892644034036,0.311099675588865
00:41:00,0.0624594080180991,0.00536335761823644,0.00927502810323189,0,0.0146383857214683,0.018164210986353,0.29380435839782,0.311968569384173
00:42:00,0.0632373512294396,0.00543165558741741,0.00939851204352282,0,0.0148301676309402,0.0191518619364569,0.293716624227624,0.312868486164081
00:43:00,0.0640230222152188,0.00550067316482856,0.0095234416431943,0,0.0150241148080229,0.0201703813870971,0.29362945788298,0.313799839270077
00:44:00,0.0648164783505089,0.00557041671986231,0.00964983309803176,0,0.0152202498178941,0.0212201708646237,0.293542875938191,0.314763046802815
00:45:00,0.0656177772931193,0.00564089267627987,0.00977770280590737,0,0.0154185954821872,0.0223016363607761,0.29345689518487,0.315758531545646
00:46:00,0.0664269769842878,0.00571210751280006,0.00990706736970003,0,0.0156191748825001,0.0234151883777954,0.293371532634475,0.31678672101227
00:47:00,0.0672441356493713,0.00578406776369604,0.0100379436002573,0,0.0158220113639533,0.0245612419740276,0.293286805520869,0.317848047494897
00:48:00,0.0680865801572008,0.00585826603478165,0.0101729297911191,0,0.0160311958259008,0.0257402168100228,0.29320273130292,0.318942948112943
00:49:00,0.0689485475992912,0.00593420963241596,0.0103111816842906,0,0.0162453913167066,0.0269525414531591,0.293119327668265,0.320071869121424
00:50:00,0.069819290287781,0.00601097596488877,0.010451104913806,0,0.0164620808786948,0.0281986562567626,0.293036612539036,0.321235268795798
00:51:00,0.07069887590784,0.00608857263552488,0.0105927190613137,0,0.0166812916968385,0.0294790093208876,0.292954604077265,0.322433613398152
00:52:00,0.0715873725005203,0.00616700731634749,0.0107360439642353,0,0.0169030512805828,0.0307940538824078,0.292873320688512,0.323667374570919
