Cluster,Dur_bins,Variable,Mean,Duration,Profile_shape,Cluster_id
5,0.291666667,irain,0.465114314,[6:45 - 19:25) hr,B2,5-C
5,0.416666667,crain,0.17263554,[6:45 - 19:25) hr,B2,5-C
5,0.375,prain,0.038413329,[6:45 - 19:25) hr,B2,5-C
5,0.375,irain,0.460959951,[6:45 - 19:25) hr,B2,5-C
5,0.5,crain,0.215458675,[6:45 - 19:25) hr,B2,5-C
5,0.458333333,prain,0.042823136,[6:45 - 19:25) hr,B2,5-C
5,0.458333333,irain,0.513877626,[6:45 - 19:25) hr,B2,5-C
5,0.583333333,crain,0.262612702,[6:45 - 19:25) hr,B2,5-C
5,0.541666667,prain,0.047154026,[6:45 - 19:25) hr,B2,5-C
5,0.541666667,irain,0.565848314,[6:45 - 19:25) hr,B2,5-C
5,0.666666667,crain,0.336511952,[6:45 - 19:25) hr,B2,5-C
5,0.625,prain,0.07389925,[6:45 - 19:25) hr,B2,5-C
5,0.625,irain,0.886791004,[6:45 - 19:25) hr,B2,5-C
5,0.75,crain,0.427868778,[6:45 - 19:25) hr,B2,5-C
5,0.708333333,prain,0.091356826,[6:45 - 19:25) hr,B2,5-C
5,0.708333333,irain,1.096281917,[6:45 - 19:25) hr,B2,5-C
5,0.833333333,crain,0.607000187,[6:45 - 19:25) hr,B2,5-C
5,0.791666667,prain,0.179131408,[6:45 - 19:25) hr,B2,5-C
5,0.791666667,irain,2.149576899,[6:45 - 19:25) hr,B2,5-C
5,0.916666667,crain,0.859883881,[6:45 - 19:25) hr,B2,5-C
5,0.875,prain,0.252883694,[6:45 - 19:25) hr,B2,5-C
5,0.875,irain,3.034604333,[6:45 - 19:25) hr,B2,5-C
5,1,crain,1,[6:45 - 19:25) hr,B2,5-C
5,0.958333333,prain,0.140116119,[6:45 - 19:25) hr,B2,5-C
5,0.958333333,irain,1.681393428,[6:45 - 19:25) hr,B2,5-C
6,0.083333333,crain,0.024689501,[6:45 - 19:25) hr,B1,6-C
6,0.041666667,prain,0.024689501,[6:45 - 19:25) hr,B1,6-C
6,0.041666667,irain,0.296274016,[6:45 - 19:25) hr,B1,6-C
6,0.166666667,crain,0.040415607,[6:45 - 19:25) hr,B1,6-C
6,0.125,prain,0.015726106,[6:45 - 19:25) hr,B1,6-C
6,0.125,irain,0.188713269,[6:45 - 19:25) hr,B1,6-C
6,0.25,crain,0.055916009,[6:45 - 19:25) hr,B1,6-C
6,0.208333333,prain,0.015500402,[6:45 - 19:25) hr,B1,6-C
6,0.208333333,irain,0.186004828,[6:45 - 19:25) hr,B1,6-C
6,0.333333333,crain,0.079703614,[6:45 - 19:25) hr,B1,6-C
6,0.291666667,prain,0.023787604,[6:45 - 19:25) hr,B1,6-C
6,0.291666667,irain,0.285451253,[6:45 - 19:25) hr,B1,6-C
6,0.416666667,crain,0.111135691,[6:45 - 19:25) hr,B1,6-C
6,0.375,prain,0.031432078,[6:45 - 19:25) hr,B1,6-C
6,0.375,irain,0.37718493,[6:45 - 19:25) hr,B1,6-C
6,0.5,crain,0.151740999,[6:45 - 19:25) hr,B1,6-C
6,0.458333333,prain,0.040605308,[6:45 - 19:25) hr,B1,6-C
6,0.458333333,irain,0.487263694,[6:45 - 19:25) hr,B1,6-C
6,0.583333333,crain,0.218590378,[6:45 - 19:25) hr,B1,6-C
6,0.541666667,prain,0.066849379,[6:45 - 19:25) hr,B1,6-C
6,0.541666667,irain,0.802192546,[6:45 - 19:25) hr,B1,6-C
6,0.666666667,crain,0.360994009,[6:45 - 19:25) hr,B1,6-C
6,0.625,prain,0.142403631,[6:45 - 19:25) hr,B1,6-C
6,0.625,irain,1.708843577,[6:45 - 19:25) hr,B1,6-C
6,0.75,crain,0.595920234,[6:45 - 19:25) hr,B1,6-C
6,0.708333333,prain,0.234926224,[6:45 - 19:25) hr,B1,6-C
6,0.708333333,irain,2.819114693,[6:45 - 19:25) hr,B1,6-C
6,0.833333333,crain,0.822958663,[6:45 - 19:25) hr,B1,6-C
6,0.791666667,prain,0.22703843,[6:45 - 19:25) hr,B1,6-C
6,0.791666667,irain,2.724461156,[6:45 - 19:25) hr,B1,6-C
6,0.916666667,crain,0.935958095,[6:45 - 19:25) hr,B1,6-C
6,0.875,prain,0.112999432,[6:45 - 19:25) hr,B1,6-C
6,0.875,irain,1.355993179,[6:45 - 19:25) hr,B1,6-C
6,1,crain,1,[6:45 - 19:25) hr,B1,6-C
6,0.958333333,prain,0.064041905,[6:45 - 19:25) hr,B1,6-C
6,0.958333333,irain,0.768502861,[6:45 - 19:25) hr,B1,6-C
7,0.083333333,crain,0.042160749,[6:45 - 19:25) hr,B2,7-C
7,0.041666667,prain,0.042160749,[6:45 - 19:25) hr,B2,7-C
7,0.041666667,irain,0.505928988,[6:45 - 19:25) hr,B2,7-C
7,0.166666667,crain,0.097920632,[6:45 - 19:25) hr,B2,7-C
7,0.125,prain,0.055759883,[6:45 - 19:25) hr,B2,7-C
7,0.125,irain,0.669118594,[6:45 - 19:25) hr,B2,7-C
7,0.25,crain,0.175559682,[6:45 - 19:25) hr,B2,7-C
7,0.208333333,prain,0.07763905,[6:45 - 19:25) hr,B2,7-C
7,0.208333333,irain,0.9316686,[6:45 - 19:25) hr,B2,7-C
7,0.333333333,crain,0.248463467,[6:45 - 19:25) hr,B2,7-C
7,0.291666667,prain,0.072903785,[6:45 - 19:25) hr,B2,7-C
7,0.291666667,irain,0.874845426,[6:45 - 19:25) hr,B2,7-C
7,0.416666667,crain,0.326615674,[6:45 - 19:25) hr,B2,7-C
7,0.375,prain,0.078152207,[6:45 - 19:25) hr,B2,7-C
7,0.375,irain,0.937826486,[6:45 - 19:25) hr,B2,7-C
7,0.5,crain,0.393586319,[6:45 - 19:25) hr,B2,7-C
7,0.458333333,prain,0.066970645,[6:45 - 19:25) hr,B2,7-C
7,0.458333333,irain,0.80364774,[6:45 - 19:25) hr,B2,7-C
7,0.583333333,crain,0.45302909,[6:45 - 19:25) hr,B2,7-C
7,0.541666667,prain,0.059442771,[6:45 - 19:25) hr,B2,7-C
7,0.541666667,irain,0.713313253,[6:45 - 19:25) hr,B2,7-C
7,0.666666667,crain,0.518843591,[6:45 - 19:25) hr,B2,7-C
7,0.625,prain,0.065814501,[6:45 - 19:25) hr,B2,7-C
7,0.625,irain,0.789774012,[6:45 - 19:25) hr,B2,7-C
7,0.75,crain,0.591688712,[6:45 - 19:25) hr,B2,7-C
7,0.708333333,prain,0.072845121,[6:45 - 19:25) hr,B2,7-C
7,0.708333333,irain,0.874141447,[6:45 - 19:25) hr,B2,7-C
7,0.833333333,crain,0.696642552,[6:45 - 19:25) hr,B2,7-C
7,0.791666667,prain,0.10495384,[6:45 - 19:25) hr,B2,7-C
7,0.791666667,irain,1.259446081,[6:45 - 19:25) hr,B2,7-C
7,0.916666667,crain,0.865641931,[6:45 - 19:25) hr,B2,7-C
7,0.875,prain,0.168999379,[6:45 - 19:25) hr,B2,7-C
7,0.875,irain,2.027992542,[6:45 - 19:25) hr,B2,7-C
7,1,crain,1,[6:45 - 19:25) hr,B2,7-C
7,0.958333333,prain,0.134358069,[6:45 - 19:25) hr,B2,7-C
7,0.958333333,irain,1.612296832,[6:45 - 19:25) hr,B2,7-C
8,0.083333333,crain,0.037776653,[6:45 - 19:25) hr,F1,8-C
8,0.041666667,prain,0.037776653,[6:45 - 19:25) hr,F1,8-C
8,0.041666667,irain,0.453319831,[6:45 - 19:25) hr,F1,8-C
8,0.166666667,crain,0.093878434,[6:45 - 19:25) hr,F1,8-C
8,0.125,prain,0.056101781,[6:45 - 19:25) hr,F1,8-C
8,0.125,irain,0.673221372,[6:45 - 19:25) hr,F1,8-C
8,0.25,crain,0.191246075,[6:45 - 19:25) hr,F1,8-C
8,0.208333333,prain,0.097367642,[6:45 - 19:25) hr,F1,8-C
8,0.208333333,irain,1.168411701,[6:45 - 19:25) hr,F1,8-C
8,0.333333333,crain,0.336522205,[6:45 - 19:25) hr,F1,8-C
8,0.291666667,prain,0.14527613,[6:45 - 19:25) hr,F1,8-C
8,0.291666667,irain,1.743313558,[6:45 - 19:25) hr,F1,8-C
8,0.416666667,crain,0.470062181,[6:45 - 19:25) hr,F1,8-C
8,0.375,prain,0.133539976,[6:45 - 19:25) hr,F1,8-C
8,0.375,irain,1.60247971,[6:45 - 19:25) hr,F1,8-C
8,0.5,crain,0.562961589,[6:45 - 19:25) hr,F1,8-C
8,0.458333333,prain,0.092899408,[6:45 - 19:25) hr,F1,8-C
8,0.458333333,irain,1.114792895,[6:45 - 19:25) hr,F1,8-C
8,0.583333333,crain,0.629973529,[6:45 - 19:25) hr,F1,8-C
8,0.541666667,prain,0.06701194,[6:45 - 19:25) hr,F1,8-C
8,0.541666667,irain,0.804143279,[6:45 - 19:25) hr,F1,8-C
8,0.666666667,crain,0.702294491,[6:45 - 19:25) hr,F1,8-C
8,0.625,prain,0.072320962,[6:45 - 19:25) hr,F1,8-C
8,0.625,irain,0.867851542,[6:45 - 19:25) hr,F1,8-C
8,0.75,crain,0.778082655,[6:45 - 19:25) hr,F1,8-C
8,0.708333333,prain,0.075788164,[6:45 - 19:25) hr,F1,8-C
8,0.708333333,irain,0.909457973,[6:45 - 19:25) hr,F1,8-C
8,0.833333333,crain,0.857608208,[6:45 - 19:25) hr,F1,8-C
8,0.791666667,prain,0.079525553,[6:45 - 19:25) hr,F1,8-C
8,0.791666667,irain,0.95430664,[6:45 - 19:25) hr,F1,8-C
8,0.916666667,crain,0.936808212,[6:45 - 19:25) hr,F1,8-C
8,0.875,prain,0.079200003,[6:45 - 19:25) hr,F1,8-C
8,0.875,irain,0.950400041,[6:45 - 19:25) hr,F1,8-C
8,1,crain,1,[6:45 - 19:25) hr,F1,8-C
8,0.958333333,prain,0.063191788,[6:45 - 19:25) hr,F1,8-C
8,0.958333333,irain,0.758301459,[6:45 - 19:25) hr,F1,8-C
9,0.083333333,crain,0.035461712,[6:45 - 19:25) hr,B2,9-C
9,0.041666667,prain,0.035461712,[6:45 - 19:25) hr,B2,9-C
9,0.041666667,irain,0.425540541,[6:45 - 19:25) hr,B2,9-C
9,0.166666667,crain,0.05576162,[6:45 - 19:25) hr,B2,9-C
9,0.125,prain,0.020299908,[6:45 - 19:25) hr,B2,9-C
9,0.125,irain,0.2435989,[6:45 - 19:25) hr,B2,9-C
9,0.25,crain,0.077834147,[6:45 - 19:25) hr,B2,9-C
9,0.208333333,prain,0.022072527,[6:45 - 19:25) hr,B2,9-C
9,0.208333333,irain,0.26487032,[6:45 - 19:25) hr,B2,9-C
9,0.333333333,crain,0.096337381,[6:45 - 19:25) hr,B2,9-C
9,0.291666667,prain,0.018503234,[6:45 - 19:25) hr,B2,9-C
9,0.291666667,irain,0.22203881,[6:45 - 19:25) hr,B2,9-C
9,0.416666667,crain,0.108320407,[6:45 - 19:25) hr,B2,9-C
9,0.375,prain,0.011983026,[6:45 - 19:25) hr,B2,9-C
9,0.375,irain,0.143796309,[6:45 - 19:25) hr,B2,9-C
9,0.5,crain,0.114620401,[6:45 - 19:25) hr,B2,9-C
9,0.458333333,prain,0.006299995,[6:45 - 19:25) hr,B2,9-C
9,0.458333333,irain,0.075599935,[6:45 - 19:25) hr,B2,9-C
9,0.583333333,crain,0.131900456,[6:45 - 19:25) hr,B2,9-C
9,0.541666667,prain,0.017280055,[6:45 - 19:25) hr,B2,9-C
9,0.541666667,irain,0.207360657,[6:45 - 19:25) hr,B2,9-C
9,0.666666667,crain,0.152948648,[6:45 - 19:25) hr,B2,9-C
9,0.625,prain,0.021048192,[6:45 - 19:25) hr,B2,9-C
9,0.625,irain,0.2525783,[6:45 - 19:25) hr,B2,9-C
9,0.75,crain,0.186966879,[6:45 - 19:25) hr,B2,9-C
9,0.708333333,prain,0.034018231,[6:45 - 19:25) hr,B2,9-C
9,0.708333333,irain,0.408218775,[6:45 - 19:25) hr,B2,9-C
9,0.833333333,crain,0.287635144,[6:45 - 19:25) hr,B2,9-C
9,0.791666667,prain,0.100668265,[6:45 - 19:25) hr,B2,9-C
9,0.791666667,irain,1.208019177,[6:45 - 19:25) hr,B2,9-C
9,0.916666667,crain,0.621358151,[6:45 - 19:25) hr,B2,9-C
9,0.875,prain,0.333723007,[6:45 - 19:25) hr,B2,9-C
9,0.875,irain,4.004676083,[6:45 - 19:25) hr,B2,9-C
9,1,crain,1,[6:45 - 19:25) hr,B2,9-C
9,0.958333333,prain,0.378641849,[6:45 - 19:25) hr,B2,9-C
9,0.958333333,irain,4.543702193,[6:45 - 19:25) hr,B2,9-C
10,0.083333333,crain,0.036660546,[6:45 - 19:25) hr,C,10-C
10,0.041666667,prain,0.036660546,[6:45 - 19:25) hr,C,10-C
10,0.041666667,irain,0.439926558,[6:45 - 19:25) hr,C,10-C
10,0.166666667,crain,0.089688408,[6:45 - 19:25) hr,C,10-C
10,0.125,prain,0.053027861,[6:45 - 19:25) hr,C,10-C
10,0.125,irain,0.636334336,[6:45 - 19:25) hr,C,10-C
10,0.25,crain,0.15632047,[6:45 - 19:25) hr,C,10-C
10,0.208333333,prain,0.066632062,[6:45 - 19:25) hr,C,10-C
10,0.208333333,irain,0.799584745,[6:45 - 19:25) hr,C,10-C
10,0.333333333,crain,0.226308063,[6:45 - 19:25) hr,C,10-C
10,0.291666667,prain,0.069987593,[6:45 - 19:25) hr,C,10-C
10,0.291666667,irain,0.839851112,[6:45 - 19:25) hr,C,10-C
10,0.416666667,crain,0.336040892,[6:45 - 19:25) hr,C,10-C
10,0.375,prain,0.10973283,[6:45 - 19:25) hr,C,10-C
10,0.375,irain,1.316793956,[6:45 - 19:25) hr,C,10-C
10,0.5,crain,0.495224846,[6:45 - 19:25) hr,C,10-C
10,0.458333333,prain,0.159183954,[6:45 - 19:25) hr,C,10-C
10,0.458333333,irain,1.91020745,[6:45 - 19:25) hr,C,10-C
10,0.583333333,crain,0.655682243,[6:45 - 19:25) hr,C,10-C
10,0.541666667,prain,0.160457396,[6:45 - 19:25) hr,C,10-C
10,0.541666667,irain,1.925488753,[6:45 - 19:25) hr,C,10-C
10,0.666666667,crain,0.770260789,[6:45 - 19:25) hr,C,10-C
10,0.625,prain,0.114578547,[6:45 - 19:25) hr,C,10-C
10,0.625,irain,1.374942564,[6:45 - 19:25) hr,C,10-C
10,0.75,crain,0.847829404,[6:45 - 19:25) hr,C,10-C
10,0.708333333,prain,0.077568615,[6:45 - 19:25) hr,C,10-C
10,0.708333333,irain,0.930823375,[6:45 - 19:25) hr,C,10-C
10,0.833333333,crain,0.912317388,[6:45 - 19:25) hr,C,10-C
10,0.791666667,prain,0.064487984,[6:45 - 19:25) hr,C,10-C
10,0.791666667,irain,0.773855808,[6:45 - 19:25) hr,C,10-C
10,0.916666667,crain,0.959860754,[6:45 - 19:25) hr,C,10-C
10,0.875,prain,0.047543366,[6:45 - 19:25) hr,C,10-C
10,0.875,irain,0.570520386,[6:45 - 19:25) hr,C,10-C
10,1,crain,1,[6:45 - 19:25) hr,C,10-C
10,0.958333333,prain,0.040139246,[6:45 - 19:25) hr,C,10-C
10,0.958333333,irain,0.481670956,[6:45 - 19:25) hr,C,10-C
11,0.083333333,crain,0.021560084,[6:45 - 19:25) hr,C,11-C
11,0.041666667,prain,0.021560084,[6:45 - 19:25) hr,C,11-C
11,0.041666667,irain,0.258721007,[6:45 - 19:25) hr,C,11-C
11,0.166666667,crain,0.045010579,[6:45 - 19:25) hr,C,11-C
11,0.125,prain,0.023450495,[6:45 - 19:25) hr,C,11-C
11,0.125,irain,0.281405939,[6:45 - 19:25) hr,C,11-C
11,0.25,crain,0.080329914,[6:45 - 19:25) hr,C,11-C
11,0.208333333,prain,0.035319335,[6:45 - 19:25) hr,C,11-C
11,0.208333333,irain,0.423832022,[6:45 - 19:25) hr,C,11-C
11,0.333333333,crain,0.124085826,[6:45 - 19:25) hr,C,11-C
11,0.291666667,prain,0.043755912,[6:45 - 19:25) hr,C,11-C
11,0.291666667,irain,0.525070945,[6:45 - 19:25) hr,C,11-C
11,0.416666667,crain,0.195277243,[6:45 - 19:25) hr,C,11-C
11,0.375,prain,0.071191417,[6:45 - 19:25) hr,C,11-C
11,0.375,irain,0.854297007,[6:45 - 19:25) hr,C,11-C
11,0.5,crain,0.338460007,[6:45 - 19:25) hr,C,11-C
11,0.458333333,prain,0.143182764,[6:45 - 19:25) hr,C,11-C
11,0.458333333,irain,1.718193165,[6:45 - 19:25) hr,C,11-C
11,0.583333333,crain,0.517457206,[6:45 - 19:25) hr,C,11-C
11,0.541666667,prain,0.178997199,[6:45 - 19:25) hr,C,11-C
11,0.541666667,irain,2.14796639,[6:45 - 19:25) hr,C,11-C
11,0.666666667,crain,0.675581702,[6:45 - 19:25) hr,C,11-C
11,0.625,prain,0.158124495,[6:45 - 19:25) hr,C,11-C
11,0.625,irain,1.897493945,[6:45 - 19:25) hr,C,11-C
11,0.75,crain,0.773848399,[6:45 - 19:25) hr,C,11-C
11,0.708333333,prain,0.098266697,[6:45 - 19:25) hr,C,11-C
11,0.708333333,irain,1.179200365,[6:45 - 19:25) hr,C,11-C
11,0.833333333,crain,0.862402684,[6:45 - 19:25) hr,C,11-C
11,0.791666667,prain,0.088554286,[6:45 - 19:25) hr,C,11-C
11,0.791666667,irain,1.062651426,[6:45 - 19:25) hr,C,11-C
11,0.916666667,crain,0.941472756,[6:45 - 19:25) hr,C,11-C
11,0.875,prain,0.079070071,[6:45 - 19:25) hr,C,11-C
11,0.875,irain,0.948840855,[6:45 - 19:25) hr,C,11-C
11,1,crain,1,[6:45 - 19:25) hr,C,11-C
11,0.958333333,prain,0.058527244,[6:45 - 19:25) hr,C,11-C
11,0.958333333,irain,0.702326933,[6:45 - 19:25) hr,C,11-C
12,0.083333333,crain,0.065401706,[6:45 - 19:25) hr,F1,12-C
12,0.041666667,prain,0.065401706,[6:45 - 19:25) hr,F1,12-C
12,0.041666667,irain,0.78482047,[6:45 - 19:25) hr,F1,12-C
12,0.166666667,crain,0.167481943,[6:45 - 19:25) hr,F1,12-C
12,0.125,prain,0.102080237,[6:45 - 19:25) hr,F1,12-C
12,0.125,irain,1.224962845,[6:45 - 19:25) hr,F1,12-C
12,0.25,crain,0.304259192,[6:45 - 19:25) hr,F1,12-C
12,0.208333333,prain,0.136777249,[6:45 - 19:25) hr,F1,12-C
12,0.208333333,irain,1.641326989,[6:45 - 19:25) hr,F1,12-C
12,0.333333333,crain,0.490506496,[6:45 - 19:25) hr,F1,12-C
12,0.291666667,prain,0.186247304,[6:45 - 19:25) hr,F1,12-C
12,0.291666667,irain,2.234967644,[6:45 - 19:25) hr,F1,12-C
12,0.416666667,crain,0.622674973,[6:45 - 19:25) hr,F1,12-C
12,0.375,prain,0.132168478,[6:45 - 19:25) hr,F1,12-C
12,0.375,irain,1.586021732,[6:45 - 19:25) hr,F1,12-C
12,0.5,crain,0.703713216,[6:45 - 19:25) hr,F1,12-C
12,0.458333333,prain,0.081038243,[6:45 - 19:25) hr,F1,12-C
12,0.458333333,irain,0.972458914,[6:45 - 19:25) hr,F1,12-C
12,0.583333333,crain,0.765614482,[6:45 - 19:25) hr,F1,12-C
12,0.541666667,prain,0.061901266,[6:45 - 19:25) hr,F1,12-C
12,0.541666667,irain,0.742815192,[6:45 - 19:25) hr,F1,12-C
12,0.666666667,crain,0.819795498,[6:45 - 19:25) hr,F1,12-C
12,0.625,prain,0.054181016,[6:45 - 19:25) hr,F1,12-C
12,0.625,irain,0.650172188,[6:45 - 19:25) hr,F1,12-C
12,0.75,crain,0.870740629,[6:45 - 19:25) hr,F1,12-C
12,0.708333333,prain,0.050945131,[6:45 - 19:25) hr,F1,12-C
12,0.708333333,irain,0.611341574,[6:45 - 19:25) hr,F1,12-C
12,0.833333333,crain,0.918257236,[6:45 - 19:25) hr,F1,12-C
12,0.791666667,prain,0.047516607,[6:45 - 19:25) hr,F1,12-C
12,0.791666667,irain,0.57019928,[6:45 - 19:25) hr,F1,12-C
12,0.916666667,crain,0.965951551,[6:45 - 19:25) hr,F1,12-C
12,0.875,prain,0.047694315,[6:45 - 19:25) hr,F1,12-C
12,0.875,irain,0.572331782,[6:45 - 19:25) hr,F1,12-C
12,1,crain,1,[6:45 - 19:25) hr,F1,12-C
12,0.958333333,prain,0.034048449,[6:45 - 19:25) hr,F1,12-C
12,0.958333333,irain,0.408581389,[6:45 - 19:25) hr,F1,12-C
13,0.083333333,crain,0.047543233,[6:45 - 19:25) hr,C,13-C
13,0.041666667,prain,0.047543233,[6:45 - 19:25) hr,C,13-C
13,0.041666667,irain,0.570518792,[6:45 - 19:25) hr,C,13-C
13,0.166666667,crain,0.116043231,[6:45 - 19:25) hr,C,13-C
13,0.125,prain,0.068499998,[6:45 - 19:25) hr,C,13-C
13,0.125,irain,0.821999978,[6:45 - 19:25) hr,C,13-C
13,0.25,crain,0.199670976,[6:45 - 19:25) hr,C,13-C
13,0.208333333,prain,0.083627745,[6:45 - 19:25) hr,C,13-C
13,0.208333333,irain,1.00353294,[6:45 - 19:25) hr,C,13-C
13,0.333333333,crain,0.296536742,[6:45 - 19:25) hr,C,13-C
13,0.291666667,prain,0.096865766,[6:45 - 19:25) hr,C,13-C
13,0.291666667,irain,1.162389194,[6:45 - 19:25) hr,C,13-C
13,0.416666667,crain,0.44814763,[6:45 - 19:25) hr,C,13-C
13,0.375,prain,0.151610888,[6:45 - 19:25) hr,C,13-C
13,0.375,irain,1.81933066,[6:45 - 19:25) hr,C,13-C
13,0.5,crain,0.65506661,[6:45 - 19:25) hr,C,13-C
13,0.458333333,prain,0.20691898,[6:45 - 19:25) hr,C,13-C
13,0.458333333,irain,2.483027756,[6:45 - 19:25) hr,C,13-C
13,0.583333333,crain,0.798498473,[6:45 - 19:25) hr,C,13-C
13,0.541666667,prain,0.143431863,[6:45 - 19:25) hr,C,13-C
13,0.541666667,irain,1.721182362,[6:45 - 19:25) hr,C,13-C
13,0.666666667,crain,0.87039914,[6:45 - 19:25) hr,C,13-C
13,0.625,prain,0.071900667,[6:45 - 19:25) hr,C,13-C
13,0.625,irain,0.862808005,[6:45 - 19:25) hr,C,13-C
13,0.75,crain,0.913737254,[6:45 - 19:25) hr,C,13-C
13,0.708333333,prain,0.043338114,[6:45 - 19:25) hr,C,13-C
13,0.708333333,irain,0.520057367,[6:45 - 19:25) hr,C,13-C
13,0.833333333,crain,0.94592583,[6:45 - 19:25) hr,C,13-C
13,0.791666667,prain,0.032188576,[6:45 - 19:25) hr,C,13-C
13,0.791666667,irain,0.386262911,[6:45 - 19:25) hr,C,13-C
13,0.916666667,crain,0.973193699,[6:45 - 19:25) hr,C,13-C
13,0.875,prain,0.027267869,[6:45 - 19:25) hr,C,13-C
13,0.875,irain,0.327214425,[6:45 - 19:25) hr,C,13-C
13,1,crain,1,[6:45 - 19:25) hr,C,13-C
13,0.958333333,prain,0.026806301,[6:45 - 19:25) hr,C,13-C
13,0.958333333,irain,0.321675612,[6:45 - 19:25) hr,C,13-C
14,0.083333333,crain,0.088625698,[6:45 - 19:25) hr,F1,14-C
14,0.041666667,prain,0.088625698,[6:45 - 19:25) hr,F1,14-C
14,0.041666667,irain,1.06350837,[6:45 - 19:25) hr,F1,14-C
14,0.166666667,crain,0.198265631,[6:45 - 19:25) hr,F1,14-C
14,0.125,prain,0.109639933,[6:45 - 19:25) hr,F1,14-C
14,0.125,irain,1.315679196,[6:45 - 19:25) hr,F1,14-C
14,0.25,crain,0.448211198,[6:45 - 19:25) hr,F1,14-C
14,0.208333333,prain,0.249945568,[6:45 - 19:25) hr,F1,14-C
14,0.208333333,irain,2.999346811,[6:45 - 19:25) hr,F1,14-C
14,0.333333333,crain,0.679292851,[6:45 - 19:25) hr,F1,14-C
14,0.291666667,prain,0.231081653,[6:45 - 19:25) hr,F1,14-C
14,0.291666667,irain,2.772979839,[6:45 - 19:25) hr,F1,14-C
14,0.416666667,crain,0.815978518,[6:45 - 19:25) hr,F1,14-C
14,0.375,prain,0.136685666,[6:45 - 19:25) hr,F1,14-C
14,0.375,irain,1.640227994,[6:45 - 19:25) hr,F1,14-C
14,0.5,crain,0.876796439,[6:45 - 19:25) hr,F1,14-C
14,0.458333333,prain,0.060817922,[6:45 - 19:25) hr,F1,14-C
14,0.458333333,irain,0.729815059,[6:45 - 19:25) hr,F1,14-C
14,0.583333333,crain,0.898036155,[6:45 - 19:25) hr,F1,14-C
14,0.541666667,prain,0.021239716,[6:45 - 19:25) hr,F1,14-C
14,0.541666667,irain,0.254876591,[6:45 - 19:25) hr,F1,14-C
14,0.666666667,crain,0.917698582,[6:45 - 19:25) hr,F1,14-C
14,0.625,prain,0.019662427,[6:45 - 19:25) hr,F1,14-C
14,0.625,irain,0.23594912,[6:45 - 19:25) hr,F1,14-C
14,0.75,crain,0.940672087,[6:45 - 19:25) hr,F1,14-C
14,0.708333333,prain,0.022973506,[6:45 - 19:25) hr,F1,14-C
14,0.708333333,irain,0.275682066,[6:45 - 19:25) hr,F1,14-C
14,0.833333333,crain,0.958543835,[6:45 - 19:25) hr,F1,14-C
14,0.791666667,prain,0.017871747,[6:45 - 19:25) hr,F1,14-C
14,0.791666667,irain,0.214460969,[6:45 - 19:25) hr,F1,14-C
14,0.916666667,crain,0.969849224,[6:45 - 19:25) hr,F1,14-C
14,0.875,prain,0.011305389,[6:45 - 19:25) hr,F1,14-C
14,0.875,irain,0.135664672,[6:45 - 19:25) hr,F1,14-C
14,1,crain,1,[6:45 - 19:25) hr,F1,14-C
14,0.958333333,prain,0.030150776,[6:45 - 19:25) hr,F1,14-C
14,0.958333333,irain,0.36180931,[6:45 - 19:25) hr,F1,14-C
15,0.083333333,crain,0.312501982,[6:45 - 19:25) hr,F2,15-C
15,0.041666667,prain,0.312501982,[6:45 - 19:25) hr,F2,15-C
15,0.041666667,irain,3.750023782,[6:45 - 19:25) hr,F2,15-C
15,0.166666667,crain,0.535897789,[6:45 - 19:25) hr,F2,15-C
15,0.125,prain,0.223395807,[6:45 - 19:25) hr,F2,15-C
15,0.125,irain,2.680749684,[6:45 - 19:25) hr,F2,15-C
15,0.25,crain,0.691161873,[6:45 - 19:25) hr,F2,15-C
15,0.208333333,prain,0.155264084,[6:45 - 19:25) hr,F2,15-C
15,0.208333333,irain,1.863169008,[6:45 - 19:25) hr,F2,15-C
15,0.333333333,crain,0.754817519,[6:45 - 19:25) hr,F2,15-C
15,0.291666667,prain,0.063655646,[6:45 - 19:25) hr,F2,15-C
15,0.291666667,irain,0.763867748,[6:45 - 19:25) hr,F2,15-C
15,0.416666667,crain,0.80674035,[6:45 - 19:25) hr,F2,15-C
15,0.375,prain,0.051922831,[6:45 - 19:25) hr,F2,15-C
15,0.375,irain,0.623073977,[6:45 - 19:25) hr,F2,15-C
15,0.5,crain,0.848311647,[6:45 - 19:25) hr,F2,15-C
15,0.458333333,prain,0.041571297,[6:45 - 19:25) hr,F2,15-C
15,0.458333333,irain,0.498855565,[6:45 - 19:25) hr,F2,15-C
15,0.583333333,crain,0.872260062,[6:45 - 19:25) hr,F2,15-C
15,0.541666667,prain,0.023948414,[6:45 - 19:25) hr,F2,15-C
15,0.541666667,irain,0.287380974,[6:45 - 19:25) hr,F2,15-C
15,0.666666667,crain,0.897686736,[6:45 - 19:25) hr,F2,15-C
15,0.625,prain,0.025426674,[6:45 - 19:25) hr,F2,15-C
15,0.625,irain,0.305120091,[6:45 - 19:25) hr,F2,15-C
15,0.75,crain,0.932273361,[6:45 - 19:25) hr,F2,15-C
15,0.708333333,prain,0.034586625,[6:45 - 19:25) hr,F2,15-C
15,0.708333333,irain,0.415039499,[6:45 - 19:25) hr,F2,15-C
15,0.833333333,crain,0.962273214,[6:45 - 19:25) hr,F2,15-C
15,0.791666667,prain,0.029999853,[6:45 - 19:25) hr,F2,15-C
