Cluster,Dur_bins,Variable,Mean,Duration,Profile_shape,Cluster_id
11,0.75,crain,0.763034197,[19:25 - Inf) hr,C,11-D
11,0.708333333,prain,0.087693816,[19:25 - Inf) hr,C,11-D
11,0.708333333,irain,1.052325794,[19:25 - Inf) hr,C,11-D
11,0.833333333,crain,0.850737618,[19:25 - Inf) hr,C,11-D
11,0.791666667,prain,0.087703421,[19:25 - Inf) hr,C,11-D
11,0.791666667,irain,1.052441057,[19:25 - Inf) hr,C,11-D
11,0.916666667,crain,0.941968622,[19:25 - Inf) hr,C,11-D
11,0.875,prain,0.091231004,[19:25 - Inf) hr,C,11-D
11,0.875,irain,1.094772047,[19:25 - Inf) hr,C,11-D
11,1,crain,1,[19:25 - Inf) hr,C,11-D
11,0.958333333,prain,0.058031378,[19:25 - Inf) hr,C,11-D
11,0.958333333,irain,0.696376531,[19:25 - Inf) hr,C,11-D
12,0.083333333,crain,0.051882235,[19:25 - Inf) hr,B1,12-D
12,0.041666667,prain,0.051882235,[19:25 - Inf) hr,B1,12-D
12,0.041666667,irain,0.622586826,[19:25 - Inf) hr,B1,12-D
12,0.166666667,crain,0.13272567,[19:25 - Inf) hr,B1,12-D
12,0.125,prain,0.080843434,[19:25 - Inf) hr,B1,12-D
12,0.125,irain,0.970121212,[19:25 - Inf) hr,B1,12-D
12,0.25,crain,0.227817436,[19:25 - Inf) hr,B1,12-D
12,0.208333333,prain,0.095091766,[19:25 - Inf) hr,B1,12-D
12,0.208333333,irain,1.141101195,[19:25 - Inf) hr,B1,12-D
12,0.333333333,crain,0.309163665,[19:25 - Inf) hr,B1,12-D
12,0.291666667,prain,0.081346229,[19:25 - Inf) hr,B1,12-D
12,0.291666667,irain,0.976154743,[19:25 - Inf) hr,B1,12-D
12,0.416666667,crain,0.388518379,[19:25 - Inf) hr,B1,12-D
12,0.375,prain,0.079354715,[19:25 - Inf) hr,B1,12-D
12,0.375,irain,0.952256576,[19:25 - Inf) hr,B1,12-D
12,0.5,crain,0.466909245,[19:25 - Inf) hr,B1,12-D
12,0.458333333,prain,0.078390866,[19:25 - Inf) hr,B1,12-D
12,0.458333333,irain,0.940690387,[19:25 - Inf) hr,B1,12-D
12,0.583333333,crain,0.545920485,[19:25 - Inf) hr,B1,12-D
12,0.541666667,prain,0.07901124,[19:25 - Inf) hr,B1,12-D
12,0.541666667,irain,0.948134876,[19:25 - Inf) hr,B1,12-D
12,0.666666667,crain,0.676374946,[19:25 - Inf) hr,B1,12-D
12,0.625,prain,0.130454461,[19:25 - Inf) hr,B1,12-D
12,0.625,irain,1.565453536,[19:25 - Inf) hr,B1,12-D
12,0.75,crain,0.814228469,[19:25 - Inf) hr,B1,12-D
12,0.708333333,prain,0.137853524,[19:25 - Inf) hr,B1,12-D
12,0.708333333,irain,1.654242284,[19:25 - Inf) hr,B1,12-D
12,0.833333333,crain,0.89826771,[19:25 - Inf) hr,B1,12-D
12,0.791666667,prain,0.084039241,[19:25 - Inf) hr,B1,12-D
12,0.791666667,irain,1.008470888,[19:25 - Inf) hr,B1,12-D
12,0.916666667,crain,0.958625079,[19:25 - Inf) hr,B1,12-D
12,0.875,prain,0.060357368,[19:25 - Inf) hr,B1,12-D
12,0.875,irain,0.72428842,[19:25 - Inf) hr,B1,12-D
12,1,crain,1,[19:25 - Inf) hr,B1,12-D
12,0.958333333,prain,0.041374921,[19:25 - Inf) hr,B1,12-D
12,0.958333333,irain,0.496499058,[19:25 - Inf) hr,B1,12-D
13,0.083333333,crain,0.041678719,[19:25 - Inf) hr,F1,13-D
13,0.041666667,prain,0.041678719,[19:25 - Inf) hr,F1,13-D
13,0.041666667,irain,0.500144634,[19:25 - Inf) hr,F1,13-D
13,0.166666667,crain,0.103042214,[19:25 - Inf) hr,F1,13-D
13,0.125,prain,0.061363494,[19:25 - Inf) hr,F1,13-D
13,0.125,irain,0.736361929,[19:25 - Inf) hr,F1,13-D
13,0.25,crain,0.19011355,[19:25 - Inf) hr,F1,13-D
13,0.208333333,prain,0.087071337,[19:25 - Inf) hr,F1,13-D
13,0.208333333,irain,1.044856039,[19:25 - Inf) hr,F1,13-D
13,0.333333333,crain,0.323048196,[19:25 - Inf) hr,F1,13-D
13,0.291666667,prain,0.132934646,[19:25 - Inf) hr,F1,13-D
13,0.291666667,irain,1.595215755,[19:25 - Inf) hr,F1,13-D
13,0.416666667,crain,0.457982372,[19:25 - Inf) hr,F1,13-D
13,0.375,prain,0.134934175,[19:25 - Inf) hr,F1,13-D
13,0.375,irain,1.619210105,[19:25 - Inf) hr,F1,13-D
13,0.5,crain,0.538576216,[19:25 - Inf) hr,F1,13-D
13,0.458333333,prain,0.080593844,[19:25 - Inf) hr,F1,13-D
13,0.458333333,irain,0.967126131,[19:25 - Inf) hr,F1,13-D
13,0.583333333,crain,0.607434853,[19:25 - Inf) hr,F1,13-D
13,0.541666667,prain,0.068858637,[19:25 - Inf) hr,F1,13-D
13,0.541666667,irain,0.826303646,[19:25 - Inf) hr,F1,13-D
13,0.666666667,crain,0.682016284,[19:25 - Inf) hr,F1,13-D
13,0.625,prain,0.074581431,[19:25 - Inf) hr,F1,13-D
13,0.625,irain,0.894977169,[19:25 - Inf) hr,F1,13-D
13,0.75,crain,0.766736503,[19:25 - Inf) hr,F1,13-D
13,0.708333333,prain,0.084720219,[19:25 - Inf) hr,F1,13-D
13,0.708333333,irain,1.016642624,[19:25 - Inf) hr,F1,13-D
13,0.833333333,crain,0.858572365,[19:25 - Inf) hr,F1,13-D
13,0.791666667,prain,0.091835863,[19:25 - Inf) hr,F1,13-D
13,0.791666667,irain,1.102030352,[19:25 - Inf) hr,F1,13-D
13,0.916666667,crain,0.938978818,[19:25 - Inf) hr,F1,13-D
13,0.875,prain,0.080406452,[19:25 - Inf) hr,F1,13-D
13,0.875,irain,0.964877428,[19:25 - Inf) hr,F1,13-D
13,1,crain,1,[19:25 - Inf) hr,F1,13-D
13,0.958333333,prain,0.061021182,[19:25 - Inf) hr,F1,13-D
13,0.958333333,irain,0.73225419,[19:25 - Inf) hr,F1,13-D
14,0.083333333,crain,0.039086716,[19:25 - Inf) hr,B1,14-D
14,0.041666667,prain,0.039086716,[19:25 - Inf) hr,B1,14-D
14,0.041666667,irain,0.469040595,[19:25 - Inf) hr,B1,14-D
14,0.166666667,crain,0.098186081,[19:25 - Inf) hr,B1,14-D
14,0.125,prain,0.059099365,[19:25 - Inf) hr,B1,14-D
14,0.125,irain,0.709192375,[19:25 - Inf) hr,B1,14-D
14,0.25,crain,0.172343809,[19:25 - Inf) hr,B1,14-D
14,0.208333333,prain,0.074157728,[19:25 - Inf) hr,B1,14-D
14,0.208333333,irain,0.889892736,[19:25 - Inf) hr,B1,14-D
14,0.333333333,crain,0.237968207,[19:25 - Inf) hr,B1,14-D
14,0.291666667,prain,0.065624398,[19:25 - Inf) hr,B1,14-D
14,0.291666667,irain,0.787492773,[19:25 - Inf) hr,B1,14-D
14,0.416666667,crain,0.305342262,[19:25 - Inf) hr,B1,14-D
14,0.375,prain,0.067374056,[19:25 - Inf) hr,B1,14-D
14,0.375,irain,0.808488671,[19:25 - Inf) hr,B1,14-D
14,0.5,crain,0.363641889,[19:25 - Inf) hr,B1,14-D
14,0.458333333,prain,0.058299627,[19:25 - Inf) hr,B1,14-D
14,0.458333333,irain,0.69959552,[19:25 - Inf) hr,B1,14-D
14,0.583333333,crain,0.418752952,[19:25 - Inf) hr,B1,14-D
14,0.541666667,prain,0.055111063,[19:25 - Inf) hr,B1,14-D
14,0.541666667,irain,0.661332759,[19:25 - Inf) hr,B1,14-D
14,0.666666667,crain,0.515219995,[19:25 - Inf) hr,B1,14-D
14,0.625,prain,0.096467043,[19:25 - Inf) hr,B1,14-D
14,0.625,irain,1.157604511,[19:25 - Inf) hr,B1,14-D
14,0.75,crain,0.672963194,[19:25 - Inf) hr,B1,14-D
14,0.708333333,prain,0.157743199,[19:25 - Inf) hr,B1,14-D
14,0.708333333,irain,1.892918384,[19:25 - Inf) hr,B1,14-D
14,0.833333333,crain,0.825129616,[19:25 - Inf) hr,B1,14-D
14,0.791666667,prain,0.152166422,[19:25 - Inf) hr,B1,14-D
14,0.791666667,irain,1.825997065,[19:25 - Inf) hr,B1,14-D
14,0.916666667,crain,0.928572042,[19:25 - Inf) hr,B1,14-D
14,0.875,prain,0.103442427,[19:25 - Inf) hr,B1,14-D
14,0.875,irain,1.241309121,[19:25 - Inf) hr,B1,14-D
14,1,crain,1,[19:25 - Inf) hr,B1,14-D
14,0.958333333,prain,0.071427958,[19:25 - Inf) hr,B1,14-D
14,0.958333333,irain,0.857135491,[19:25 - Inf) hr,B1,14-D
15,0.083333333,crain,0.054475014,[19:25 - Inf) hr,C,15-D
15,0.041666667,prain,0.054475014,[19:25 - Inf) hr,C,15-D
15,0.041666667,irain,0.65370017,[19:25 - Inf) hr,C,15-D
15,0.166666667,crain,0.121405257,[19:25 - Inf) hr,C,15-D
15,0.125,prain,0.066930243,[19:25 - Inf) hr,C,15-D
15,0.125,irain,0.803162918,[19:25 - Inf) hr,C,15-D
15,0.25,crain,0.193330064,[19:25 - Inf) hr,C,15-D
15,0.208333333,prain,0.071924807,[19:25 - Inf) hr,C,15-D
15,0.208333333,irain,0.863097683,[19:25 - Inf) hr,C,15-D
15,0.333333333,crain,0.275952694,[19:25 - Inf) hr,C,15-D
15,0.291666667,prain,0.08262263,[19:25 - Inf) hr,C,15-D
15,0.291666667,irain,0.991471559,[19:25 - Inf) hr,C,15-D
15,0.416666667,crain,0.377933529,[19:25 - Inf) hr,C,15-D
15,0.375,prain,0.101980834,[19:25 - Inf) hr,C,15-D
15,0.375,irain,1.223770013,[19:25 - Inf) hr,C,15-D
15,0.5,crain,0.509157399,[19:25 - Inf) hr,C,15-D
15,0.458333333,prain,0.131223871,[19:25 - Inf) hr,C,15-D
15,0.458333333,irain,1.574686446,[19:25 - Inf) hr,C,15-D
15,0.583333333,crain,0.647291413,[19:25 - Inf) hr,C,15-D
15,0.541666667,prain,0.138134014,[19:25 - Inf) hr,C,15-D
15,0.541666667,irain,1.657608171,[19:25 - Inf) hr,C,15-D
15,0.666666667,crain,0.753936568,[19:25 - Inf) hr,C,15-D
15,0.625,prain,0.106645155,[19:25 - Inf) hr,C,15-D
15,0.625,irain,1.279741857,[19:25 - Inf) hr,C,15-D
15,0.75,crain,0.826580584,[19:25 - Inf) hr,C,15-D
15,0.708333333,prain,0.072644016,[19:25 - Inf) hr,C,15-D
15,0.708333333,irain,0.871728192,[19:25 - Inf) hr,C,15-D
15,0.833333333,crain,0.894663543,[19:25 - Inf) hr,C,15-D
15,0.791666667,prain,0.068082959,[19:25 - Inf) hr,C,15-D
15,0.791666667,irain,0.816995502,[19:25 - Inf) hr,C,15-D
15,0.916666667,crain,0.955920385,[19:25 - Inf) hr,C,15-D
15,0.875,prain,0.061256842,[19:25 - Inf) hr,C,15-D
15,0.875,irain,0.735082108,[19:25 - Inf) hr,C,15-D
15,1,crain,1,[19:25 - Inf) hr,C,15-D
15,0.958333333,prain,0.044079615,[19:25 - Inf) hr,C,15-D
15,0.958333333,irain,0.528955381,[19:25 - Inf) hr,C,15-D
1,0,crain,0,[19:25 - Inf) hr,B2,1-D
1,0,prain,0,[19:25 - Inf) hr,B2,1-D
1,0,irain,0,[19:25 - Inf) hr,B2,1-D
2,0,crain,0,[19:25 - Inf) hr,C,2-D
2,0,prain,0,[19:25 - Inf) hr,C,2-D
2,0,irain,0,[19:25 - Inf) hr,C,2-D
3,0,crain,0,[19:25 - Inf) hr,F1,3-D
3,0,prain,0,[19:25 - Inf) hr,F1,3-D
3,0,irain,0,[19:25 - Inf) hr,F1,3-D
4,0,crain,0,[19:25 - Inf) hr,F1,4-D
4,0,prain,0,[19:25 - Inf) hr,F1,4-D
4,0,irain,0,[19:25 - Inf) hr,F1,4-D
5,0,crain,0,[19:25 - Inf) hr,B2,5-D
5,0,prain,0,[19:25 - Inf) hr,B2,5-D
5,0,irain,0,[19:25 - Inf) hr,B2,5-D
6,0,crain,0,[19:25 - Inf) hr,B1,6-D
6,0,prain,0,[19:25 - Inf) hr,B1,6-D
6,0,irain,0,[19:25 - Inf) hr,B1,6-D
7,0,crain,0,[19:25 - Inf) hr,F2,7-D
7,0,prain,0,[19:25 - Inf) hr,F2,7-D
7,0,irain,0,[19:25 - Inf) hr,F2,7-D
8,0,crain,0,[19:25 - Inf) hr,B2,8-D
8,0,prain,0,[19:25 - Inf) hr,B2,8-D
8,0,irain,0,[19:25 - Inf) hr,B2,8-D
9,0,crain,0,[19:25 - Inf) hr,B1,9-D
9,0,prain,0,[19:25 - Inf) hr,B1,9-D
9,0,irain,0,[19:25 - Inf) hr,B1,9-D
10,0,crain,0,[19:25 - Inf) hr,F2,10-D
10,0,prain,0,[19:25 - Inf) hr,F2,10-D
10,0,irain,0,[19:25 - Inf) hr,F2,10-D
11,0,crain,0,[19:25 - Inf) hr,C,11-D
11,0,prain,0,[19:25 - Inf) hr,C,11-D
11,0,irain,0,[19:25 - Inf) hr,C,11-D
12,0,crain,0,[19:25 - Inf) hr,B1,12-D
12,0,prain,0,[19:25 - Inf) hr,B1,12-D
12,0,irain,0,[19:25 - Inf) hr,B1,12-D
13,0,crain,0,[19:25 - Inf) hr,F1,13-D
13,0,prain,0,[19:25 - Inf) hr,F1,13-D
13,0,irain,0,[19:25 - Inf) hr,F1,13-D
14,0,crain,0,[19:25 - Inf) hr,B1,14-D
14,0,prain,0,[19:25 - Inf) hr,B1,14-D
14,0,irain,0,[19:25 - Inf) hr,B1,14-D
15,0,crain,0,[19:25 - Inf) hr,C,15-D
15,0,prain,0,[19:25 - Inf) hr,C,15-D
15,0,irain,0,[19:25 - Inf) hr,C,15-D
1,1,crain,1,[19:25 - Inf) hr,B2,1-D
1,1,prain,0,[19:25 - Inf) hr,B2,1-D
1,1,irain,0,[19:25 - Inf) hr,B2,1-D
2,1,crain,1,[19:25 - Inf) hr,C,2-D
2,1,prain,0,[19:25 - Inf) hr,C,2-D
2,1,irain,0,[19:25 - Inf) hr,C,2-D
3,1,crain,1,[19:25 - Inf) hr,F1,3-D
3,1,prain,0,[19:25 - Inf) hr,F1,3-D
3,1,irain,0,[19:25 - Inf) hr,F1,3-D
4,1,crain,1,[19:25 - Inf) hr,F1,4-D
4,1,prain,0,[19:25 - Inf) hr,F1,4-D
4,1,irain,0,[19:25 - Inf) hr,F1,4-D
5,1,crain,1,[19:25 - Inf) hr,B2,5-D
5,1,prain,0,[19:25 - Inf) hr,B2,5-D
5,1,irain,0,[19:25 - Inf) hr,B2,5-D
6,1,crain,1,[19:25 - Inf) hr,B1,6-D
6,1,prain,0,[19:25 - Inf) hr,B1,6-D
6,1,irain,0,[19:25 - Inf) hr,B1,6-D
7,1,crain,1,[19:25 - Inf) hr,F2,7-D
7,1,prain,0,[19:25 - Inf) hr,F2,7-D
7,1,irain,0,[19:25 - Inf) hr,F2,7-D
8,1,crain,1,[19:25 - Inf) hr,B2,8-D
8,1,prain,0,[19:25 - Inf) hr,B2,8-D
8,1,irain,0,[19:25 - Inf) hr,B2,8-D
9,1,crain,1,[19:25 - Inf) hr,B1,9-D
9,1,prain,0,[19:25 - Inf) hr,B1,9-D
9,1,irain,0,[19:25 - Inf) hr,B1,9-D
10,1,crain,1,[19:25 - Inf) hr,F2,10-D
10,1,prain,0,[19:25 - Inf) hr,F2,10-D
10,1,irain,0,[19:25 - Inf) hr,F2,10-D
11,1,crain,1,[19:25 - Inf) hr,C,11-D
11,1,prain,0,[19:25 - Inf) hr,C,11-D
11,1,irain,0,[19:25 - Inf) hr,C,11-D
12,1,crain,1,[19:25 - Inf) hr,B1,12-D
12,1,prain,0,[19:25 - Inf) hr,B1,12-D
12,1,irain,0,[19:25 - Inf) hr,B1,12-D
13,1,crain,1,[19:25 - Inf) hr,F1,13-D
13,1,prain,0,[19:25 - Inf) hr,F1,13-D
13,1,irain,0,[19:25 - Inf) hr,F1,13-D
14,1,crain,1,[19:25 - Inf) hr,B1,14-D
14,1,prain,0,[19:25 - Inf) hr,B1,14-D
14,1,irain,0,[19:25 - Inf) hr,B1,14-D
15,1,crain,1,[19:25 - Inf) hr,C,15-D
15,1,prain,0,[19:25 - Inf) hr,C,15-D
15,1,irain,0,[19:25 - Inf) hr,C,15-D
1,0.083333333,crain,0.149965635,[6:45 - 19:25) hr,F2,1-C
1,0.041666667,prain,0.149965635,[6:45 - 19:25) hr,F2,1-C
1,0.041666667,irain,1.799587624,[6:45 - 19:25) hr,F2,1-C
1,0.166666667,crain,0.303338047,[6:45 - 19:25) hr,F2,1-C
1,0.125,prain,0.153372411,[6:45 - 19:25) hr,F2,1-C
1,0.125,irain,1.840468936,[6:45 - 19:25) hr,F2,1-C
1,0.25,crain,0.42294104,[6:45 - 19:25) hr,F2,1-C
1,0.208333333,prain,0.119602993,[6:45 - 19:25) hr,F2,1-C
1,0.208333333,irain,1.435235915,[6:45 - 19:25) hr,F2,1-C
1,0.333333333,crain,0.498999842,[6:45 - 19:25) hr,F2,1-C
1,0.291666667,prain,0.076058802,[6:45 - 19:25) hr,F2,1-C
1,0.291666667,irain,0.91270563,[6:45 - 19:25) hr,F2,1-C
1,0.416666667,crain,0.560972325,[6:45 - 19:25) hr,F2,1-C
1,0.375,prain,0.061972482,[6:45 - 19:25) hr,F2,1-C
1,0.375,irain,0.743669789,[6:45 - 19:25) hr,F2,1-C
1,0.5,crain,0.626743801,[6:45 - 19:25) hr,F2,1-C
1,0.458333333,prain,0.065771476,[6:45 - 19:25) hr,F2,1-C
1,0.458333333,irain,0.789257715,[6:45 - 19:25) hr,F2,1-C
1,0.583333333,crain,0.702877984,[6:45 - 19:25) hr,F2,1-C
1,0.541666667,prain,0.076134183,[6:45 - 19:25) hr,F2,1-C
1,0.541666667,irain,0.9136102,[6:45 - 19:25) hr,F2,1-C
1,0.666666667,crain,0.781103675,[6:45 - 19:25) hr,F2,1-C
1,0.625,prain,0.078225691,[6:45 - 19:25) hr,F2,1-C
1,0.625,irain,0.938708293,[6:45 - 19:25) hr,F2,1-C
1,0.75,crain,0.851945298,[6:45 - 19:25) hr,F2,1-C
1,0.708333333,prain,0.070841623,[6:45 - 19:25) hr,F2,1-C
1,0.708333333,irain,0.850099473,[6:45 - 19:25) hr,F2,1-C
1,0.833333333,crain,0.90662643,[6:45 - 19:25) hr,F2,1-C
1,0.791666667,prain,0.054681132,[6:45 - 19:25) hr,F2,1-C
1,0.791666667,irain,0.656173589,[6:45 - 19:25) hr,F2,1-C
1,0.916666667,crain,0.95856898,[6:45 - 19:25) hr,F2,1-C
1,0.875,prain,0.051942549,[6:45 - 19:25) hr,F2,1-C
1,0.875,irain,0.623310592,[6:45 - 19:25) hr,F2,1-C
1,1,crain,1,[6:45 - 19:25) hr,F2,1-C
1,0.958333333,prain,0.04143102,[6:45 - 19:25) hr,F2,1-C
1,0.958333333,irain,0.497172243,[6:45 - 19:25) hr,F2,1-C
2,0.083333333,crain,0.031284822,[6:45 - 19:25) hr,B1,2-C
2,0.041666667,prain,0.031284822,[6:45 - 19:25) hr,B1,2-C
2,0.041666667,irain,0.375417859,[6:45 - 19:25) hr,B1,2-C
2,0.166666667,crain,0.066964527,[6:45 - 19:25) hr,B1,2-C
2,0.125,prain,0.035679705,[6:45 - 19:25) hr,B1,2-C
2,0.125,irain,0.428156464,[6:45 - 19:25) hr,B1,2-C
2,0.25,crain,0.114586892,[6:45 - 19:25) hr,B1,2-C
2,0.208333333,prain,0.047622365,[6:45 - 19:25) hr,B1,2-C
2,0.208333333,irain,0.571468377,[6:45 - 19:25) hr,B1,2-C
2,0.333333333,crain,0.171582779,[6:45 - 19:25) hr,B1,2-C
2,0.291666667,prain,0.056995887,[6:45 - 19:25) hr,B1,2-C
2,0.291666667,irain,0.683950647,[6:45 - 19:25) hr,B1,2-C
2,0.416666667,crain,0.238456477,[6:45 - 19:25) hr,B1,2-C
2,0.375,prain,0.066873698,[6:45 - 19:25) hr,B1,2-C
2,0.375,irain,0.80248438,[6:45 - 19:25) hr,B1,2-C
2,0.5,crain,0.312798858,[6:45 - 19:25) hr,B1,2-C
2,0.458333333,prain,0.074342381,[6:45 - 19:25) hr,B1,2-C
2,0.458333333,irain,0.892108567,[6:45 - 19:25) hr,B1,2-C
2,0.583333333,crain,0.407406652,[6:45 - 19:25) hr,B1,2-C
2,0.541666667,prain,0.094607794,[6:45 - 19:25) hr,B1,2-C
2,0.541666667,irain,1.135293529,[6:45 - 19:25) hr,B1,2-C
2,0.666666667,crain,0.584920852,[6:45 - 19:25) hr,B1,2-C
2,0.625,prain,0.1775142,[6:45 - 19:25) hr,B1,2-C
2,0.625,irain,2.130170404,[6:45 - 19:25) hr,B1,2-C
2,0.75,crain,0.754898817,[6:45 - 19:25) hr,B1,2-C
2,0.708333333,prain,0.169977964,[6:45 - 19:25) hr,B1,2-C
2,0.708333333,irain,2.03973557,[6:45 - 19:25) hr,B1,2-C
2,0.833333333,crain,0.881818355,[6:45 - 19:25) hr,B1,2-C
2,0.791666667,prain,0.126919539,[6:45 - 19:25) hr,B1,2-C
2,0.791666667,irain,1.523034466,[6:45 - 19:25) hr,B1,2-C
2,0.916666667,crain,0.955729655,[6:45 - 19:25) hr,B1,2-C
2,0.875,prain,0.073911299,[6:45 - 19:25) hr,B1,2-C
2,0.875,irain,0.886935593,[6:45 - 19:25) hr,B1,2-C
2,1,crain,1,[6:45 - 19:25) hr,B1,2-C
2,0.958333333,prain,0.044270345,[6:45 - 19:25) hr,B1,2-C
2,0.958333333,irain,0.531244142,[6:45 - 19:25) hr,B1,2-C
3,0.083333333,crain,0.033237493,[6:45 - 19:25) hr,F1,3-C
3,0.041666667,prain,0.033237493,[6:45 - 19:25) hr,F1,3-C
3,0.041666667,irain,0.398849918,[6:45 - 19:25) hr,F1,3-C
3,0.166666667,crain,0.082509286,[6:45 - 19:25) hr,F1,3-C
3,0.125,prain,0.049271793,[6:45 - 19:25) hr,F1,3-C
3,0.125,irain,0.591261516,[6:45 - 19:25) hr,F1,3-C
3,0.25,crain,0.164848878,[6:45 - 19:25) hr,F1,3-C
3,0.208333333,prain,0.082339592,[6:45 - 19:25) hr,F1,3-C
3,0.208333333,irain,0.988075099,[6:45 - 19:25) hr,F1,3-C
3,0.333333333,crain,0.339486516,[6:45 - 19:25) hr,F1,3-C
3,0.291666667,prain,0.174637639,[6:45 - 19:25) hr,F1,3-C
3,0.291666667,irain,2.095651663,[6:45 - 19:25) hr,F1,3-C
3,0.416666667,crain,0.581135169,[6:45 - 19:25) hr,F1,3-C
3,0.375,prain,0.241648653,[6:45 - 19:25) hr,F1,3-C
3,0.375,irain,2.899783834,[6:45 - 19:25) hr,F1,3-C
3,0.5,crain,0.73114592,[6:45 - 19:25) hr,F1,3-C
3,0.458333333,prain,0.150010751,[6:45 - 19:25) hr,F1,3-C
3,0.458333333,irain,1.800129008,[6:45 - 19:25) hr,F1,3-C
3,0.583333333,crain,0.800224761,[6:45 - 19:25) hr,F1,3-C
3,0.541666667,prain,0.069078841,[6:45 - 19:25) hr,F1,3-C
3,0.541666667,irain,0.828946092,[6:45 - 19:25) hr,F1,3-C
3,0.666666667,crain,0.875345026,[6:45 - 19:25) hr,F1,3-C
3,0.625,prain,0.075120266,[6:45 - 19:25) hr,F1,3-C
3,0.625,irain,0.901443187,[6:45 - 19:25) hr,F1,3-C
3,0.75,crain,0.92961148,[6:45 - 19:25) hr,F1,3-C
3,0.708333333,prain,0.054266454,[6:45 - 19:25) hr,F1,3-C
3,0.708333333,irain,0.651197442,[6:45 - 19:25) hr,F1,3-C
3,0.833333333,crain,0.958197885,[6:45 - 19:25) hr,F1,3-C
3,0.791666667,prain,0.028586405,[6:45 - 19:25) hr,F1,3-C
3,0.791666667,irain,0.343036863,[6:45 - 19:25) hr,F1,3-C
3,0.916666667,crain,0.978701018,[6:45 - 19:25) hr,F1,3-C
3,0.875,prain,0.020503133,[6:45 - 19:25) hr,F1,3-C
3,0.875,irain,0.2460376,[6:45 - 19:25) hr,F1,3-C
3,1,crain,1,[6:45 - 19:25) hr,F1,3-C
3,0.958333333,prain,0.021298982,[6:45 - 19:25) hr,F1,3-C
3,0.958333333,irain,0.255587779,[6:45 - 19:25) hr,F1,3-C
4,0.083333333,crain,0.049251255,[6:45 - 19:25) hr,B1,4-C
4,0.041666667,prain,0.049251255,[6:45 - 19:25) hr,B1,4-C
4,0.041666667,irain,0.591015054,[6:45 - 19:25) hr,B1,4-C
4,0.166666667,crain,0.1248087,[6:45 - 19:25) hr,B1,4-C
4,0.125,prain,0.075557445,[6:45 - 19:25) hr,B1,4-C
4,0.125,irain,0.906689342,[6:45 - 19:25) hr,B1,4-C
4,0.25,crain,0.206943033,[6:45 - 19:25) hr,B1,4-C
4,0.208333333,prain,0.082134333,[6:45 - 19:25) hr,B1,4-C
4,0.208333333,irain,0.985611997,[6:45 - 19:25) hr,B1,4-C
4,0.333333333,crain,0.298132193,[6:45 - 19:25) hr,B1,4-C
4,0.291666667,prain,0.09118916,[6:45 - 19:25) hr,B1,4-C
4,0.291666667,irain,1.094269918,[6:45 - 19:25) hr,B1,4-C
4,0.416666667,crain,0.377177794,[6:45 - 19:25) hr,B1,4-C
4,0.375,prain,0.079045601,[6:45 - 19:25) hr,B1,4-C
4,0.375,irain,0.948547212,[6:45 - 19:25) hr,B1,4-C
4,0.5,crain,0.451862437,[6:45 - 19:25) hr,B1,4-C
4,0.458333333,prain,0.074684644,[6:45 - 19:25) hr,B1,4-C
4,0.458333333,irain,0.896215726,[6:45 - 19:25) hr,B1,4-C
4,0.583333333,crain,0.535355928,[6:45 - 19:25) hr,B1,4-C
4,0.541666667,prain,0.08349349,[6:45 - 19:25) hr,B1,4-C
4,0.541666667,irain,1.001921886,[6:45 - 19:25) hr,B1,4-C
4,0.666666667,crain,0.673185774,[6:45 - 19:25) hr,B1,4-C
4,0.625,prain,0.137829846,[6:45 - 19:25) hr,B1,4-C
4,0.625,irain,1.653958149,[6:45 - 19:25) hr,B1,4-C
4,0.75,crain,0.813635354,[6:45 - 19:25) hr,B1,4-C
4,0.708333333,prain,0.14044958,[6:45 - 19:25) hr,B1,4-C
4,0.708333333,irain,1.685394962,[6:45 - 19:25) hr,B1,4-C
4,0.833333333,crain,0.902662767,[6:45 - 19:25) hr,B1,4-C
4,0.791666667,prain,0.089027413,[6:45 - 19:25) hr,B1,4-C
4,0.791666667,irain,1.068328954,[6:45 - 19:25) hr,B1,4-C
4,0.916666667,crain,0.958867101,[6:45 - 19:25) hr,B1,4-C
4,0.875,prain,0.056204335,[6:45 - 19:25) hr,B1,4-C
4,0.875,irain,0.674452016,[6:45 - 19:25) hr,B1,4-C
4,1,crain,1,[6:45 - 19:25) hr,B1,4-C
4,0.958333333,prain,0.041132899,[6:45 - 19:25) hr,B1,4-C
4,0.958333333,irain,0.493594784,[6:45 - 19:25) hr,B1,4-C
5,0.083333333,crain,0.03089182,[6:45 - 19:25) hr,B2,5-C
5,0.041666667,prain,0.03089182,[6:45 - 19:25) hr,B2,5-C
5,0.041666667,irain,0.370701837,[6:45 - 19:25) hr,B2,5-C
5,0.166666667,crain,0.064907262,[6:45 - 19:25) hr,B2,5-C
5,0.125,prain,0.034015443,[6:45 - 19:25) hr,B2,5-C
5,0.125,irain,0.408185311,[6:45 - 19:25) hr,B2,5-C
5,0.25,crain,0.095462684,[6:45 - 19:25) hr,B2,5-C
5,0.208333333,prain,0.030555422,[6:45 - 19:25) hr,B2,5-C
5,0.208333333,irain,0.366665065,[6:45 - 19:25) hr,B2,5-C
5,0.333333333,crain,0.134222211,[6:45 - 19:25) hr,B2,5-C
5,0.291666667,prain,0.038759526,[6:45 - 19:25) hr,B2,5-C
