minute,rainfall_depth_this_min,cumulative_rainfall_this_min
1,0.0,0.0
2,0.04047353832199999,0.04047353832199999
3,0.04047353832199999,0.08094707664399999
4,0.04047353832199999,0.12142061496599998
5,0.04047353832199999,0.16189415328799997
6,0.04047353832199999,0.20236769160999996
7,0.04047353832199999,0.24284122993199994
8,0.04047353832199999,0.2833147682539999
9,0.04047353832199999,0.32378830657599994
10,0.04047353832199999,0.36426184489799995
11,0.04047353832199999,0.40473538321999997
12,0.04047353832199999,0.445208921542
13,0.04047353832199999,0.485682459864
14,0.04047353832199999,0.526155998186
15,0.04047353832199999,0.566629536508
16,0.04047353832199999,0.6071030748299999
17,0.04047353832199999,0.6475766131519999
18,0.04047353832199999,0.6880501514739998
19,0.04047353832199999,0.7285236897959998
20,0.04047353832199999,0.7689972281179998
21,0.04047353832199999,0.8094707664399997
22,0.04047353832199999,0.8499443047619997
23,0.04047353832199999,0.8904178430839996
24,0.04047353832199999,0.9308913814059996
25,0.04047353832199999,0.9713649197279995
26,0.04047353832199999,1.0118384580499995
27,0.04047353832199999,1.0523119963719996
28,0.04047353832199999,1.0927855346939996
29,0.04047353832199999,1.1332590730159997
30,0.04047353832199999,1.1737326113379998
31,0.04047353832199999,1.2142061496599998
32,0.014860782753999999,1.2290669324139998
33,0.014860782753999999,1.2439277151679997
34,0.014860782753999999,1.2587884979219996
35,0.014860782753999999,1.2736492806759996
36,0.014860782753999999,1.2885100634299995
37,0.014860782753999999,1.3033708461839995
38,0.014860782753999999,1.3182316289379994
39,0.014860782753999999,1.3330924116919993
40,0.014860782753999999,1.3479531944459993
41,0.014860782753999999,1.3628139771999992
42,0.014860782753999999,1.3776747599539991
43,0.014860782753999999,1.392535542707999
44,0.014860782753999999,1.407396325461999
45,0.014860782753999999,1.422257108215999
46,0.014860782753999999,1.4371178909699989
47,0.014860782753999999,1.4519786737239988
48,0.014860782753999999,1.4668394564779987
49,0.014860782753999999,1.4817002392319987
50,0.014860782753999999,1.4965610219859986
51,0.014860782753999999,1.5114218047399985
