minute,rainfall_depth_this_min,cumulative_rainfall_this_min
1,0.0,0.0
2,0.04049413745333333,0.04049413745333333
3,0.04049413745333333,0.08098827490666666
4,0.04049413745333333,0.12148241235999999
5,0.04049413745333333,0.16197654981333331
6,0.04049413745333333,0.20247068726666664
7,0.04049413745333333,0.24296482471999997
8,0.04049413745333333,0.28345896217333333
9,0.04049413745333333,0.32395309962666663
10,0.04049413745333333,0.36444723707999993
11,0.04049413745333333,0.40494137453333323
12,0.04049413745333333,0.44543551198666653
13,0.04049413745333333,0.48592964943999983
14,0.04049413745333333,0.5264237868933331
15,0.04049413745333333,0.5669179243466664
16,0.04049413745333333,0.6074120617999997
17,0.04049413745333333,0.647906199253333
18,0.04049413745333333,0.6884003367066663
19,0.04049413745333333,0.7288944741599996
20,0.04049413745333333,0.7693886116133329
21,0.04049413745333333,0.8098827490666662
22,0.04049413745333333,0.8503768865199995
23,0.04049413745333333,0.8908710239733328
24,0.04049413745333333,0.9313651614266661
25,0.04049413745333333,0.9718592988799994
26,0.04049413745333333,1.0123534363333329
27,0.04049413745333333,1.0528475737866663
28,0.04049413745333333,1.0933417112399997
29,0.04049413745333333,1.133835848693333
30,0.04049413745333333,1.1743299861466665
31,0.04049413745333333,1.2148241236
32,0.04057030805466666,1.2553944316546666
33,0.04057030805466666,1.2959647397093332
34,0.04057030805466666,1.336535047764
35,0.04057030805466666,1.3771053558186666
36,0.04057030805466666,1.4176756638733332
37,0.04057030805466666,1.4582459719279999
38,0.04057030805466666,1.4988162799826665
39,0.04057030805466666,1.5393865880373332
40,0.04057030805466666,1.5799568960919999
41,0.04057030805466666,1.6205272041466665
42,0.04057030805466666,1.6610975122013332
43,0.04057030805466666,1.7016678202559998
44,0.04057030805466666,1.7422381283106665
45,0.04057030805466666,1.7828084363653331
46,0.04057030805466666,1.8233787444199998
47,0.04057030805466666,1.8639490524746665
48,0.04057030805466666,1.9045193605293331
49,0.04057030805466666,1.9450896685839998
50,0.04057030805466666,1.9856599766386664
51,0.04057030805466666,2.026230284693333
52,0.04057030805466666,2.0668005927479998
53,0.04057030805466666,2.1073709008026666
54,0.04057030805466666,2.1479412088573335
55,0.04057030805466666,2.1885115169120004
56,0.04057030805466666,2.2290818249666673
57,0.04057030805466666,2.269652133021334
58,0.04057030805466666,2.310222441076001
59,0.04057030805466666,2.350792749130668
60,0.04057030805466666,2.391363057185335
61,0.04057030805466666,2.4319333652400017
62,0.04650437537266667,2.4784377406126685
63,0.04650437537266667,2.5249421159853354
64,0.04650437537266667,2.571446491358002
65,0.04650437537266667,2.617950866730669
66,0.04650437537266667,2.664455242103336
67,0.04650437537266667,2.7109596174760027
68,0.04650437537266667,2.7574639928486695
69,0.04650437537266667,2.8039683682213363
70,0.04650437537266667,2.850472743594003
71,0.04650437537266667,2.89697711896667
72,0.04650437537266667,2.943481494339337
73,0.04650437537266667,2.9899858697120036
74,0.04650437537266667,3.0364902450846705
75,0.04650437537266667,3.0829946204573373
76,0.04650437537266667,3.129498995830004
77,0.04650437537266667,3.176003371202671
78,0.04650437537266667,3.222507746575338
79,0.04650437537266667,3.2690121219480046
80,0.04650437537266667,3.3155164973206714
81,0.04650437537266667,3.3620208726933383
82,0.04650437537266667,3.408525248066005
83,0.04650437537266667,3.455029623438672
84,0.04650437537266667,3.5015339988113388
85,0.04650437537266667,3.5480383741840056
86,0.04650437537266667,3.5945427495566724
87,0.04650437537266667,3.6410471249293392
88,0.04650437537266667,3.687551500302006
89,0.04650437537266667,3.734055875674673
90,0.04650437537266667,3.7805602510473397
91,0.04650437537266667,3.8270646264200066
92,0.06957815954666667,3.896642785966673
93,0.06957815954666667,3.9662209455133395
94,0.06957815954666667,4.035799105060006
95,0.06957815954666667,4.105377264606672
96,0.06957815954666667,4.174955424153339
97,0.06957815954666667,4.244533583700005
98,0.06957815954666667,4.314111743246672
99,0.06957815954666667,4.383689902793338
100,0.06957815954666667,4.453268062340005
101,0.06957815954666667,4.522846221886671
102,0.06957815954666667,4.592424381433338
103,0.06957815954666667,4.662002540980004
104,0.06957815954666667,4.731580700526671
105,0.06957815954666667,4.801158860073337
106,0.06957815954666667,4.8707370196200035
107,0.06957815954666667,4.94031517916667
108,0.06957815954666667,5.009893338713336
109,0.06957815954666667,5.079471498260003
110,0.06957815954666667,5.149049657806669
111,0.06957815954666667,5.218627817353336
112,0.06957815954666667,5.288205976900002
113,0.06957815954666667,5.357784136446669
114,0.06957815954666667,5.427362295993335
115,0.06957815954666667,5.496940455540002
116,0.06957815954666667,5.566518615086668
117,0.06957815954666667,5.636096774633335
118,0.06957815954666667,5.705674934180001
119,0.06957815954666667,5.7752530937266675
120,0.06957815954666667,5.844831253273334
121,0.06957815954666667,5.91440941282
122,0.12729168329066665,6.041701096110667
123,0.12729168329066665,6.168992779401333
124,0.12729168329066665,6.296284462691999
125,0.12729168329066665,6.423576145982666
126,0.12729168329066665,6.550867829273332
127,0.12729168329066665,6.678159512563998
128,0.12729168329066665,6.805451195854665
129,0.12729168329066665,6.932742879145331
130,0.12729168329066665,7.060034562435997
131,0.12729168329066665,7.187326245726664
132,0.12729168329066665,7.31461792901733
133,0.12729168329066665,7.441909612307996
134,0.12729168329066665,7.5692012955986625
135,0.12729168329066665,7.696492978889329
136,0.12729168329066665,7.823784662179995
137,0.12729168329066665,7.951076345470661
138,0.12729168329066665,8.078368028761329
139,0.12729168329066665,8.205659712051995
140,0.12729168329066665,8.332951395342661
141,0.12729168329066665,8.460243078633328
142,0.12729168329066665,8.587534761923994
143,0.12729168329066665,8.71482644521466
