minute,rainfall_depth_this_min,cumulative_rainfall_this_min
1,0.0,0.0
2,0.12032273304866667,0.12032273304866667
3,0.12032273304866667,0.24064546609733334
4,0.12032273304866667,0.360968199146
5,0.12032273304866667,0.4812909321946667
6,0.12032273304866667,0.6016136652433334
7,0.12032273304866667,0.7219363982920001
8,0.12032273304866667,0.8422591313406668
9,0.12032273304866667,0.9625818643893335
10,0.12032273304866667,1.082904597438
11,0.12032273304866667,1.2032273304866667
12,0.12032273304866667,1.3235500635353334
13,0.12032273304866667,1.4438727965840001
14,0.12032273304866667,1.5641955296326668
15,0.12032273304866667,1.6845182626813335
16,0.12032273304866667,1.8048409957300002
17,0.12032273304866667,1.925163728778667
18,0.12032273304866667,2.0454864618273336
19,0.12032273304866667,2.165809194876
20,0.12032273304866667,2.2861319279246666
21,0.12032273304866667,2.406454660973333
22,0.12032273304866667,2.5267773940219995
23,0.12032273304866667,2.647100127070666
24,0.12032273304866667,2.7674228601193325
25,0.12032273304866667,2.887745593167999
26,0.12032273304866667,3.0080683262166654
27,0.12032273304866667,3.128391059265332
28,0.12032273304866667,3.2487137923139984
29,0.12032273304866667,3.369036525362665
30,0.12032273304866667,3.4893592584113313
31,0.12032273304866667,3.609681991459998
32,0.14563191584133334,3.755313907301331
33,0.14563191584133334,3.9009458231426644
34,0.14563191584133334,4.046577738983998
35,0.14563191584133334,4.192209654825331
36,0.14563191584133334,4.337841570666664
37,0.14563191584133334,4.4834734865079975
38,0.14563191584133334,4.629105402349331
39,0.14563191584133334,4.774737318190664
40,0.14563191584133334,4.920369234031997
41,0.14563191584133334,5.066001149873331
42,0.14563191584133334,5.211633065714664
43,0.14563191584133334,5.357264981555997
44,0.14563191584133334,5.5028968973973305
45,0.14563191584133334,5.648528813238664
46,0.14563191584133334,5.794160729079997
47,0.14563191584133334,5.93979264492133
48,0.14563191584133334,6.085424560762664
49,0.14563191584133334,6.231056476603997
50,0.14563191584133334,6.37668839244533
51,0.14563191584133334,6.522320308286663
52,0.14563191584133334,6.667952224127997
53,0.14563191584133334,6.81358413996933
54,0.14563191584133334,6.959216055810663
55,0.14563191584133334,7.1048479716519966
56,0.14563191584133334,7.25047988749333
57,0.14563191584133334,7.396111803334663
58,0.14563191584133334,7.541743719175996
59,0.14563191584133334,7.68737563501733
60,0.14563191584133334,7.833007550858663
61,0.14563191584133334,7.978639466699996
62,0.1467172299493333,8.12535669664933
63,0.1467172299493333,8.272073926598663
64,0.1467172299493333,8.418791156547996
65,0.1467172299493333,8.56550838649733
66,0.1467172299493333,8.712225616446663
67,0.1467172299493333,8.858942846395996
68,0.1467172299493333,9.005660076345329
69,0.1467172299493333,9.152377306294662
70,0.1467172299493333,9.299094536243995
71,0.1467172299493333,9.445811766193328
72,0.1467172299493333,9.592528996142661
73,0.1467172299493333,9.739246226091995
74,0.1467172299493333,9.885963456041328
75,0.1467172299493333,10.03268068599066
76,0.1467172299493333,10.179397915939994
77,0.1467172299493333,10.326115145889327
78,0.1467172299493333,10.47283237583866
79,0.1467172299493333,10.619549605787993
80,0.1467172299493333,10.766266835737326
81,0.1467172299493333,10.91298406568666
82,0.1467172299493333,11.059701295635993
83,0.1467172299493333,11.206418525585326
84,0.1467172299493333,11.353135755534659
85,0.1467172299493333,11.499852985483992
86,0.1467172299493333,11.646570215433325
87,0.1467172299493333,11.793287445382658
88,0.1467172299493333,11.940004675331991
89,0.1467172299493333,12.086721905281324
90,0.1467172299493333,12.233439135230658
91,0.1467172299493333,12.38015636517999
92,0.152325921762,12.53248228694199
93,0.152325921762,12.68480820870399
94,0.152325921762,12.837134130465989
95,0.152325921762,12.989460052227988
96,0.152325921762,13.141785973989988
97,0.152325921762,13.294111895751987
98,0.152325921762,13.446437817513987
99,0.152325921762,13.598763739275986
100,0.152325921762,13.751089661037986
101,0.152325921762,13.903415582799985
102,0.152325921762,14.055741504561984
103,0.152325921762,14.208067426323984
104,0.152325921762,14.360393348085983
105,0.152325921762,14.512719269847983
106,0.152325921762,14.665045191609982
107,0.152325921762,14.817371113371982
108,0.152325921762,14.969697035133981
109,0.152325921762,15.12202295689598
110,0.152325921762,15.27434887865798
111,0.152325921762,15.42667480041998
112,0.152325921762,15.579000722181979
113,0.152325921762,15.731326643943978
114,0.152325921762,15.883652565705978
115,0.152325921762,16.03597848746798
116,0.152325921762,16.18830440922998
117,0.152325921762,16.340630330991978
